"","Point.d.�.chantillonnage","date","X.OD","O2..mg.L.","Conductivit�...µs.cm2.","pH","Temp�.rature..oC.","Signe.COLI","COLI","M�.U.0089.T�.U.0089.O","Ag..µg.L.","Al..µg.L.","As..µg.L.","Ba..µg.L.","Be..µg.L.","Ca..µg.L.","Cd..µg.L.","Co..µg.L.","COT..µg.L.","Cr..µg.L.","Cu..µg.L.","Fe..µg.L.","K..µg.L.","Mg..µg.L.","Mn..µg.L.","Mo..µg.L.","Na..µg.L.","NH3..µg.L.","Ni..µg.L.","Ptot..µg.L.","Pb..µg.L.","MES...mg.L.","Sb..µg.L.","Se..µg.L.","Sn2.ug.L","U..µg.L.","V..µg.L.","Zn..µg.L."
"431","BOU-2.9P3","2013-03-12",83,11.42,879,8,1.9,"=",150,0,0.3,540,0.5,35,0.1,35000,0.14,0.9,20.5,2.3,8,1100,3600,7100,75,1.4,120000,480,2.6,100,2.6,21,0.5,0.5,NA,0.4,1.6,72
"432","BOU-2.9P3","2013-04-24",104,11.88,743,8,9.6,"<",10,1,0.1,130,0.3,32,0.1,60000,0.1,0.5,2.8,0.9,2.2,370,2700,14000,41,2.2,71000,95,2,17,0.6,6.6,0.5,0.5,NA,0.7,0.8,11
"433","BOU-2.9P3","2013-05-22",110,11.04,513,8.2,14.9,"=",130,-1,0.1,470,0.4,31,0.1,41000,0.12,0.6,3.8,1.8,5.6,910,2700,9000,31,1.9,43000,57,2.4,54,2.1,27,0.5,0.5,NA,0.5,1.8,26
"434","BOU-2.9P3","2013-07-10",95,8.29,722,7.8,21.6,"=",120,-2,0.1,225,0.5,51.6,0.1,61700,0.1,0.3,3.4,1,2.72,552,3560,15600,38.1,1,52800,29,1.7,32,1.1,12.4,0.5,0.5,NA,0.6,1,9.3
"435","BOU-2.9P3","2013-08-19",101,8.95,727,8,21.1,"=",63,1,0.1,504,0.6,49.4,0.1,60100,0.1,0.4,2.9,1.6,4.29,918,3230,15600,39.2,1,56200,45,2,50,2,30.6,0.5,0.5,NA,0.4,1.6,13.1
"436","BOU-2.9P3","2013-09-23",79,8.24,713,8.2,13.8,"=",90,-1,0.1,136,0.2,42.1,0.1,72600,0.1,0.1,3.6,0.3,2.5,300,4720,17400,22.9,2.1,43900,20,1.5,16,0.4,4.7,0.5,0.5,NA,0.8,0.8,11.9
"437","BOU-2.9P3","2013-10-22",82,8.72,548,8.2,12.3,"=",310,0,0.1,437,0.5,43.2,0.1,59800,0.1,0.4,2.7,1.1,3.86,882,3660,14300,43.9,1,37600,42,2.1,53,1.7,26.8,0.5,0.5,NA,0.5,1.7,19.3
"438","BOU-4.3","2013-03-12",76,11.43,1529,8.4,0.5,"=",18,0,0.2,810,0.6,41,0.1,41000,0.12,1,15.9,2.6,8.3,1400,4000,6300,78,1.5,240000,900,3.2,130,3.3,32,0.5,0.5,NA,0.5,2.6,59
"439","BOU-4.3","2013-04-24",87,10.44,2341,7.7,7.2,"=",18,1,0.1,240,0.6,76,0.1,130000,0.1,0.7,7.7,1.3,3,870,7800,31000,120,4.3,310000,390,3.5,47,0.7,13,0.5,0.6,NA,3.2,1.1,12
"440","BOU-4.3","2013-05-22",65,6.4,1604,8.1,14.8,"<",10,-1,0.1,300,0.6,49,0.1,67000,0.1,0.6,10.3,1.8,4.4,900,5900,15000,71,2.8,210000,560,3.7,60,1.2,20,0.5,0.5,NA,0.9,1.5,15
"441","BOU-4.3","2013-07-10",62,5.37,1370,7.7,22,"=",1000,-2,0.1,110,0.7,74.7,0.1,88900,0.1,0.4,8,0.9,1.7,657,5740,20900,100,3.8,50000,20,2.8,31,0.4,6.6,0.5,0.5,NA,1.5,0.9,3
"442","BOU-4.3","2013-08-19",100,9.22,1500,7.8,18.9,"=",290,1,0.1,589,0.8,88,0.1,91900,0.1,0.7,6.7,1.6,3.03,1350,8180,22300,148,3.5,50000,150,3.5,79,1.4,31.8,0.5,0.5,NA,1.4,1.9,12.8
"443","BOU-4.3","2013-09-23",NA,NA,1102,8,11.4,"=",430,-1,0.1,480,0.6,64.9,0.1,95400,0.1,0.6,8.7,1.3,2.8,968,7000,17300,85.3,3.6,100000,20,2.8,49,1.1,16.5,0.5,0.5,NA,2.3,1.9,11.6
"444","BOU-4.3","2013-10-22",67,7.35,1102,8.1,11,"=",210,0,0.1,882,0.7,86.3,0.1,111000,0.1,1,7.1,1.7,3.75,1780,7320,22100,162,3.6,115000,140,4,83,2,42.2,0.5,0.5,NA,2.7,2.8,18.6
"445","BRU-1","2013-04-09",99,12.1,1017,8.9,6.1,"<",10,0,0.1,11,0.2,51,0.1,81000,0.1,0.1,3.6,0.7,0.66,100,4300,28000,41,1,71000,20,0.8,27,0.2,2.6,0.5,0.5,NA,0.2,0.2,3
"446","BRU-1","2013-05-07",111,9.97,1318,7.9,20.4,"=",27,1,0.1,32,0.3,70,0.1,100000,0.1,0.1,5.2,0.5,0.76,170,5500,39000,45,1,110000,20,1,31,0.2,7.4,0.5,0.5,NA,0.4,0.2,3
"447","BRU-1","2013-05-29",110,10.54,1372,8,17.3,"=",54,1,0.1,14,0.3,69,0.1,100000,0.1,0.1,4.5,0.5,0.5,130,5400,43000,11,1.2,120000,20,0.9,17,0.2,2.6,0.5,0.5,NA,0.4,0.2,3
"448","BRU-1","2013-07-02",89,7.87,1418,8,21.1,"=",300,1,0.1,42,0.3,74,0.1,99000,0.1,0.1,5,0.3,0.72,200,5400,40000,19,1.1,110000,20,0.9,27,0.2,7.1,0.5,0.5,NA,0.4,0.3,3
"449","BRU-1","2013-08-07",101,8.68,1448,8,22.9,"=",470,1,0.1,68.8,0.2,75.2,0.1,90200,0.1,0.1,5.9,0.6,0.5,191,5760,43100,16.5,1,50000,20,1,25,0.2,10.4,0.5,0.5,NA,0.3,0.2,3
"450","BRU-1","2013-09-10",96,9.07,1428,7.9,18.2,"=",330,0,0.1,44.6,0.2,74.9,0.1,94100,0.1,0.1,5.5,0.3,0.5,165,6530,48700,11.1,1,100000,20,0.7,24,0.2,8.3,0.5,0.5,NA,0.4,0.2,3
"451","BRU-1","2013-10-28",95,11.46,1590,8.5,7.2,"=",18,0,0.1,30.2,0.2,77.1,0.1,102000,0.1,0.1,4.9,0.3,0.5,168,6670,48900,6,3.6,139000,20,0.9,17,0.2,1.9,0.5,0.5,NA,0.5,0.6,3
"452","CAS-1","2013-07-23",116,9.47,483,8.4,25.5,"<",100,0,0.1,61.6,0.6,44,0.1,50100,0.1,0.1,2.3,0.3,2.35,55.9,3200,9090,1.4,2.5,27200,20,1.4,5,0.2,0.6,0.5,0.5,NA,1,0.5,3
"453","CAS-1","2013-08-13",117,10.12,355,8.8,23,"=",27,0,0.1,65.5,0.6,35.5,0.1,33400,0.1,0.1,2.3,0.3,1.84,60.9,2720,8890,1.2,2.5,25500,20,0.8,6,0.2,3,0.5,0.5,NA,0.9,0.2,3
"454","CAS-1","2013-09-16",94,9.08,371,8.5,17.3,"=",63,0,0.1,112,0.8,35.1,0.1,31900,0.1,0.1,2.2,0.8,3.45,114,2810,9800,5,2.6,25800,20,0.9,10,0.2,3.3,0.5,0.5,NA,0.8,0.2,3
"455","CAS-1","2013-10-15",102,10.27,393,8.4,15.2,"=",27,-1,0.1,101,0.6,37.8,0.1,31700,0.1,0.1,2.7,0.3,3.22,102,2860,9160,4.2,2.6,23700,20,0.9,13,0.2,2.4,0.5,0.5,NA,0.8,0.2,3
"456","CEN-1","2013-04-09",101,13.17,500,NA,3.9,"<",10,0,0.1,20,0.2,19,0.1,38000,0.1,0.1,1.9,1,1.1,60,1200,8500,7.6,1,44000,38,0.7,60,0.2,6,0.5,0.5,NA,0.4,0.3,4.2
"457","CEN-1","2013-05-07",130,12.75,1445,8.1,22.8,"<",10,1,0.1,85,0.3,51,0.1,97000,0.1,0.2,3.3,0.7,1.7,150,3200,25000,5.3,1.5,150000,20,1.9,28,0.2,7.9,0.5,0.5,NA,1.4,0.6,3
"458","CEN-1","2013-05-29",125,12.26,1009,8.2,17.2,"=",45,0,0.1,77,0.4,43,0.1,72000,0.1,0.2,4.7,0.9,1.8,210,2700,18000,13,1.4,100000,20,1.8,63,0.5,11,0.5,0.5,NA,1,0.8,4.1
"459","CEN-1","2013-07-02",102,9.17,767,8.1,20.7,"=",210,1,0.1,150,0.5,41,0.1,66000,0.1,0.2,4.2,0.7,1.3,300,2400,14000,19,1.1,57000,70,1.5,63,0.4,12.9,0.5,0.5,NA,0.7,1,3.4
"460","CEN-1","2013-08-07",NA,NA,653,8.5,25,"=",27,1,0.1,141,0.5,37.8,0.1,55900,0.1,0.1,5.3,0.8,2.16,304,2660,13500,15.2,1,50800,20,1.8,58,0.6,15.8,0.5,0.5,NA,0.6,0.8,8.3
"461","CEN-1","2013-09-10",108,10.13,634,8.2,18.6,"=",140,0,0.1,67.6,0.5,32.5,0.1,61100,0.1,0.1,4.8,0.7,0.5,214,2740,13900,16.2,1,50500,20,1.4,62,0.2,9.4,0.5,0.5,NA,0.6,0.7,3
"462","CEN-1","2013-10-28",107,12.6,833,8.2,8.8,"=",72,0,0.1,150,0.5,45.8,0.1,75000,0.1,0.1,4.2,0.3,1.44,250,3310,15400,15.1,1,71500,77,2,61,1,14,0.5,0.5,NA,0.8,1.1,3
"463","CGO-0.0","2013-04-09",84,11.37,475,8,2.2,"=",27,0,0.1,260,0.4,31,0.1,44000,0.1,0.8,16.2,1.1,4.2,590,4800,14000,100,1,28000,710,2.3,230,0.7,6.2,0.5,0.5,NA,1.2,1,8
"464","CGO-0.0","2013-05-15",76,7.72,873,7.5,14.6,"=",54,1,0.1,46,0.5,40,0.1,81000,0.1,0.3,11.3,0.8,0.83,650,2500,30000,130,1.1,68000,20,1.8,91,0.4,4.4,0.5,0.5,NA,1.4,0.4,3.6
"465","CGO-0.0","2013-06-10",75,6.88,712,7.7,18.6,"<",10,-2,0.1,13,0.6,35,0.1,68000,0.1,0.2,11,0.8,0.73,380,1200,24000,54,1,50000,20,1.4,88,0.2,1.5,0.5,0.6,NA,1,0.4,3
"466","CGO-0.0","2013-09-16",69,6.93,475,8,13.6,"=",280,0,0.1,245,0.7,34.6,0.1,46000,0.1,0.5,29.9,1.1,6.91,1190,11300,12600,92,1,30300,46,2.5,453,1.9,11.2,0.5,0.5,NA,0.4,1.2,18.8
"467","CLA-0.0","2013-05-22",98,9.57,90,7.8,16.3,"=",160,-1,0.1,230,0.5,16,0.1,9000,0.1,0.1,7.7,1,2.2,350,800,2000,40,1,4200,20,0.8,30,0.5,4.6,0.5,0.5,NA,0.1,0.7,5.5
"468","CLA-0.0","2013-07-10",115,9.56,160,8.6,24.8,"=",81,0,0.1,105,0.6,20,0.1,17100,0.1,0.1,5.8,0.8,1.68,190,999,3810,20.9,1,6930,20,0.6,31,0.4,5.2,0.5,0.5,NA,0.1,0.7,3
"469","CLA-0.0","2013-08-19",114,9.72,220,8.6,23.2,"=",36,1,0.1,47,0.7,22.6,0.1,23000,0.1,0.1,4.9,0.3,2.07,106,1150,5670,26.3,1,9870,20,0.5,22,0.2,0.5,0.5,0.5,NA,0.2,0.6,3
"470","CLA-0.0","2013-09-23",NA,NA,168,8.3,16.9,"=",45,-1,0.1,74.6,0.6,17.8,0.1,17400,0.1,0.1,4.9,0.3,1.3,132,1040,4260,11.3,1,7820,20,0.5,22,0.2,2.2,0.5,0.5,NA,0.1,0.6,3
"471","CLA-0.0","2013-10-22",93,9.69,136,8.2,13.3,"=",54,0,0.1,86.5,0.5,18.9,0.1,15500,0.1,0.1,5.7,0.3,1.45,169,1120,3600,15,1,6540,35,0.6,23,0.2,0.5,0.5,0.5,NA,0.1,0.6,3
"472","CLA-1.8","2013-05-22",114,10.95,83,8,17.3,"=",63,-1,0.1,200,0.5,15,0.1,7800,0.1,0.1,6.8,0.9,1.6,290,730,1800,17,1,3800,20,1,23,0.4,2.4,0.5,0.5,NA,0.1,0.6,6.5
"473","CLA-1.8","2013-07-10",103,8.74,204,8.5,23.8,"=",18,0,0.1,160,0.6,22.6,0.1,21600,0.1,0.1,5,0.9,1.6,225,1160,5210,22.1,1,8550,20,0.8,22,0.2,3.1,0.5,0.5,NA,0.2,0.7,3
"474","CLA-1.8","2013-08-19",111,9.47,188,8.6,23.2,"=",81,1,0.1,109,0.7,21.3,0.1,20600,0.1,0.1,4.9,0.7,1.68,162,1160,5250,14.9,1,8900,20,0.6,20,0.5,2.6,0.5,0.5,NA,0.1,0.6,3
"475","CLA-1.8","2013-09-23",NA,NA,180,8.5,17.2,"=",63,-1,0.1,128,0.7,19.4,0.1,18300,0.1,0.1,5,0.6,1.35,189,1070,4540,14.3,1,7970,20,0.5,22,0.2,2.4,0.5,0.5,NA,0.1,0.6,3
"476","CLA-1.8","2013-10-22",94,9.94,159,8.4,12.6,"=",80,0,0.1,314,0.6,20.3,0.1,13900,0.1,0.1,5.9,0.7,1.95,405,1130,3270,20.2,1,5850,55,1.1,31,0.8,4.8,0.5,0.5,NA,0.1,1.2,3
"477","CLA-11.2","2013-05-22",109,10.48,105,7.8,17.1,"=",130,-1,0.1,170,0.4,15,0.1,10000,0.1,0.1,7.1,0.8,2,270,820,2200,24,1,4900,20,0.8,23,0.5,3,0.5,0.5,NA,0.1,0.7,3.9
"478","CLA-11.2","2013-07-10",130,11.04,171,9,25.4,"=",27,0,0.1,112,0.6,20.4,0.1,17900,0.1,0.1,5.9,0.7,2.45,201,1050,4230,25.7,1,7190,20,0.7,33,0.2,3.6,0.5,0.5,NA,0.1,0.6,3
"479","CLA-11.2","2013-08-19",121,10.34,210,8.4,23.1,"=",72,1,0.1,46.5,0.7,21.6,0.1,23200,0.1,0.1,4.5,0.3,1.8,89.1,1220,5860,12,1,10300,20,0.6,15,0.2,2,0.5,0.5,NA,0.2,0.6,3
"480","CLA-11.2","2013-09-23",NA,NA,182,9.1,17.2,"<",10,-1,0.1,58.1,0.6,18.8,0.1,18800,0.1,0.1,5.3,0.3,2.14,93.5,1020,4420,17.3,1,7870,20,0.5,26,0.2,2.9,0.5,0.5,NA,0.1,0.5,3
"481","CLA-11.2","2013-10-22",91,9.9,154,8.5,11.7,"=",36,0,0.1,155,0.6,20.1,0.1,17800,0.1,0.1,5.9,0.3,1.57,249,1310,4020,20.2,1,7270,27,0.6,30,0.5,4.6,0.5,0.5,NA,0.1,0.7,3
"482","CLA-6.6","2013-05-22",109,10.71,92,8.5,16.3,"=",260,-1,0.1,220,0.4,15,0.1,8900,0.1,0.1,6.8,1,1.6,310,770,2000,21,1,4300,20,0.9,22,0.6,3.4,0.5,0.5,NA,0.1,0.7,3.9
"483","CLA-6.6","2013-07-10",117,9.94,180,8.6,25.6,"=",36,0,0.1,144,0.5,21.5,0.1,19100,0.1,0.1,5.2,0.8,1.7,215,1090,4560,19.7,1,7660,20,0.8,27,0.5,5.2,0.5,0.5,NA,0.1,0.7,3
"484","CLA-6.6","2013-08-19",112,9.61,112,8.3,22.9,"<",10,1,0.1,78.4,0.6,21.4,0.1,22100,0.1,0.1,4.7,0.9,1.49,121,1200,5680,12.7,1,9770,20,0.6,18,0.2,2.4,0.5,0.5,NA,0.2,0.6,3
"485","CLA-6.6","2013-09-23",NA,NA,171,8.4,17.1,"=",27,-1,0.1,107,0.6,18.5,0.1,17100,0.1,0.1,4.9,0.3,1.19,162,1020,4280,13,1,7750,20,0.5,24,0.2,2.1,0.5,0.5,NA,0.1,0.5,3
"486","CLA-6.6","2013-10-22",92,9.56,126,8.4,13.3,"=",27,0,0.1,170,0.5,19.1,0.1,14000,0.1,0.1,5.8,0.3,1.61,257,1110,3350,19.7,1,6180,23,0.6,28,0.4,1.8,0.5,0.5,NA,0.1,0.7,3
"487","CON-0.0","2013-04-15",102,12.71,581,7.9,5.8,"=",81,-2,0.1,410,0.4,52,0.1,68000,0.1,0.3,5.8,1.1,2.1,500,3100,24000,22,2.9,17000,140,2.7,62,0.3,5.6,0.5,0.5,NA,1.1,1.1,4.7
"488","CON-0.0","2013-05-01",102,10.57,806,7.7,13.7,"<",10,1,0.1,72,0.5,56,0.1,90000,0.1,0.3,3.6,0.6,0.78,220,3500,33000,54,5.2,26000,20,3.2,22,0.2,3.1,0.5,0.5,NA,1.6,0.5,3
"489","CON-0.0","2013-06-03",103,9.62,812,7.6,18.5,"<",100,-1,0.1,370,1.1,59,0.1,82000,0.1,0.4,4.8,1,1.3,550,4400,34000,41,4.5,36000,20,3.1,65,0.4,13,0.5,0.5,NA,1.4,1.2,3
"490","CON-0.0","2013-06-17",88,8.5,807,7.7,16.9,"=",300,-1,0.1,190,1,66,0.1,90000,0.1,0.3,5.4,0.7,1.1,410,4000,30000,41,4.3,26000,20,3.6,50,0.2,6.8,0.5,0.5,NA,1.5,0.9,3
"491","CON-0.0","2013-07-31",73,6.43,707,7.8,21.7,"=",150,-2,0.1,300,1.2,62.8,0.1,76200,0.1,0.4,5.5,1,1.02,517,4670,32200,55.3,4.1,36300,37,3,51,0.2,13.8,0.5,0.5,NA,1.3,1.3,3
"492","CON-0.0","2013-08-28",79,6.92,878,7.9,21.6,"<",10,-2,0.1,270,1.2,68.6,0.1,82700,0.1,0.4,4.2,0.8,1.35,512,5410,37600,59.3,4.2,46200,20,2.9,38,0.2,12.2,0.5,0.5,NA,1.4,1.3,3
"493","CON-0.0","2013-10-01",86,8.32,875,8,16.5,"=",18,1,0.1,166,1,75.8,0.1,92800,0.1,0.3,4,0.3,0.5,375,5830,37800,31.9,3.7,48200,20,2.8,42,0.2,7.7,0.5,0.5,NA,1.4,0.9,3
"494","CPI-0.0","2013-04-15",106,12.44,1324,7.8,8.4,"=",5000,-2,0.1,59,0.2,58,0.1,140000,0.1,0.1,1.4,0.7,1.2,120,2800,40000,8.1,1.5,93000,20,2.9,19,0.2,2.8,0.5,0.5,NA,1.2,0.4,3.9
"495","CPI-0.0","2013-05-01",105,11.08,1480,7.7,12.6,"=",230,1,0.3,180,0.4,41,0.1,62000,0.1,0.3,7.3,1.5,5.2,290,3600,13000,26,1,200000,1600,2.7,80,0.7,14,0.5,0.5,NA,0.3,1.2,12
"496","CPI-0.0","2013-06-03",90,9.28,1121,7.9,13.5,"=",21000,-1,0.1,510,0.3,59,0.1,110000,0.1,0.5,1.9,1.6,4.7,710,2600,30000,26,1.5,78000,81,3,84,0.9,20,0.5,0.5,NA,1.1,1.5,11
"497","CPI-0.0","2013-06-17",90,9.25,1347,7.7,13.7,"=",41000,-1,0.1,390,0.3,73,0.1,140000,0.1,0.4,1.5,1.2,2,520,3600,35000,29,2.1,73000,20,3.2,56,0.3,23,0.5,0.5,NA,1.6,1.2,5.8
"498","CPI-0.0","2013-07-31",90,8.35,1007,7.9,18.5,"=",4000,-2,0.1,25.2,0.2,63.3,0.1,127000,0.1,0.1,1.8,0.6,1.75,54.8,2970,33600,6.9,1,68300,54,2.7,47,0.2,1.2,0.5,0.5,NA,1.1,0.2,3
"499","CPI-0.0","2013-08-28",83,7.7,1224,8,18.8,"=",390,-2,0.1,28.1,0.2,53.5,0.1,93200,0.1,0.1,2.5,0.3,2.19,50.2,3180,21600,6.6,1,100000,37,1.7,107,0.2,1.1,0.5,0.5,NA,0.7,0.7,3
"500","CPI-0.0","2013-10-01",85,8.07,1630,7.9,17,"=",5300,1,0.5,169,0.2,40.7,0.1,54400,0.1,0.4,3.5,2.4,5.04,235,2330,10400,43.2,1,100000,110,1.6,96,0.2,7.2,0.5,0.5,NA,0.3,1.2,8.4
"501","DEN-0.0","2013-04-09",101,12.2,1006,8.2,6.4,"=",300,0,0.1,340,0.4,40,0.1,70000,0.1,0.7,8.3,2.1,4.4,640,4100,14000,43,1.9,110000,75,2.4,70,1,13,0.5,0.5,NA,1.1,1.3,27
"502","DEN-0.0","2013-05-07",123,12.21,782,8.1,15.5,"=",54,1,0.1,1100,0.5,48,0.1,58000,0.1,1.2,3.1,2.9,7.5,1500,2500,12000,52,1.3,78000,20,5.2,81,2.6,37,0.5,0.5,NA,0.5,2.6,49
"503","DEN-0.0","2013-05-29",103,10.31,1167,7.7,14.9,"=",2000,0,0.1,1200,0.8,64,0.1,97000,0.11,2.3,7.1,4.1,12,2800,4300,22000,150,2.8,100000,68,4.9,190,4.2,79,0.74,0.5,NA,1.1,3.9,68
"504","DEN-0.0","2013-07-02",112,10.76,1729,8.1,17.4,"=",1500,1,0.1,120,0.5,70,0.1,130000,0.1,0.3,6.2,0.8,2.3,420,5200,29000,21,2.5,170000,20,2.3,34,0.4,6.5,0.5,0.5,NA,1.4,1,12
"505","DEN-0.0","2013-08-07",98,8.64,1634,8.2,21.2,"=",1400,1,0.1,164,0.5,78.1,0.1,115000,0.1,0.3,3.9,1,2.43,476,5490,27600,22.5,4.5,50000,20,2.3,49,0.6,8.8,0.5,0.5,NA,0.9,0.9,8.3
"506","DEN-0.0","2013-09-10",81,7.77,660,8.2,17.8,"=",46000,0,0.1,302,0.5,41.8,0.1,56200,0.1,0.6,18.4,2.2,9.87,569,5010,11300,36.9,7.1,63800,89,2.5,99,1.2,13.3,0.5,0.5,NA,0.4,2.2,37.5
"507","DEN-0.0","2013-10-28",96,10.86,671,8.1,9.8,"=",3800,0,0.1,400,0.5,41,0.1,52100,0.1,0.4,5.3,2.3,11,635,3720,11500,20.7,2.9,61700,55,3.6,56,2.1,12.9,0.5,0.5,NA,0.5,1.8,44.8
"508","DEN-0.8P1","2013-04-09",91,10.9,776,8.2,6.9,"=",18000,0,0.1,420,0.5,40,0.1,64000,0.1,0.8,14,1.4,4.1,770,5200,11000,53,1.7,73000,130,2.6,90,0.8,16,0.5,0.5,NA,1.3,1.5,31
"509","DEN-0.8P1","2013-05-07",121,13.74,305,8.4,14.8,"=",18,1,0.1,1700,0.6,36,0.1,37000,0.1,1.5,3.1,3.4,10,2000,1800,4400,49,1,24000,20,5.7,98,2.9,47,0.5,0.5,NA,0.3,3.5,88
"510","DEN-0.8P1","2013-05-29",107,10.59,618,7.9,15.8,"=",230,0,0.1,600,0.5,40,0.1,69000,0.1,0.8,5.7,1.7,3.6,1100,4000,13000,62,1.9,44000,71,2.5,66,1.1,31,0.5,0.5,NA,1,1.9,30
"511","DEN-0.8P1","2013-07-02",113,10.37,796,8,20,"=",1500,1,0.1,490,0.8,60,0.1,97000,0.1,0.5,8.2,1.1,1.6,740,5200,19000,63,2.2,41000,27,2.3,48,0.6,15.9,0.5,0.5,NA,1.3,2.1,8.9
"512","DEN-0.8P1","2013-08-07",NA,NA,1252,8.4,25.1,"=",640,1,0.1,276,0.8,91.5,0.1,118000,0.1,0.6,6.7,1.1,1.6,447,14900,26700,76.3,23,92900,20,2.2,35,0.2,9.8,0.5,0.5,NA,1.2,1.8,3
"513","DEN-0.8P1","2013-09-10",107,10.42,1499,7.8,17.9,"=",910,0,0.1,1310,0.9,155,0.1,149000,0.1,1.4,5.9,2.6,3.24,1800,40300,30200,165,68.6,149000,79,4.9,99,1.6,48,0.5,0.5,NA,1.7,3.6,17.3
"514","DEN-0.8P1","2013-10-28",103,12.15,930,8.1,8,"=",27,0,0.1,1340,0.8,77.7,0.1,98000,0.1,1.1,5.1,2,3.13,1740,23700,19200,73.1,24,63200,120,4.2,70,1.4,50,0.5,0.5,NA,1.6,4,17.5
"515","DEN-2.6","2013-04-09",106,12.9,1571,6.7,6.7,"=",1800,0,0.1,480,0.5,63,0.1,87000,0.54,0.8,4.1,3.7,7.9,810,3600,19000,42,2.7,200000,85,3.5,67,2,24,0.62,0.5,NA,1.1,1.6,34
"516","DEN-2.6","2013-05-07",120,11.88,1165,8,15.6,"=",550,1,0.1,6500,5.3,250,0.36,100000,0.14,7.5,4.2,21,35,11000,6000,24000,220,5.7,140000,54,20,510,32,460,1.5,0.5,NA,1,17,140
"517","DEN-2.6","2013-05-29",94,9.4,660,8,15.2,"=",10000,0,0.1,1500,1,58,0.1,63000,0.19,2.5,13.1,7.7,26,3100,2800,14000,130,2.5,63000,140,6.9,310,9.6,150,1.7,0.5,NA,0.5,6.1,130
"518","DEN-2.6","2013-07-02",124,11.94,1940,7.8,17.1,"=",25000,1,0.1,1100,0.7,82,0.1,150000,0.1,1.3,5.6,3.3,5.8,1700,6200,36000,90,3,200000,37,4.5,150,2.1,75.5,0.5,0.5,NA,1.6,3.5,36
"519","DEN-2.6","2013-08-07",NA,NA,1693,8.4,22.6,"=",26000,1,0.1,158,0.2,61,0.1,109000,0.1,0.3,4.3,1.2,3.91,469,4680,29000,18.7,3.3,50000,20,2.1,60,0.6,18.6,0.5,0.5,NA,1,1.4,10.7
"520","DEN-2.6","2013-09-10",99,9.18,434,8.3,18.6,"=",5200,0,0.1,101,0.2,20.7,0.1,39800,0.1,0.1,5.9,1.1,5.05,250,1780,7470,16.5,1,35100,20,1,47,0.2,3.6,0.5,0.5,NA,0.2,2.4,19.1
"521","DEN-2.6","2013-10-28",96,10.67,459,8.1,10.6,"=",11000,0,0.1,552,0.4,28.7,0.1,38100,0.1,0.6,7,2.6,9.05,630,2220,7730,24.3,2.1,36000,81,1.8,80,1.9,15.2,0.5,0.5,NA,0.3,2.1,41
"522","DEN-3.2","2013-04-09",103,12.5,1232,7.9,6.9,"=",3300,0,0.1,420,0.4,51,0.1,80000,0.2,1.1,3.7,3.6,8.7,740,2900,19000,31,2.2,130000,120,2.8,71,1.9,24,2.1,0.5,NA,1,1.5,38
"523","DEN-3.2","2013-05-07",121,12.15,1343,7.7,15,"=",1300,1,0.1,730,0.5,52,0.1,94000,0.1,1.4,3.8,2.1,5.7,1300,3400,24000,50,1.4,150000,85,2.8,75,2.4,31,0.5,0.5,NA,0.7,2.1,17
"524","DEN-3.2","2013-05-29",92,9.54,1689,7.7,13,"=",11000,0,0.1,110,0.3,53,0.1,120000,0.1,1.2,10.9,1.5,5.1,450,4400,30000,38,3.1,200000,120,2.3,99,2.7,11,0.5,0.5,NA,1.3,1,26
"525","DEN-3.2","2013-07-02",116,11.39,1901,7.6,16.2,"=",13000,1,0.1,53,0.3,66,0.1,130000,0.1,0.3,5.5,0.7,4.6,360,5000,30000,26,2.6,210000,20,1.9,61,0.4,4.4,0.5,0.5,NA,1.1,0.8,20
"526","DEN-3.2","2013-08-07",104,9.33,1731,7.8,20.6,"=",34000,1,0.1,22.1,0.2,57.9,0.1,111000,0.1,0.1,6,0.6,3.35,318,4320,27300,20.7,2.4,50000,20,1.8,67,0.2,3.4,0.5,0.5,NA,0.8,0.7,11.6
"527","DEN-3.2","2013-09-10",82,7.73,1015,7.7,18.1,"=",22000,0,0.1,332,0.5,45.3,0.1,77900,0.1,0.8,12.4,2.3,18.8,874,3260,15000,46.3,1,100000,160,2.6,219,3.1,31.8,0.5,0.5,NA,0.5,3.1,70.1
"528","DEN-3.2","2013-10-28",95,10.38,407,8,11.1,"=",10000,0,0.1,648,0.4,26.8,0.1,33900,0.1,0.6,8.3,2.7,9.68,712,2070,6740,21.4,1,28900,150,1.7,92,2.1,19.6,0.5,0.5,NA,0.3,2.5,45.7
"529","IDS-1","2013-05-15",100,10.01,634,8.1,15.2,"<",10,1,0.1,5.7,0.6,67,0.1,65000,0.1,0.1,4.9,0.4,0.5,60,3000,22000,28,1,36000,20,0.5,19,0.2,0.7,0.5,0.5,NA,0.8,0.4,3
"530","IDS-1","2013-06-10",113,10.39,562,8.3,19.5,"=",18,-2,0.1,5,0.7,23,0.1,49000,0.1,0.1,6.1,0.4,0.5,33,2200,18000,13,1.4,31000,20,0.5,15,0.2,0.6,0.5,0.5,NA,0.6,0.2,3
"531","IDS-1","2013-07-23",84,6.93,547,8.1,24.7,"=",300,0,0.1,5,0.7,29.2,0.1,46300,0.1,0.1,6.3,0.3,0.5,10,1910,18300,10.5,1,31400,20,0.5,14,0.2,0.5,0.5,0.5,NA,0.3,0.2,3
