"","date","precip.mm","tempMax","tempMin"
"2966","2008-02-24",0,1.1,-10.9
"2967","2008-02-25",0,1.3,-6.1
"2968","2008-02-26",9,0.1,-4.9
"2969","2008-02-27",3,-4.7,-12.5
"2970","2008-02-28",0,-12.4,-19.8
"2971","2008-02-29",1,-6.1,-23.4
"2972","2008-03-01",9.2,-0.6,-7.9
"2973","2008-03-02",0,-2.3,-12.9
"2974","2008-03-03",0.4,6.8,-9.6
"2975","2008-03-04",3,7,-8.6
"2976","2008-03-05",32.6,-4.5,-8.9
"2977","2008-03-06",0.2,1.2,-11.5
"2978","2008-03-07",4.8,5.3,-5
"2979","2008-03-08",40.4,0.4,-6.4
"2980","2008-03-09",2.8,-5.8,-12.5
"2981","2008-03-10",0,-4.9,-15.2
"2982","2008-03-11",0,0.7,-13.4
"2983","2008-03-12",2.6,1.3,-10.1
"2984","2008-03-13",1.6,-6.3,-14.1
"2985","2008-03-14",0,-1.2,-8.2
"2986","2008-03-15",2.8,-0.5,-6.1
"2987","2008-03-16",0,1.5,-8.4
"2988","2008-03-17",0,-1.6,-11.4
"2989","2008-03-18",0.8,2.5,-11.8
"2990","2008-03-19",13.6,2.3,0.2
"2991","2008-03-20",1,3.7,-6.1
"2992","2008-03-21",0,-2.9,-10.2
"2993","2008-03-22",0,-1.9,-10.7
"2994","2008-03-23",0,-5.3,-11.5
"2995","2008-03-24",0,-3.6,-12.2
"2996","2008-03-25",0.2,3.2,-10.5
"2997","2008-03-26",0.4,4.9,-1.4
"2998","2008-03-27",0.2,4,-1.6
"2999","2008-03-28",0,1.9,-7.5
"3000","2008-03-29",0,-1.2,-10.5
"3001","2008-03-30",0,1.9,-9.6
"3002","2008-03-31",5,3.1,-0.4
"3003","2008-04-01",7.4,13.1,-1.2
"3004","2008-04-02",0,1.5,-4.7
"3005","2008-04-03",0,7.2,-3.5
"3006","2008-04-04",13.2,4,-1.9
"3007","2008-04-05",0,8.4,0.4
"3008","2008-04-06",0,9.1,-0.4
"3009","2008-04-07",0,12.8,1.5
"3010","2008-04-08",0,12.8,3.7
"3011","2008-04-09",0,15.7,2.3
"3012","2008-04-10",0,8.5,-0.3
"3013","2008-04-11",3.8,3.3,-2.5
"3014","2008-04-12",15.2,3.4,0.1
"3015","2008-04-13",0,5.6,-0.6
"3016","2008-04-14",0,9.5,-0.7
"3017","2008-04-15",0,10.9,-0.8
"3018","2008-04-16",0,18.2,2.8
"3019","2008-04-17",0,23.7,1.5
"3020","2008-04-18",0,21.3,4.3
"3021","2008-04-19",0,18.8,6.2
"3022","2008-04-20",0,21.6,4.6
"3023","2008-04-21",0,21.3,5.5
"3024","2008-04-22",0,25.1,7.9
"3025","2008-04-23",3.2,24,8.9
"3026","2008-04-24",0,20.2,6.3
"3027","2008-04-25",0,20.2,5.6
"3028","2008-04-26",1,21.3,8.3
"3029","2008-04-27",0,20.5,11.1
"3030","2008-04-28",26.4,13.9,8.5
"3031","2008-04-29",4.6,8.6,0.1
"3032","2008-04-30",0,9.7,-0.4
"3033","2008-05-01",0,11.2,1.1
"3034","2008-05-02",0,15.7,1.9
"3035","2008-05-03",5.6,13.1,7.4
"3036","2008-05-04",3.4,14.9,6.1
"3037","2008-05-05",0,17.9,4.4
"3038","2008-05-06",0,18.6,7.4
"3039","2008-05-07",8,17.5,3.8
"3040","2008-05-08",0.6,17.2,5.4
"3041","2008-05-09",0,15.5,4.7
"3042","2008-05-10",0,18.8,7.3
"3043","2008-05-11",0,19.6,8.1
"3044","2008-05-12",0,18.2,8.8
"3045","2008-05-13",0,21.4,8.7
"3046","2008-05-14",0,25.7,9
"3047","2008-05-15",5.4,19.7,9.2
"3048","2008-05-16",0,16.3,5.5
"3049","2008-05-17",1.4,21.5,5
"3050","2008-05-18",3.8,17.9,6.8
"3051","2008-05-19",9,11.9,6.5
"3052","2008-05-20",0.8,16.6,5.9
"3053","2008-05-21",0.2,12.9,7.2
"3054","2008-05-22",0.4,14.7,6.4
"3055","2008-05-23",1,18.6,8.1
"3056","2008-05-24",0,22.4,8.8
"3057","2008-05-25",0,22.7,6.9
"3058","2008-05-26",1,19.2,13.9
"3059","2008-05-27",0,18.2,4.6
"3060","2008-05-28",0,16.7,2.9
"3061","2008-05-29",0,22.6,9.7
"3062","2008-05-30",0.8,21,9.5
"3063","2008-05-31",32.6,17.6,12.7
"3064","2008-06-01",2.8,17.2,13.6
"3065","2008-06-02",13.2,21.9,12.8
"3066","2008-06-03",0.6,16.9,10.3
"3067","2008-06-04",0.4,19.4,13.5
"3068","2008-06-05",1.6,23.2,12.6
"3069","2008-06-06",1.2,21.3,16
"3070","2008-06-07",0,30.7,17.5
"3071","2008-06-08",1,31,19.6
"3072","2008-06-09",0.4,27.8,21.5
"3073","2008-06-10",2,31.1,18.5
"3074","2008-06-11",0,25.9,12.4
"3075","2008-06-12",0,22.7,9.8
"3076","2008-06-13",0,26.8,15.2
"3077","2008-06-14",0,28.9,18.6
"3078","2008-06-15",0,28.2,16.3
"3079","2008-06-16",0.2,26.6,15
"3080","2008-06-17",0,21.8,13.6
"3081","2008-06-18",1,18.4,12.8
"3082","2008-06-19",2.2,18.8,12.8
"3083","2008-06-20",4.8,20.9,13
"3084","2008-06-21",0,24.8,13.7
"3085","2008-06-22",2,24.4,16.2
"3086","2008-06-23",1,20.9,15.2
"3087","2008-06-24",0,24.5,13.3
"3088","2008-06-25",0,26.7,14.4
"3089","2008-06-26",0.2,26.3,17.6
"3090","2008-06-27",0,26.8,18.3
"3091","2008-06-28",7.2,22.8,18.3
"3092","2008-06-29",18.2,28.3,18.7
"3093","2008-06-30",0.6,25.8,17.8
"3094","2008-07-01",0,25.5,16
"3095","2008-07-02",0,27.4,16
"3096","2008-07-03",8.4,24,14
"3097","2008-07-04",0,25.2,13.1
"3098","2008-07-05",0,27.1,16.4
"3099","2008-07-06",0,28,17.6
"3100","2008-07-07",0,31.3,15.6
"3101","2008-07-08",1,33,19
"3102","2008-07-09",12.4,25.9,18.9
"3103","2008-07-10",0,22.7,15
"3104","2008-07-11",0,23.3,15.7
"3105","2008-07-12",0.2,27.6,15.6
"3106","2008-07-13",15.8,25.3,19.4
"3107","2008-07-14",1.4,25.1,17.8
"3108","2008-07-15",0,24.5,16.8
"3109","2008-07-16",0,28.1,14.4
"3110","2008-07-17",0,28.3,15.8
"3111","2008-07-18",35.4,21.6,17.3
"3112","2008-07-19",0,27.4,18.4
"3113","2008-07-20",1.4,23.5,16.6
"3114","2008-07-21",7,25.2,15.5
"3115","2008-07-22",15.8,24.7,17.6
"3116","2008-07-23",1,25.3,19
"3117","2008-07-24",4.2,23.3,17.7
"3118","2008-07-25",0,26.4,18.3
"3119","2008-07-26",5.4,27.8,17.1
"3120","2008-07-27",0,25.9,18.3
"3121","2008-07-28",2.6,25.6,17.8
"3122","2008-07-29",0,25.1,16.8
"3123","2008-07-30",5.6,24.6,15.4
"3124","2008-07-31",1.2,27,19.2
"3125","2008-08-01",0,26.8,17.6
"3126","2008-08-02",4.8,26.3,18.1
"3127","2008-08-03",22,22.8,17.4
"3128","2008-08-04",0,24.9,15.7
"3129","2008-08-05",0,24.6,16.9
"3130","2008-08-06",14.2,21.9,15.9
"3131","2008-08-07",0.6,21.7,15.7
"3132","2008-08-08",16.2,20.5,16.3
"3133","2008-08-09",0,23.8,14.1
"3134","2008-08-10",0.2,25.6,15.3
"3135","2008-08-11",2.2,23.7,16.8
"3136","2008-08-12",0,23.2,14.8
"3137","2008-08-13",0,22.7,12.5
"3138","2008-08-14",0,24.7,12.4
"3139","2008-08-15",0,25.2,13.7
"3140","2008-08-16",0,25,13.6
"3141","2008-08-17",0,25.6,17.5
"3142","2008-08-18",15,29.2,15.8
"3143","2008-08-19",0,19,9.9
"3144","2008-08-20",0,22.1,10.3
"3145","2008-08-21",0,25.2,14.2
"3146","2008-08-22",0,28.6,14.9
"3147","2008-08-23",0,28.8,18.4
"3148","2008-08-24",1,28.1,17.5
"3149","2008-08-25",0,21.5,10.1
"3150","2008-08-26",0,21.7,9.3
"3151","2008-08-27",0,25.6,9.6
"3152","2008-08-28",0,26.9,13.2
"3153","2008-08-29",0,25.1,16.9
"3154","2008-08-30",1.4,26.6,16.5
"3155","2008-08-31",0,26.1,14.3
"3156","2008-09-01",0,27.8,12.2
"3157","2008-09-02",0,30.7,16.6
"3158","2008-09-03",0,28.9,18.4
"3159","2008-09-04",0,25.7,18.5
"3160","2008-09-05",0,33.3,16.6
"3161","2008-09-06",3,24.2,16.9
"3162","2008-09-07",0.6,18.1,13.8
"3163","2008-09-08",3.4,23.8,13.6
"3164","2008-09-09",13.8,18.6,11.2
"3165","2008-09-10",0,18.7,7.6
"3166","2008-09-11",0,20.7,6.1
"3167","2008-09-12",3.8,18,13.5
"3168","2008-09-13",0,22.6,14.7
"3169","2008-09-14",3.2,26.8,17.5
"3170","2008-09-15",4.2,25.2,7.2
"3171","2008-09-16",0,17.5,6.2
"3172","2008-09-17",6,22.7,9.3
"3173","2008-09-18",0,14.6,5
"3174","2008-09-19",0,18,4
"3175","2008-09-20",0,23,8.1
"3176","2008-09-21",0,15.9,8.2
"3177","2008-09-22",0,15.2,4.7
"3178","2008-09-23",0,17,4.2
"3179","2008-09-24",0,23.5,11.6
"3180","2008-09-25",0,25.1,11
"3181","2008-09-26",7.6,20.4,12.8
"3182","2008-09-27",0.8,21.1,15.3
"3183","2008-09-28",0.4,21.2,14.1
"3184","2008-09-29",0,17.3,13.1
"3185","2008-09-30",2.6,20.1,12.4
"3186","2008-10-01",2.4,15.3,10.6
"3187","2008-10-02",0.2,11.4,6.1
"3188","2008-10-03",0,11.8,4.7
"3189","2008-10-04",0,11.8,3.9
"3190","2008-10-05",0,12.9,2.5
"3191","2008-10-06",0,13.3,1.9
"3192","2008-10-07",0,15.6,1.2
"3193","2008-10-08",5.8,17,1.8
"3194","2008-10-09",6.4,19.6,10.7
"3195","2008-10-10",0,17.4,8
"3196","2008-10-11",0,18.9,4.1
"3197","2008-10-12",0,17.4,5.8
"3198","2008-10-13",0.4,14.5,10.8
"3199","2008-10-14",0,22.6,6.2
"3200","2008-10-15",0,14,3.7
"3201","2008-10-16",4,16.4,4
"3202","2008-10-17",0,10.3,1
"3203","2008-10-18",0,10.7,-1
"3204","2008-10-19",0,11.3,-1.5
"3205","2008-10-20",1.8,10.7,4
"3206","2008-10-21",16.6,7.9,2.9
"3207","2008-10-22",0,4.8,-0.4
"3208","2008-10-23",0,7.6,-1.8
"3209","2008-10-24",0,13.8,-1.4
"3210","2008-10-25",40.6,12.7,6.1
"3211","2008-10-26",0.4,14.9,6.4
"3212","2008-10-27",0.4,13.2,6.7
"3213","2008-10-28",25.6,8,0.5
"3214","2008-10-29",0.4,1.9,0
"3215","2008-10-30",0,3,-0.2
"3216","2008-10-31",0,13.5,-1.2
"3217","2008-11-01",0,6,-3.9
"3218","2008-11-02",0,4.4,-5.1
"3219","2008-11-03",0,7.9,-0.4
"3220","2008-11-04",0,16.7,5.4
"3221","2008-11-05",0,17.6,5.1
"3222","2008-11-06",0,17.1,2.5
"3223","2008-11-07",0,15,7.6
"3224","2008-11-08",6.8,10.4,6.9
"3225","2008-11-09",1,10,5.9
"3226","2008-11-10",0.4,6.4,1.4
"3227","2008-11-11",0,3.9,-2.9
"3228","2008-11-12",0,4.7,-3.6
"3229","2008-11-13",10.2,7.8,-0.4
"3230","2008-11-14",0,14.6,7.7
"3231","2008-11-15",27.6,11.4,7.7
"3232","2008-11-16",0.8,11.2,0.6
"3233","2008-11-17",0,1.7,-3.5
"3234","2008-11-18",0,-1.5,-6.3
"3235","2008-11-19",0,-2.5,-8.1
"3236","2008-11-20",0,-1.6,-5.9
"3237","2008-11-21",0,-3.2,-8.5
"3238","2008-11-22",0,-4.1,-9
"3239","2008-11-23",0,-3.5,-9.8
"3240","2008-11-24",2.6,2.3,-6.5
"3241","2008-11-25",12.6,3.7,0.3
"3242","2008-11-26",1.4,5.4,0.1
"3243","2008-11-27",2.6,1.5,-0.2
"3244","2008-11-28",2.6,2.9,0.3
"3245","2008-11-29",0,1.3,-3
"3246","2008-11-30",3.8,4.7,-3
"3247","2008-12-01",21,7.7,0.5
"3248","2008-12-02",0.2,4.4,-1.1
"3249","2008-12-03",0,3,0.6
"3250","2008-12-04",2.2,5.4,-6.1
"3251","2008-12-05",0,-2.4,-9.6
"3252","2008-12-06",0,-0.2,-5.9
"3253","2008-12-07",1.8,-0.4,-18.2
"3254","2008-12-08",0,-12.5,-20.3
"3255","2008-12-09",26.6,-4,-12.7
"3256","2008-12-10",11.6,-2.3,-11.1
"3257","2008-12-11",0.2,-8.9,-15
"3258","2008-12-12",10.6,-4.4,-15
"3259","2008-12-13",0,-8.6,-20
"3260","2008-12-14",2.4,1.1,-12.1
"3261","2008-12-15",5.6,9.8,-2.1
"3262","2008-12-16",0,-2.1,-8.3
"3263","2008-12-17",10.2,-4.2,-7.5
"3264","2008-12-18",0,-3.2,-8.1
"3265","2008-12-19",2.4,-7.8,-17.9
"3266","2008-12-20",1.6,-14.5,-18.4
"3267","2008-12-21",14.4,-11.4,-18.5
"3268","2008-12-22",0.2,-11.5,-19
"3269","2008-12-23",1.2,-5.6,-21.4
"3270","2008-12-24",25.8,7.2,-6.1
"3271","2008-12-25",0,5.5,-13.7
"3272","2008-12-26",0,-8.6,-14.9
"3273","2008-12-27",7.8,3.2,-8.7
"3274","2008-12-28",0,12,0.8
"3275","2008-12-29",2.2,2.3,-3.1
"3276","2008-12-30",3.4,0.8,-15
"3277","2008-12-31",0,-13.5,-18.6
"3278","2009-01-01",0,-14.8,-20.1
"3279","2009-01-02",1.8,-11.4,-16.5
"3280","2009-01-03",0,-8.2,-13.1
"3281","2009-01-04",0.2,-8.5,-13.9
"3282","2009-01-05",0,-2.1,-9.4
"3283","2009-01-06",0,-3.9,-10.5
"3284","2009-01-07",23.8,-7.6,-10.2
"3285","2009-01-08",1.8,-7.7,-13.4
"3286","2009-01-09",0.6,-11.1,-16.9
"3287","2009-01-10",0,-12.4,-21.1
"3288","2009-01-11",0,-8.7,-16.1
"3289","2009-01-12",0,-4,-13.4
"3290","2009-01-13",2.4,1.5,-16.1
"3291","2009-01-14",0,-15.9,-23.2
"3292","2009-01-15",0,-19.2,-27.3
"3293","2009-01-16",0,-19.9,-28.3
"3294","2009-01-17",1.4,-16.7,-24.7
"3295","2009-01-18",3.4,-8.8,-17.9
"3296","2009-01-19",3.2,-9.1,-12.7
"3297","2009-01-20",0.4,-8.6,-17.6
"3298","2009-01-21",0.8,-5.7,-19.8
"3299","2009-01-22",0.8,-0.8,-8.9
"3300","2009-01-23",1.2,-8.9,-14.2
"3301","2009-01-24",0,-8.2,-22.2
"3302","2009-01-25",0.4,-12,-18.9
"3303","2009-01-26",0,-13.2,-25.8
"3304","2009-01-27",0,-9,-16.5
"3305","2009-01-28",22.8,-7.1,-14
"3306","2009-01-29",0,-5.1,-11.4
"3307","2009-01-30",2.4,-2.1,-6
"3308","2009-01-31",0.2,-5.8,-19.5
"3309","2009-02-01",1.4,-2.5,-15.8
"3310","2009-02-02",0,-1.1,-13.4
"3311","2009-02-03",0,-8.7,-17.5
"3312","2009-02-04",0,-11.4,-19.6
"3313","2009-02-05",0,-13.4,-22.5
"3314","2009-02-06",0,-6.2,-17
"3315","2009-02-07",0,6.4,-14
"3316","2009-02-08",0,5.8,-11.7
"3317","2009-02-09",0,-6,-14.3
"3318","2009-02-10",0,-3.9,-10.1
"3319","2009-02-11",4,7.4,-4.3
"3320","2009-02-12",29,4.4,-4.9
"3321","2009-02-13",0,-4.2,-12.5
"3322","2009-02-14",0,-3.7,-11.9
"3323","2009-02-15",0,-4.2,-11.7
"3324","2009-02-16",0,-3.5,-10.6
"3325","2009-02-17",0,-1.1,-9.3
"3326","2009-02-18",7.4,2.2,-6.7
"3327","2009-02-19",6.4,2.2,-7.9
"3328","2009-02-20",0.8,-6.9,-12.6
"3329","2009-02-21",0,-3.5,-9
"3330","2009-02-22",12.2,-2.7,-7.6
"3331","2009-02-23",4,-4,-9.7
"3332","2009-02-24",0,-6.9,-12.7
"3333","2009-02-25",0,-2.5,-11.7
"3334","2009-02-26",0.4,3,-5.6
"3335","2009-02-27",19.4,6.9,-7.2
"3336","2009-02-28",0,-6.9,-15.7
"3337","2009-03-01",0,-5.7,-16.6
"3338","2009-03-02",0,-7.4,-12.9
"3339","2009-03-03",0,-8.3,-16.6
"3340","2009-03-04",0,-3.4,-14.6
"3341","2009-03-05",0.6,-1.8,-15.1
"3342","2009-03-06",1.8,8.6,-3.8
"3343","2009-03-07",2.2,6,1.6
"3344","2009-03-08",0.2,5.6,-3.6
"3345","2009-03-09",1.2,0,-5.6
"3346","2009-03-10",1.2,3,-6.2
"3347","2009-03-11",10,10.3,-6.4
"3348","2009-03-12",0,-6.3,-10.9
"3349","2009-03-13",0,-2.6,-12.7
"3350","2009-03-14",0,5.2,-5.6
"3351","2009-03-15",0,8.6,-1.4
"3352","2009-03-16",0,2.4,-4.1
"3353","2009-03-17",0,9.7,-4.2
"3354","2009-03-18",0.6,11.4,0.9
"3355","2009-03-19",0,5.4,-4.9
"3356","2009-03-20",0,-0.4,-7.4
"3357","2009-03-21",0,6.1,-7.2
"3358","2009-03-22",0.2,1.5,-7.7
"3359","2009-03-23",0,-0.2,-11.2
"3360","2009-03-24",0,4.4,-8.5
"3361","2009-03-25",0,10,-4.5
"3362","2009-03-26",8,10.1,-0.9
"3363","2009-03-27",0.2,9.7,1.5
"3364","2009-03-28",0,15.8,1.8
"3365","2009-03-29",14.6,8.5,3.5
"3366","2009-03-30",6.8,5.2,1.7
"3367","2009-03-31",0,4.5,0.3
"3368","2009-04-01",3.2,8.6,1
"3369","2009-04-02",0,16,3.2
"3370","2009-04-03",14.8,16.2,5.4
"3371","2009-04-04",11.8,9.5,2.7
"3372","2009-04-05",2.4,7.6,0.8
"3373","2009-04-06",10,6.8,-0.1
"3374","2009-04-07",4.2,4.6,-1.3
"3375","2009-04-08",0.2,4.1,-1.5
"3376","2009-04-09",0,7.9,1.3
"3377","2009-04-10",0,7.9,-6
"3378","2009-04-11",0,9.2,-2.3
"3379","2009-04-12",0,3.9,-2.6
"3380","2009-04-13",0,9.8,-3.3
"3381","2009-04-14",0,12.2,-3.3
"3382","2009-04-15",0,13.1,1.4
"3383","2009-04-16",0,14.2,1.7
"3384","2009-04-17",0,19.4,3.6
"3385","2009-04-18",1.2,12.9,4.7
"3386","2009-04-19",0,11.9,-0.2
"3387","2009-04-20",7.2,15.5,0.7
"3388","2009-04-21",7.8,9.8,4
"3389","2009-04-22",1.8,13.9,5.2
"3390","2009-04-23",0,13.4,1.5
"3391","2009-04-24",0,19.9,1.5
"3392","2009-04-25",0,28.3,11.5
"3393","2009-04-26",0.2,18.8,7.8
"3394","2009-04-27",0,29.4,9.3
"3395","2009-04-28",5.6,21.8,2.6
"3396","2009-04-29",0,14.9,0.8
"3397","2009-04-30",5.6,21.8,4.2
"3398","2009-05-01",12.2,20.1,9
"3399","2009-05-02",0,14.6,3.6
"3400","2009-05-03",0,18.4,4.7
"3401","2009-05-04",0,19.2,7.7
"3402","2009-05-05",0,20.6,6.6
"3403","2009-05-06",0.4,15.9,10
"3404","2009-05-07",11.8,13.8,10.2
"3405","2009-05-08",1,20.2,10.1
"3406","2009-05-09",5.4,17.7,9.8
"3407","2009-05-10",4.6,10.1,6
"3408","2009-05-11",0,15.3,1.8
"3409","2009-05-12",0,17.5,2.5
"3410","2009-05-13",0,20.5,7.4
"3411","2009-05-14",6.8,19.1,10.9
"3412","2009-05-15",0,18.7,9.1
"3413","2009-05-16",16.8,19.1,8.8
"3414","2009-05-17",0,12.8,3.7
"3415","2009-05-18",0,13.7,2.1
"3416","2009-05-19",0.2,18.9,5.9
"3417","2009-05-20",1.4,17.2,5.2
"3418","2009-05-21",0,29,8.9
"3419","2009-05-22",0,19.4,10.6
"3420","2009-05-23",0,21.5,10
"3421","2009-05-24",0,23.7,9.4
"3422","2009-05-25",0,15.5,6.3
"3423","2009-05-26",0,16.6,5.4
"3424","2009-05-27",6.8,14.2,11.1
"3425","2009-05-28",11.6,15.5,10.3
"3426","2009-05-29",9.6,19.7,12
"3427","2009-05-30",1.6,17.3,10.2
"3428","2009-05-31",3,14.6,5
"3429","2009-06-01",5.4,15,4.8
"3430","2009-06-02",0,18,8.5
"3431","2009-06-03",0,20,7
"3432","2009-06-04",0,19.4,7.8
"3433","2009-06-05",0,23.5,7.8
"3434","2009-06-06",0,23.9,11.5
"3435","2009-06-07",0,18.1,7.8
"3436","2009-06-08",0,18.3,5.7
"3437","2009-06-09",19,15.7,11.2
"3438","2009-06-10",0,18.4,11.8
"3439","2009-06-11",1.4,23.1,11.6
"3440","2009-06-12",5.8,23.5,14.5
"3441","2009-06-13",0,24.5,11.8
"3442","2009-06-14",0,25.8,14.3
"3443","2009-06-15",3.4,22.9,14.4
"3444","2009-06-16",0,23.9,13.5
"3445","2009-06-17",0,25.8,13.6
"3446","2009-06-18",12.8,18.5,14.4
"3447","2009-06-19",0.8,20.2,14.2
"3448","2009-06-20",0,21.1,16.6
"3449","2009-06-21",0,25.6,18.6
"3450","2009-06-22",0,23.5,16.6
"3451","2009-06-23",0,28.8,14.9
"3452","2009-06-24",0,29.1,17.2
"3453","2009-06-25",0.8,31.4,19.3
"3454","2009-06-26",0.6,27.3,18.2
"3455","2009-06-27",5.2,22.8,17.1
"3456","2009-06-28",0,26.7,15.2
"3457","2009-06-29",14.6,21.1,16.8
"3458","2009-06-30",4.8,27.5,15.1
"3459","2009-07-01",3.8,26.4,17.1
"3460","2009-07-02",1.6,24.2,17.9
"3461","2009-07-03",22,24.1,18.1
"3462","2009-07-04",1.2,21.1,15
"3463","2009-07-05",0,24.3,14.8
"3464","2009-07-06",2,22.2,15.3
"3465","2009-07-07",5.6,20.5,15.5
"3466","2009-07-08",0.4,20.6,14.6
"3467","2009-07-09",0,24.5,12.9
"3468","2009-07-10",0,26.4,12.9
"3469","2009-07-11",40.6,24.7,16.4
"3470","2009-07-12",0,21.4,12.7
"3471","2009-07-13",10.4,19.1,11.5
"3472","2009-07-14",0.8,18.5,12.5
"3473","2009-07-15",0,22.6,10.8
"3474","2009-07-16",1.6,24.9,16.8
"3475","2009-07-17",0,26.2,16.2
"3476","2009-07-18",3.8,25.2,17.2
"3477","2009-07-19",0.2,23.4,16.2
"3478","2009-07-20",0,24.7,14.3
"3479","2009-07-21",1.8,26.9,14.7
"3480","2009-07-22",1.2,22.7,17.4
"3481","2009-07-23",0,25.8,16.6
"3482","2009-07-24",0,25.3,18
"3483","2009-07-25",0,25.2,16.9
"3484","2009-07-26",18.4,23.2,16.1
"3485","2009-07-27",0,26.3,17.5
"3486","2009-07-28",0.6,29.4,18.1
"3487","2009-07-29",0.4,30.3,19.8
"3488","2009-07-30",0,25.5,19.4
"3489","2009-07-31",0.2,23.2,18.2
"3490","2009-08-01",0,27.6,18.4
"3491","2009-08-02",19.6,22.3,18.2
"3492","2009-08-03",0,24.8,13.9
"3493","2009-08-04",4,28.3,18
"3494","2009-08-05",0,23.9,17.3
"3495","2009-08-06",3,22.6,15.4
"3496","2009-08-07",0,21.8,11.3
"3497","2009-08-08",0,22.8,9.2
"3498","2009-08-09",0,24.2,15.1
"3499","2009-08-10",0.4,29.4,20.4
"3500","2009-08-11",6.4,25.9,18.6
"3501","2009-08-12",0,28.3,17.5
"3502","2009-08-13",0,28.8,16.4
"3503","2009-08-14",0,30,19.8
"3504","2009-08-15",0,30,20.6
"3505","2009-08-16",0,30.3,21.1
"3506","2009-08-17",0.6,32.7,21.7
"3507","2009-08-18",0,30.4,22.1
"3508","2009-08-19",0,26.2,16.6
"3509","2009-08-20",5,25.3,15.4
"3510","2009-08-21",14.2,27.6,19.2
"3511","2009-08-22",0,28.2,20.1
"3512","2009-08-23",17.8,26.1,19.6
"3513","2009-08-24",0,25.4,16.7
"3514","2009-08-25",0,25.9,13.2
"3515","2009-08-26",0,23.5,10.4
"3516","2009-08-27",0,19.5,7.5
"3517","2009-08-28",0,19.1,9.5
"3518","2009-08-29",7.6,17.1,12.6
"3519","2009-08-30",2.4,21.8,11.9
"3520","2009-08-31",0,20.2,9.1
"3521","2009-09-01",0,22.4,9.8
"3522","2009-09-02",0,24.2,12.6
"3523","2009-09-03",0,25,15.4
"3524","2009-09-04",0,26.2,14.9
"3525","2009-09-05",0,21.4,11.7
"3526","2009-09-06",0,20.4,9
"3527","2009-09-07",0,24.1,7.6
"3528","2009-09-08",0,26.1,15.3
"3529","2009-09-09",0,22.4,11.6
"3530","2009-09-10",0,24.1,9.4
"3531","2009-09-11",0,21.4,10.7
"3532","2009-09-12",0,24.5,10.5
"3533","2009-09-13",0,22.4,10.2
"3534","2009-09-14",0.4,20.5,11.1
"3535","2009-09-15",0,18.3,10.6
"3536","2009-09-16",0,17.6,8.7
"3537","2009-09-17",0,20.5,6.6
"3538","2009-09-18",3.8,17.7,8
"3539","2009-09-19",0,16.5,3.9
"3540","2009-09-20",0,20.5,6.6
"3541","2009-09-21",0,24.6,8
"3542","2009-09-22",10.4,22.9,15
"3543","2009-09-23",5.2,22.8,12.4
"3544","2009-09-24",0,18.9,9.1
"3545","2009-09-25",0,15.3,5.6
"3546","2009-09-26",0,18.5,4.4
"3547","2009-09-27",16.6,16,11.3
"3548","2009-09-28",2.6,19,11.4
"3549","2009-09-29",5.2,14.2,9.6
"3550","2009-09-30",0.6,9.8,6
"3551","2009-10-01",0.2,7.8,4.7
"3552","2009-10-02",4,13.1,3.3
"3553","2009-10-03",7.8,15.8,9.8
"3554","2009-10-04",0.8,15.7,11.3
"3555","2009-10-05",0.6,14.9,9
"3556","2009-10-06",0.2,13.3,8.1
"3557","2009-10-07",21.8,15.3,9.5
"3558","2009-10-08",0,13.6,7.8
"3559","2009-10-09",12.2,11.8,9.3
"3560","2009-10-10",1.6,12.5,4.4
"3561","2009-10-11",0,10.6,2.5
"3562","2009-10-12",0.6,10.5,0.5
"3563","2009-10-13",5,8.6,0.9
"3564","2009-10-14",0,4.4,-0.9
"3565","2009-10-15",0,4.7,-1.6
"3566","2009-10-16",0,6.8,-2.6
"3567","2009-10-17",0,8.7,-3
"3568","2009-10-18",0,9.7,-0.9
"3569","2009-10-19",0,11.2,-3.6
"3570","2009-10-20",0,14.3,7.3
"3571","2009-10-21",2.2,9.8,3.8
"3572","2009-10-22",14.4,3.8,-0.8
"3573","2009-10-23",12.2,4.9,-2.5
"3574","2009-10-24",18,12,4.7
"3575","2009-10-25",0,11.2,0.2
"3576","2009-10-26",0,8.4,-1.3
"3577","2009-10-27",0,9.1,3.6
"3578","2009-10-28",0.4,7.2,3.7
"3579","2009-10-29",0,8.8,2.7
"3580","2009-10-30",1.8,13.6,4
"3581","2009-10-31",8.8,15.2,8
"3582","2009-11-01",0,11,4.4
"3583","2009-11-02",0,10.3,0.5
"3584","2009-11-03",1.6,10.6,0.1
"3585","2009-11-04",0,4.8,-1.4
"3586","2009-11-05",0,5,-0.5
"3587","2009-11-06",0,5.1,-1.3
"3588","2009-11-07",0,8.2,-4.5
"3589","2009-11-08",0,15.2,4.8
"3590","2009-11-09",0,18.9,4.1
"3591","2009-11-10",0,12.4,1.3
"3592","2009-11-11",0,9.7,-2.2
"3593","2009-11-12",0,8.4,-5.2
"3594","2009-11-13",0,9.7,-3.2
"3595","2009-11-14",16.2,8.4,-0.7
"3596","2009-11-15",0,12.4,7.1
"3597","2009-11-16",0,7.7,-1.2
"3598","2009-11-17",0,6.2,-3
"3599","2009-11-18",0,7.6,-5
"3600","2009-11-19",0,8.6,-3.2
"3601","2009-11-20",9.8,9.6,3.3
"3602","2009-11-21",0,10.3,1.2
