"","date","precip.mm","tempMax","tempMin"
"1491","2004-02-10",0.2,1.8,-3.5
"1492","2004-02-11",0,-2.3,-15.5
"1493","2004-02-12",0.2,-8.4,-17.6
"1494","2004-02-13",0.2,0,-11.4
"1495","2004-02-14",0.4,-1.7,-19.6
"1496","2004-02-15",0,-15.9,-24
"1497","2004-02-16",0,-11.3,-19.9
"1498","2004-02-17",0,-8.8,-19.7
"1499","2004-02-18",0,-1.9,-17.5
"1500","2004-02-19",0.8,-1.8,-9.6
"1501","2004-02-20",0.2,-0.2,-9.2
"1502","2004-02-21",5.2,1.5,-1.3
"1503","2004-02-22",1,-0.6,-6.5
"1504","2004-02-23",0,-2.9,-13.9
"1505","2004-02-24",0,-4.9,-17
"1506","2004-02-25",0,0.1,-15.7
"1507","2004-02-26",0,-1.8,-12.9
"1508","2004-02-27",0,-1.1,-14.9
"1509","2004-02-28",0,4.3,-9.1
"1510","2004-02-29",0,5.5,-0.8
"1511","2004-03-01",0,6.6,-4.3
"1512","2004-03-02",2,8.7,1.9
"1513","2004-03-03",0,4,0.3
"1514","2004-03-04",0.8,3.7,-0.3
"1515","2004-03-05",21.2,5.2,0.7
"1516","2004-03-06",0.2,7.5,-2.1
"1517","2004-03-07",0,0.5,-4.3
"1518","2004-03-08",0.4,0.5,-3.7
"1519","2004-03-09",0,0.4,-5.9
"1520","2004-03-10",0,4.9,-7.2
"1521","2004-03-11",0,7.2,-5.2
"1522","2004-03-12",0.2,5.5,-5.6
"1523","2004-03-13",0.4,-2.4,-9.5
"1524","2004-03-14",0.2,2.2,-9.5
"1525","2004-03-15",0.2,4.9,-5.7
"1526","2004-03-16",0,-6.5,-8.8
"1527","2004-03-17",0,-2.8,-8.9
"1528","2004-03-18",1,-1.9,-9.4
"1529","2004-03-19",0,-0.3,-7.9
"1530","2004-03-20",4.8,1.5,-4.7
"1531","2004-03-21",1.6,2.3,-10.5
"1532","2004-03-22",0,-8.3,-16.1
"1533","2004-03-23",3,1.3,-10.7
"1534","2004-03-24",0,3.6,-13.8
"1535","2004-03-25",6.4,6.2,-1
"1536","2004-03-26",13,14.8,4.7
"1537","2004-03-27",0,8.5,2.6
"1538","2004-03-28",0,7.1,0
"1539","2004-03-29",0,14.3,-1.8
"1540","2004-03-30",0,15.2,1.5
"1541","2004-03-31",3.8,9.7,1.9
"1542","2004-04-01",1.2,5.6,2.5
"1543","2004-04-02",5.4,3.7,2.2
"1544","2004-04-03",0,7.3,1.8
"1545","2004-04-04",7.4,5.1,-5
"1546","2004-04-05",0.8,0.4,-9
"1547","2004-04-06",0,7.4,-6.4
"1548","2004-04-07",0,10.3,-2.2
"1549","2004-04-08",0,9.2,-0.6
"1550","2004-04-09",0,8,-1.2
"1551","2004-04-10",0,5.2,-1.3
"1552","2004-04-11",0,5.2,-3.7
"1553","2004-04-12",0,9.2,-3.7
"1554","2004-04-13",23.6,6.6,1.8
"1555","2004-04-14",2.6,9.9,0.8
"1556","2004-04-15",0,9.6,0.2
"1557","2004-04-16",0,11.1,-1.4
"1558","2004-04-17",4,14.5,4.7
"1559","2004-04-18",2.6,13.3,3.1
"1560","2004-04-19",5.2,23,5.7
"1561","2004-04-20",0,11.2,2.5
"1562","2004-04-21",0.2,19.1,3.9
"1563","2004-04-22",0,19,3.3
"1564","2004-04-23",0,11,-0.3
"1565","2004-04-24",2.4,10.8,-0.1
"1566","2004-04-25",5.4,6.6,-1
"1567","2004-04-26",1.2,14.4,5.4
"1568","2004-04-27",5.6,13.7,3.5
"1569","2004-04-28",1,10.3,1.7
"1570","2004-04-29",0.2,25.7,5.8
"1571","2004-04-30",0,27.7,13.1
"1572","2004-05-01",0.6,26.8,13.5
"1573","2004-05-02",6,24.7,9.2
"1574","2004-05-03",2,9.8,3.9
"1575","2004-05-04",0,12.1,2.8
"1576","2004-05-05",4.8,9.5,4.9
"1577","2004-05-06",0,19.4,4.9
"1578","2004-05-07",0,13.1,1.8
"1579","2004-05-08",0,11.4,-0.2
"1580","2004-05-09",0,19.6,8
"1581","2004-05-10",3,16.5,7
"1582","2004-05-11",0.2,23,11.3
"1583","2004-05-12",0,24.6,8.7
"1584","2004-05-13",0,20.8,9.2
"1585","2004-05-14",4.4,29.2,9.7
"1586","2004-05-15",1.4,24.2,12
"1587","2004-05-16",0,17.8,9.3
"1588","2004-05-17",0,23.5,7.8
"1589","2004-05-18",10.2,21,9.6
"1590","2004-05-19",0,22,7.7
"1591","2004-05-20",16.6,23.2,8.4
"1592","2004-05-21",0,17.4,12.6
"1593","2004-05-22",0.4,18,10.9
"1594","2004-05-23",2.8,21.5,11.9
"1595","2004-05-24",12.4,14.9,8.8
"1596","2004-05-25",1.2,12.4,8.6
"1597","2004-05-26",15.6,17.8,11.2
"1598","2004-05-27",0,20.7,10.7
"1599","2004-05-28",0.2,18.1,6
"1600","2004-05-29",0,16.4,3.3
"1601","2004-05-30",0,19.6,3.2
"1602","2004-05-31",0,20.2,6.2
"1603","2004-06-01",32.4,15.3,9.1
"1604","2004-06-02",0,15.8,9
"1605","2004-06-03",0,19.3,8
"1606","2004-06-04",0,20.8,6.3
"1607","2004-06-05",0,23.8,8.1
"1608","2004-06-06",0,21.7,14.5
"1609","2004-06-07",3.4,25.3,12.9
"1610","2004-06-08",0,30,16.6
"1611","2004-06-09",0.2,28.4,15.2
"1612","2004-06-10",0,20.7,11
"1613","2004-06-11",0,20.8,6.5
"1614","2004-06-12",0,21.1,7.3
"1615","2004-06-13",0,25.9,10.9
"1616","2004-06-14",5.2,27.4,14.6
"1617","2004-06-15",5,26.3,15.3
"1618","2004-06-16",0,23.9,11.8
"1619","2004-06-17",0,27.8,17.7
"1620","2004-06-18",0,27.6,19
"1621","2004-06-19",0,23.6,11
"1622","2004-06-20",0,23.1,9.5
"1623","2004-06-21",0,24,13.5
"1624","2004-06-22",5,18.9,15.4
"1625","2004-06-23",0,24.5,14.1
"1626","2004-06-24",8.2,28.9,11.8
"1627","2004-06-25",1,18.4,11.4
"1628","2004-06-26",1.6,20.9,9.8
"1629","2004-06-27",1.2,21.5,12.4
"1630","2004-06-28",0,22.2,9.5
"1631","2004-06-29",0.8,21.1,12.6
"1632","2004-06-30",0,24.3,12.2
"1633","2004-07-01",14.4,27.3,13.3
"1634","2004-07-02",0,22.8,14.9
"1635","2004-07-03",0,27.3,14.5
"1636","2004-07-04",0.2,29.6,14
"1637","2004-07-05",4.8,26.9,19.4
"1638","2004-07-06",0,25.1,14.2
"1639","2004-07-07",3,25.8,12.4
"1640","2004-07-08",9,27.1,18.8
"1641","2004-07-09",2.4,24.2,17.4
"1642","2004-07-10",6,25.3,17.5
"1643","2004-07-11",0,25.2,15.1
"1644","2004-07-12",0,28.3,19.1
"1645","2004-07-13",0,26.5,19.5
"1646","2004-07-14",0,25.9,18.2
"1647","2004-07-15",8.6,22.9,18.4
"1648","2004-07-16",1,24.8,17.3
"1649","2004-07-17",0,28.7,17.2
"1650","2004-07-18",5.2,27.5,17.5
"1651","2004-07-19",2.2,26.2,19.4
"1652","2004-07-20",0,27.1,19.1
"1653","2004-07-21",0,28.4,19
"1654","2004-07-22",0,31.2,20.9
"1655","2004-07-23",0,26.9,16.1
"1656","2004-07-24",0,23.4,11.1
"1657","2004-07-25",0,24.5,14.8
"1658","2004-07-26",0,25.3,10.9
"1659","2004-07-27",1,23.4,16.7
"1660","2004-07-28",1.8,21.1,16.4
"1661","2004-07-29",0,27.2,17.1
"1662","2004-07-30",41,29.9,18.8
"1663","2004-07-31",38.8,24.5,21.5
"1664","2004-08-01",0,27.1,18.8
"1665","2004-08-02",0,28.2,17.7
"1666","2004-08-03",6.2,22.9,15.9
"1667","2004-08-04",0,24.8,13.1
"1668","2004-08-05",0,19.8,11.5
"1669","2004-08-06",1,18.8,12.2
"1670","2004-08-07",2,19.8,12
"1671","2004-08-08",1.2,22.2,11.7
"1672","2004-08-09",0,26.7,14.7
"1673","2004-08-10",23.2,26.5,17.6
"1674","2004-08-11",0,26.8,18.2
"1675","2004-08-12",4.2,21.9,16.2
"1676","2004-08-13",13,20.2,16.2
"1677","2004-08-14",0,22.9,15.2
"1678","2004-08-15",0,25.3,12.5
"1679","2004-08-16",0,24.4,13.1
"1680","2004-08-17",0,25.8,16.4
"1681","2004-08-18",0,26.8,18.2
"1682","2004-08-19",7.4,24.5,17.4
"1683","2004-08-20",0,23,13.5
"1684","2004-08-21",0,20.6,10
"1685","2004-08-22",0,21.4,9.6
"1686","2004-08-23",0.2,23.4,11.1
"1687","2004-08-24",0,19.9,8.6
"1688","2004-08-25",0,25.4,10.2
"1689","2004-08-26",0,26.8,17.8
"1690","2004-08-27",3.2,27.8,18.9
"1691","2004-08-28",0,28.6,22.3
"1692","2004-08-29",19.4,22.6,17.3
"1693","2004-08-30",7.2,18.7,15.9
"1694","2004-08-31",1.8,24.3,14.2
"1695","2004-09-01",0,22.4,10.5
"1696","2004-09-02",0,17.6,6.2
"1697","2004-09-03",1,26.6,11.2
"1698","2004-09-04",0,21.1,12.4
"1699","2004-09-05",0,22.7,10.1
"1700","2004-09-06",0,23.8,16.2
"1701","2004-09-07",1.8,26.3,15.5
"1702","2004-09-08",0.2,20.3,13.7
"1703","2004-09-09",67.4,15.5,13
"1704","2004-09-10",1.2,22.9,12.5
"1705","2004-09-11",0,23.3,11.1
"1706","2004-09-12",0,23.4,13.7
"1707","2004-09-13",0,17.7,10.6
"1708","2004-09-14",0,23.2,10.9
"1709","2004-09-15",0,24.3,15.2
"1710","2004-09-16",0,25.7,14.2
"1711","2004-09-17",0,20.4,11.7
"1712","2004-09-18",0,17,6.2
"1713","2004-09-19",0,17.6,5.5
"1714","2004-09-20",0.2,17.4,5.1
"1715","2004-09-21",0,21.8,14.1
"1716","2004-09-22",0,25,13.4
"1717","2004-09-23",0,21.6,12.9
"1718","2004-09-24",0,25.5,10.6
"1719","2004-09-25",0,24,12.1
"1720","2004-09-26",0,20.7,9.5
"1721","2004-09-27",0,23.8,11.7
"1722","2004-09-28",0,20.9,9.6
"1723","2004-09-29",0,17.7,6.7
"1724","2004-09-30",0,18,5.3
"1725","2004-10-01",0,20.5,8.4
"1726","2004-10-02",9,18.4,5.7
"1727","2004-10-03",0,15.2,5.5
"1728","2004-10-04",1.2,18.6,0.9
"1729","2004-10-05",0,8.9,-2
"1730","2004-10-06",0,17.2,6.1
"1731","2004-10-07",0,20.8,8.5
"1732","2004-10-08",0,24.2,12.8
"1733","2004-10-09",0,20.7,12.4
"1734","2004-10-10",0,12.9,8.6
"1735","2004-10-11",0,10.8,5.7
"1736","2004-10-12",0,15,2.9
"1737","2004-10-13",0,16.8,1.9
"1738","2004-10-14",2.8,18.8,6.2
"1739","2004-10-15",7.6,16.4,11.1
"1740","2004-10-16",8.8,14.3,8.8
"1741","2004-10-17",0.2,8.9,6.5
"1742","2004-10-18",0,8.8,0.9
"1743","2004-10-19",0,10,1.4
"1744","2004-10-20",0,10.9,1.1
"1745","2004-10-21",0,7.7,2.2
"1746","2004-10-22",0,11.4,0.5
"1747","2004-10-23",0,11.6,2.4
"1748","2004-10-24",0,11.1,0.6
"1749","2004-10-25",0,9.4,0.2
"1750","2004-10-26",0,10.8,-0.9
"1751","2004-10-27",0,10.2,-1
"1752","2004-10-28",0,8.1,-3.7
"1753","2004-10-29",0,10.3,-2.5
"1754","2004-10-30",4.8,15.4,3.9
"1755","2004-10-31",1.6,15.9,6.3
"1756","2004-11-01",0,8.5,5.5
"1757","2004-11-02",11,7.2,5.8
"1758","2004-11-03",0,6.1,-2
"1759","2004-11-04",5.8,7,-4.4
"1760","2004-11-05",1.6,4.8,1.2
"1761","2004-11-06",4.2,10.1,1.3
"1762","2004-11-07",2.6,14.4,0
"1763","2004-11-08",0,2.6,-5
"1764","2004-11-09",0,0.5,-6.9
"1765","2004-11-10",0,2.9,-7
"1766","2004-11-11",1,11.3,-4.7
"1767","2004-11-12",0,1.1,-6
"1768","2004-11-13",0,-0.5,-8.1
"1769","2004-11-14",0,5.9,-8.7
"1770","2004-11-15",0,9.1,-1.8
"1771","2004-11-16",0,5.8,-2.2
"1772","2004-11-17",0,5.5,1.1
"1773","2004-11-18",0.8,7.9,3.4
"1774","2004-11-19",0,9.5,-1.8
"1775","2004-11-20",15.6,3.7,-3.9
"1776","2004-11-21",0.6,6,2
"1777","2004-11-22",0,6.8,1.5
"1778","2004-11-23",0,7.6,-0.1
"1779","2004-11-24",37.8,9.3,5.5
"1780","2004-11-25",0.4,11.1,-4.8
"1781","2004-11-26",0,-0.5,-6.7
"1782","2004-11-27",0,5.9,-6.1
"1783","2004-11-28",5.6,8.8,4.7
"1784","2004-11-29",0,4.7,-2.5
"1785","2004-11-30",0,6.2,-4.4
"1786","2004-12-01",24.2,2.9,0.3
"1787","2004-12-02",0.2,1.4,-5.9
"1788","2004-12-03",3.2,-5.3,-12.6
"1789","2004-12-04",1.4,3.6,-13.4
"1790","2004-12-05",0.2,3.6,-11.2
"1791","2004-12-06",0,-6.6,-11.9
"1792","2004-12-07",14.8,2.1,-9.2
"1793","2004-12-08",4.4,3.8,-2.3
"1794","2004-12-09",0,-1.1,-5.1
"1795","2004-12-10",12.4,-0.2,-4.9
"1796","2004-12-11",8,-1.4,-2.3
"1797","2004-12-12",0.6,-1.1,-6.5
"1798","2004-12-13",7,-2.8,-8.7
"1799","2004-12-14",0,-7.9,-15.7
"1800","2004-12-15",0,-4.9,-17.3
"1801","2004-12-16",0,2.9,-6.2
"1802","2004-12-17",1.8,2.3,-16.8
"1803","2004-12-18",0,-1.1,-17.5
"1804","2004-12-19",2,1.1,-19.6
"1805","2004-12-20",0,-19.6,-26.7
"1806","2004-12-21",0.4,-15.9,-24.5
"1807","2004-12-22",8.8,-4.9,-16
"1808","2004-12-23",16.8,8.6,-11.4
"1809","2004-12-24",0.2,-11.4,-14.5
"1810","2004-12-25",0.6,-11.7,-17.5
"1811","2004-12-26",3.4,-10.7,-15.7
"1812","2004-12-27",1.4,-11.9,-15.3
"1813","2004-12-28",0.2,-3.4,-16.3
"1814","2004-12-29",0,0.3,-11
"1815","2004-12-30",0,-3.6,-14.6
"1816","2004-12-31",15.6,9.5,-4
"1817","2005-01-01",0.2,6.4,-12
"1818","2005-01-02",11.4,-5.4,-15.9
"1819","2005-01-03",0,1.2,-7.1
"1820","2005-01-04",0,-2.1,-7.1
"1821","2005-01-05",0,-4,-14.3
"1822","2005-01-06",17.2,-7.7,-15.4
"1823","2005-01-07",0.4,-3.5,-9.7
"1824","2005-01-08",0,-1.2,-7.3
"1825","2005-01-09",0,-3.9,-8.3
"1826","2005-01-10",2.2,3.1,-8.1
"1827","2005-01-11",0,-7.9,-15
"1828","2005-01-12",8.8,2.2,-13.9
"1829","2005-01-13",1.6,8.4,1.9
"1830","2005-01-14",9.4,9.3,-9.8
"1831","2005-01-15",0.2,-5.5,-10.5
"1832","2005-01-16",0,-7.4,-12.6
"1833","2005-01-17",0.6,-11.9,-19.8
"1834","2005-01-18",0,-19.8,-24.6
"1835","2005-01-19",5.8,-10.1,-20.6
"1836","2005-01-20",0.6,-13.4,-24.3
"1837","2005-01-21",0,-21.7,-27.5
"1838","2005-01-22",1.2,-17.6,-27.7
"1839","2005-01-23",0.4,-14.4,-20.2
"1840","2005-01-24",1.6,-9.2,-21.6
"1841","2005-01-25",0.2,-10.8,-17.8
"1842","2005-01-26",1.8,-13.7,-19.8
"1843","2005-01-27",0,-15.9,-24.8
"1844","2005-01-28",0,-12.1,-22.5
"1845","2005-01-29",0,-6.4,-17
"1846","2005-01-30",0,0.1,-11.8
"1847","2005-01-31",0,-4.4,-15
"1848","2005-02-01",0,-3.4,-16.8
"1849","2005-02-02",0,-0.7,-8.5
"1850","2005-02-03",0,-1.1,-10.5
"1851","2005-02-04",0,3.3,-10.8
"1852","2005-02-05",0,1.3,-7.4
"1853","2005-02-06",0,4.6,-8
"1854","2005-02-07",0,6.4,-3.3
"1855","2005-02-08",2.2,4.2,1.4
"1856","2005-02-09",1,2,-4.2
"1857","2005-02-10",9.8,-4.2,-9.1
"1858","2005-02-11",0,0.1,-12.1
"1859","2005-02-12",0.2,0.3,-7.7
"1860","2005-02-13",1,-3.7,-12.9
"1861","2005-02-14",1.2,2.1,-13
"1862","2005-02-15",0.6,4,1.7
"1863","2005-02-16",13,3.4,-7.9
"1864","2005-02-17",0,-1.8,-11.3
"1865","2005-02-18",4.2,-6.2,-16.8
"1866","2005-02-19",0.4,-5,-19.4
"1867","2005-02-20",0,-12.1,-19.6
"1868","2005-02-21",9.6,-4.9,-14.6
"1869","2005-02-22",0.4,-2.1,-8.7
"1870","2005-02-23",0,-5.8,-15
"1871","2005-02-24",0,-8.3,-20.8
"1872","2005-02-25",0,-5.2,-15.7
"1873","2005-02-26",0,-2,-18.7
"1874","2005-02-27",0,-5.2,-14.8
"1875","2005-02-28",0,-5.3,-14.7
"1876","2005-03-01",10.4,-3.9,-6.5
"1877","2005-03-02",0.2,-2.3,-10.8
"1878","2005-03-03",0,-8.1,-15
"1879","2005-03-04",0,-2.8,-14.2
"1880","2005-03-05",0,0.7,-11.5
"1881","2005-03-06",0.4,2.3,-7.6
"1882","2005-03-07",10.2,-7.6,-13.2
"1883","2005-03-08",0.2,-7.6,-13.5
"1884","2005-03-09",0,-9.7,-17.8
"1885","2005-03-10",0,-6.4,-15.9
"1886","2005-03-11",3,-0.9,-12.2
"1887","2005-03-12",5.4,-1.8,-4
"1888","2005-03-13",0,1.3,-6.8
"1889","2005-03-14",0,3,-9.6
"1890","2005-03-15",0.4,2.1,-4.1
"1891","2005-03-16",1.2,-1.5,-5.5
"1892","2005-03-17",0,0,-8.9
"1893","2005-03-18",0,1.3,-10.9
"1894","2005-03-19",0,3.3,-9.9
"1895","2005-03-20",0,4.1,-8.5
"1896","2005-03-21",0,4.8,-6.9
"1897","2005-03-22",0,5.6,-5
"1898","2005-03-23",0,1.4,-6.3
"1899","2005-03-24",0,6.6,-3.7
"1900","2005-03-25",0,4.8,-4.8
"1901","2005-03-26",0,3,-7.6
"1902","2005-03-27",0,9.1,-5.9
"1903","2005-03-28",3,4.8,-0.1
"1904","2005-03-29",0,10.8,0.6
"1905","2005-03-30",0,9.6,0.3
"1906","2005-03-31",9.6,16,1.8
"1907","2005-04-01",2,11.7,4.2
"1908","2005-04-02",27.2,7.7,2.2
"1909","2005-04-03",2.8,11,3.5
"1910","2005-04-04",0,6.6,2.8
"1911","2005-04-05",0,12.6,0.8
"1912","2005-04-06",0,16,0.7
"1913","2005-04-07",11.4,10.9,0.8
"1914","2005-04-08",0,12,-1
"1915","2005-04-09",0,12.3,-2.8
"1916","2005-04-10",0,12.1,1.2
"1917","2005-04-11",0,8.6,-1.4
"1918","2005-04-12",0,12.1,-4.1
"1919","2005-04-13",0,11.4,0.9
"1920","2005-04-14",0,10.9,1.9
"1921","2005-04-15",0,13.1,-0.1
"1922","2005-04-16",0,19.7,-2.1
"1923","2005-04-17",0,22.6,3.7
"1924","2005-04-18",0,18.2,3.2
"1925","2005-04-19",0,23.1,4.5
"1926","2005-04-20",13.6,16.6,1.1
"1927","2005-04-21",0,10.5,-2
"1928","2005-04-22",0,14.4,-2.1
"1929","2005-04-23",30.4,10.2,5.2
"1930","2005-04-24",0.6,17.7,5.3
"1931","2005-04-25",2.8,10.1,5.1
"1932","2005-04-26",0,17.8,5.6
"1933","2005-04-27",44,15.9,8.4
"1934","2005-04-28",7.2,10.9,5.7
"1935","2005-04-29",4.2,12.6,4.8
"1936","2005-04-30",12.6,12.9,3.7
"1937","2005-05-01",0.4,13.2,5.8
"1938","2005-05-02",2.4,10.7,4.6
"1939","2005-05-03",0.2,11.2,3.6
"1940","2005-05-04",0,11,4.1
"1941","2005-05-05",0,14.9,2.2
"1942","2005-05-06",0,19.9,5
"1943","2005-05-07",0,17.3,7.6
"1944","2005-05-08",0,16,7.2
"1945","2005-05-09",0,19.8,9.1
"1946","2005-05-10",0,27,10.4
"1947","2005-05-11",1.4,25.9,6.5
"1948","2005-05-12",0,11.1,0.8
"1949","2005-05-13",0,14.3,-1.2
"1950","2005-05-14",2.6,11.2,8.4
"1951","2005-05-15",6.6,17.3,7.2
"1952","2005-05-16",1.6,17.1,9.4
"1953","2005-05-17",0,14.6,6.2
"1954","2005-05-18",0.2,14.6,5.4
"1955","2005-05-19",0,17.7,3.4
"1956","2005-05-20",0,19.3,7.3
"1957","2005-05-21",0,13.2,8.8
"1958","2005-05-22",2.8,10.9,8.2
"1959","2005-05-23",7.6,12.6,8.2
"1960","2005-05-24",0,18.5,8.8
"1961","2005-05-25",0,21.3,8.4
"1962","2005-05-26",1,14.1,9.1
"1963","2005-05-27",9.6,13.1,10.2
"1964","2005-05-28",0.2,22.6,10.8
"1965","2005-05-29",0,22,8.2
"1966","2005-05-30",6.4,20.7,12.5
"1967","2005-05-31",0,23.5,12.8
"1968","2005-06-01",0,26.1,11.7
"1969","2005-06-02",0,28,12
"1970","2005-06-03",0,27.9,14.7
"1971","2005-06-04",0,30.1,17.1
"1972","2005-06-05",0,27.6,16.6
"1973","2005-06-06",4.6,30.8,13.5
"1974","2005-06-07",0,27.5,16.2
"1975","2005-06-08",0.4,18.7,13
"1976","2005-06-09",0,29.7,13.8
"1977","2005-06-10",1.2,29.7,18.8
"1978","2005-06-11",0,32.7,22.1
"1979","2005-06-12",0,32.2,22.6
"1980","2005-06-13",0,31.2,22.9
"1981","2005-06-14",33.2,25.2,16
"1982","2005-06-15",36.6,20,15.8
"1983","2005-06-16",5.8,20.3,14.3
"1984","2005-06-17",45.6,15.7,11
"1985","2005-06-18",0,16,10.9
"1986","2005-06-19",0,21.6,11.8
"1987","2005-06-20",0,25,12.2
"1988","2005-06-21",0.8,27.5,16.4
"1989","2005-06-22",0,22.5,12.8
"1990","2005-06-23",0.6,21.9,8.8
"1991","2005-06-24",0,29.9,16.2
"1992","2005-06-25",0.2,32.6,21.7
"1993","2005-06-26",0,30.4,18.9
"1994","2005-06-27",0,32.5,18.4
"1995","2005-06-28",0,32.6,21.9
"1996","2005-06-29",0,27.8,22.9
"1997","2005-06-30",0,29.1,20.7
"1998","2005-07-01",6.4,30.4,19.9
"1999","2005-07-02",0,23.1,14.6
"2000","2005-07-03",0,27.2,14.4
"2001","2005-07-04",0,29.6,16.6
"2002","2005-07-05",63.6,27.1,18.8
"2003","2005-07-06",0,23.4,16.6
"2004","2005-07-07",0,25.3,13.6
"2005","2005-07-08",0,25.5,16.2
"2006","2005-07-09",20.6,20.6,16
"2007","2005-07-10",0,31.5,17.2
"2008","2005-07-11",0,32.8,20.2
"2009","2005-07-12",0,30.6,19.2
"2010","2005-07-13",0.2,26.8,19.2
"2011","2005-07-14",0.2,29.2,18.8
"2012","2005-07-15",0,28.9,18.1
"2013","2005-07-16",0,31.2,17.5
"2014","2005-07-17",8.6,27.8,23.4
"2015","2005-07-18",0,31,24
"2016","2005-07-19",0,31.1,22.5
"2017","2005-07-20",0,26.8,18.7
"2018","2005-07-21",0,30.6,19.3
"2019","2005-07-22",15.8,27.1,15.3
"2020","2005-07-23",0,25.9,15.1
"2021","2005-07-24",0,24.6,11.8
"2022","2005-07-25",2.4,31,20.7
"2023","2005-07-26",5.6,26.6,18.9
"2024","2005-07-27",2.2,21.5,11.8
"2025","2005-07-28",0,23.2,9.9
"2026","2005-07-29",0,25.3,14.1
"2027","2005-07-30",0,24.7,12.4
"2028","2005-07-31",0,24.8,14.3
"2029","2005-08-01",0.2,27,17.8
"2030","2005-08-02",6.4,31,19.9
"2031","2005-08-03",0,28.2,17.6
"2032","2005-08-04",6.4,32.1,20
"2033","2005-08-05",9.2,28.3,18.2
"2034","2005-08-06",0,25.4,14.5
"2035","2005-08-07",0,28.6,16.5
"2036","2005-08-08",0,30.4,19.5
"2037","2005-08-09",0,30.9,19.9
"2038","2005-08-10",3,30.6,20.1
"2039","2005-08-11",0,28.5,19.8
"2040","2005-08-12",3,26.7,18
"2041","2005-08-13",0,28.1,19.5
"2042","2005-08-14",0.8,23.8,17.8
"2043","2005-08-15",0,27,15.4
"2044","2005-08-16",0,28,18.4
"2045","2005-08-17",0,23.5,10.9
"2046","2005-08-18",0,20.6,8.1
"2047","2005-08-19",8,23.2,14.9
"2048","2005-08-20",4.8,22.4,18
"2049","2005-08-21",6,27.4,17.7
"2050","2005-08-22",0,23.6,14.2
"2051","2005-08-23",0,22.1,13.1
"2052","2005-08-24",0,21.8,11.4
"2053","2005-08-25",0,27.6,12
"2054","2005-08-26",0,28.2,16.3
"2055","2005-08-27",0,29.5,13.8
"2056","2005-08-28",12.4,27.8,18.5
"2057","2005-08-29",0,28.2,17.3
"2058","2005-08-30",0,27.9,18.6
"2059","2005-08-31",73.8,22.2,17.8
"2060","2005-09-01",0,25.2,17.1
"2061","2005-09-02",0.8,27.3,16.6
"2062","2005-09-03",0,24.1,14.8
"2063","2005-09-04",0,21.6,11.6
"2064","2005-09-05",0,22.7,9.6
"2065","2005-09-06",0,25.1,10.9
"2066","2005-09-07",0,26.9,15
"2067","2005-09-08",28.8,20.8,11
"2068","2005-09-09",0,20.9,10
"2069","2005-09-10",0,18.6,6.2
"2070","2005-09-11",0,22.7,8.7
"2071","2005-09-12",0,28.8,18.7
"2072","2005-09-13",0,29.4,18.4
"2073","2005-09-14",0.4,29.4,17.1
"2074","2005-09-15",0,24.5,17.4
"2075","2005-09-16",26.4,20.2,15.4
"2076","2005-09-17",7.8,17,14.7
"2077","2005-09-18",1.4,20.4,14.2
"2078","2005-09-19",0,23.2,14.5
"2079","2005-09-20",0,25.7,13.8
"2080","2005-09-21",0,24.2,12.5
"2081","2005-09-22",1.2,25.6,14.9
"2082","2005-09-23",2,19.9,7.6
"2083","2005-09-24",0,16.5,4.4
"2084","2005-09-25",2,17.8,10.9
"2085","2005-09-26",24.2,20.6,12.7
"2086","2005-09-27",0.2,18.9,10.5
"2087","2005-09-28",0,22,10.5
"2088","2005-09-29",17.8,18.7,5.9
"2089","2005-09-30",0,14.1,5.3
"2090","2005-10-01",0,22.1,6.9
"2091","2005-10-02",0,24.6,11.8
"2092","2005-10-03",0,25.7,10.9
"2093","2005-10-04",0,26.7,15.2
"2094","2005-10-05",0,26,15.6
"2095","2005-10-06",0,26,14.5
"2096","2005-10-07",68.6,20.2,6.4
"2097","2005-10-08",2,10.6,6.1
"2098","2005-10-09",0.2,10.8,7.8
"2099","2005-10-10",0,13.6,8.7
"2100","2005-10-11",0.2,13,8.1
"2101","2005-10-12",1,13,6.9
"2102","2005-10-13",27.2,11,9.2
"2103","2005-10-14",35.4,14.2,10.9
"2104","2005-10-15",4.6,15.1,10.4
"2105","2005-10-16",12.2,11.8,9.1
"2106","2005-10-17",0,11.2,5.8
"2107","2005-10-18",3,9.5,6.1
"2108","2005-10-19",6.8,11.5,4.8
"2109","2005-10-20",0,10.2,-0.3
"2110","2005-10-21",0,9.3,-0.4
"2111","2005-10-22",1.8,8.8,0.4
"2112","2005-10-23",7,8.8,5.3
"2113","2005-10-24",1.6,8.2,5
"2114","2005-10-25",19.2,6.5,1.7
"2115","2005-10-26",7.4,6.6,1.1
"2116","2005-10-27",0,4.8,2.7
"2117","2005-10-28",0,5.8,1.2
"2118","2005-10-29",0,8.8,-3.6
"2119","2005-10-30",0,14.5,2.9
"2120","2005-10-31",0,15.8,9.3
"2121","2005-11-01",2.2,19.2,8
"2122","2005-11-02",0,8.2,2
"2123","2005-11-03",1.2,15.9,3.6
"2124","2005-11-04",0,5.3,0.6
"2125","2005-11-05",0.6,8.5,0.4
"2126","2005-11-06",6.8,14.3,3.6
"2127","2005-11-07",0.6,10.1,5.6
"2128","2005-11-08",0,7.2,-3.5
"2129","2005-11-09",24,7.7,-3.6
"2130","2005-11-10",0.4,7.5,-1.2
