STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021122,62,0,0,53,27
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021123,88,20,33,29,-28
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021124,4,20,4,36,-28
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021125,0,0,0,13,-45
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021126,6,10,12,14,-39
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021127,0,0,0,-14,-88
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021128,6,0,10,-43,-101
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021129,82,20,110,10,-43
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021130,26,60,0,39,-13
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021201,14,20,14,-13,-126
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021202,10,20,18,-73,-135
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021203,0,20,0,-121,-149
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021204,0,20,0,-81,-148
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021205,0,20,0,-19,-117
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021206,0,20,0,-4,-75
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021207,4,20,4,20,-21
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021208,12,20,14,16,-184
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021209,0,20,0,-42,-207
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021210,0,20,0,6,-44
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021211,0,20,0,57,-49
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021212,0,20,0,14,-37
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021213,0,20,0,29,3
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021214,28,10,12,34,-4
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021215,0,0,0,31,-26
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021216,4,0,4,-21,-101
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021217,0,0,0,-31,-133
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021218,0,0,0,-28,-135
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021219,0,0,0,-11,-95
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021220,75,0,0,62,-13
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021221,0,0,0,28,2
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021222,2,0,2,34,-5
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021223,24,0,22,21,-28
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021224,0,10,0,-28,-91
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021225,0,10,0,-36,-103
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021226,0,10,0,-25,-100
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021227,0,10,0,-8,-132
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021228,0,10,0,-3,-17
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021229,2,10,2,-10,-116
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021230,0,0,0,-67,-135
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20021231,162,0,0,29,-68
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030101,0,0,0,23,-96
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030102,0,0,0,-74,-118
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030103,0,0,0,-22,-80
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030104,57,10,57,-35,-56
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030105,2,40,5,-15,-71
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030106,0,40,0,-4,-84
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030107,16,40,16,-56,-129
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030108,46,80,54,-10,-94
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030109,0,70,0,-94,-153
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030110,0,60,0,-96,-174
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030111,0,50,0,-107,-188
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030112,0,50,0,-62,-118
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030113,31,50,45,-24,-139
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030114,0,40,0,-139,-219
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030115,0,40,0,-121,-223
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030116,2,40,4,-102,-200
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030117,6,50,8,-122,-225
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030118,0,50,0,-115,-249
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030119,0,40,0,-58,-183
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030120,4,50,4,-70,-188
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030121,0,40,0,-186,-231
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030122,2,40,2,-195,-250
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030123,0,40,0,-155,-207
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030124,0,40,0,-9999,-9999
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030125,24,40,24,-51,-176
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030126,28,60,34,-49,-183
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030127,0,60,0,-175,-257
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030128,0,50,2,-130,-253
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030129,8,50,20,-71,-167
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030130,0,60,0,-37,-212
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030131,0,50,0,-29,-164
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030201,0,50,0,6,-48
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030202,2,50,2,31,-18
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030203,0,50,0,-7,-75
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030204,196,60,12,32,-79
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030205,0,30,0,-77,-139
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030206,6,30,12,-53,-160
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030207,6,40,13,-53,-143
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030208,0,40,0,-37,-164
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030209,26,40,44,-41,-135
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030210,14,40,18,-35,-148
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030211,0,40,0,-143,-248
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030212,18,50,18,-112,-211
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030213,0,40,0,-194,-251
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030214,0,40,0,-163,-248
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030215,0,40,0,-180,-257
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030216,0,40,0,-184,-259
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030217,0,40,0,-125,-225
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030218,0,40,0,-45,-128
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030219,4,40,6,19,-73
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030220,0,40,0,25,-37
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030221,0,30,0,41,-35
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030222,138,0,116,-31,-67
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030223,216,70,76,-36,-126
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030224,2,90,2,-119,-167
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030225,0,90,0,-138,-208
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030226,0,90,0,-106,-230
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030227,0,80,0,-44,-194
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030228,0,80,0,-22,-157
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030301,0,80,0,23,-145
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030302,68,80,50,24,-197
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030303,0,120,0,-188,-268
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030304,32,120,46,-51,-220
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030305,122,190,132,-49,-102
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030306,0,200,0,-80,-199
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030307,2,200,4,-43,-210
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030308,90,180,84,6,-68
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030309,32,300,30,-22,-161
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030310,0,200,0,-118,-155
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030311,0,180,0,-29,-142
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030312,6,170,4,25,-100
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030313,0,160,0,-75,-155
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030314,0,160,0,-60,-183
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030315,28,200,44,13,-89
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030316,0,170,0,66,-100
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030317,0,150,0,57,1
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030318,0,90,0,42,-45
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030319,0,80,0,4,-74
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030320,238,80,0,31,-69
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030321,114,60,0,71,9
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030322,24,50,0,48,18
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030323,12,20,0,45,9
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030324,0,10,0,84,-3
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030325,16,0,0,108,26
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030326,12,0,0,84,16
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030327,0,0,0,81,-11
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030328,0,0,0,116,-8
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030329,62,0,0,137,29
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030330,25,0,25,32,-27
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030331,0,20,0,-13,-74
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030401,0,0,0,-1,-92
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030402,0,0,0,31,-24
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030403,0,0,0,6,-36
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030404,0,0,0,-22,-78
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030405,148,10,82,16,-46
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030406,0,30,0,-1,-9999
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030407,0,30,0,-13,-86
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030408,7,10,10,5,-41
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030409,0,0,0,58,-34
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030410,0,0,0,119,-24
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030411,0,0,0,139,-13
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030412,0,0,0,155,-1
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030413,0,0,0,91,-28
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030414,28,0,0,163,-18
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030415,131,0,0,188,74
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030416,25,0,0,74,-50
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030417,0,0,0,6,-77
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030418,0,0,0,123,-24
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030419,0,0,0,149,37
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030420,0,0,0,233,63
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030421,140,0,0,162,79
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030422,20,0,0,117,57
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030423,115,0,0,57,18
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030424,10,0,8,51,2
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030425,0,0,0,83,-21
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030426,145,0,0,90,18
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030427,0,0,0,147,57
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030428,0,0,0,237,66
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030429,0,0,0,149,67
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030430,0,0,0,141,11
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030501,100,0,0,145,70
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030502,60,0,0,102,33
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030503,0,0,0,125,18
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030504,0,0,0,199,57
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030505,0,0,0,225,74
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030506,45,0,0,155,80
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030507,0,0,0,156,75
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030508,135,0,0,209,58
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030509,5,0,0,133,58
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030510,0,0,0,177,41
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030511,185,0,0,198,72
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030512,45,0,0,151,97
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030513,75,0,0,118,81
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030514,5,0,0,149,81
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030515,0,0,0,202,107
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030516,0,0,0,188,102
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030517,0,0,0,226,75
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030518,0,0,0,255,64
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030519,0,0,0,276,96
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030520,5,0,0,277,139
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030521,25,0,0,184,92
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030522,0,0,0,182,69
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030523,0,0,0,205,86
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030524,140,0,0,141,100
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030525,175,0,0,177,115
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030526,60,0,0,169,119
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030527,0,0,0,200,115
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030528,0,0,0,205,103
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030529,35,0,0,201,135
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030530,0,0,0,166,114
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030531,10,0,0,214,80
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030601,60,0,0,122,61
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030602,0,0,0,190,50
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030603,0,0,0,207,82
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030604,0,0,0,223,74
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030605,0,0,0,188,133
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030606,5,0,0,253,134
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030607,0,0,0,236,154
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030608,0,0,0,264,147
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030609,10,0,0,223,134
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030610,0,0,0,209,107
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030611,195,0,0,220,115
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030612,0,0,0,224,99
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030613,310,0,0,181,114
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030614,80,0,0,167,135
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030615,0,0,0,212,104
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030616,0,0,0,222,88
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030617,0,0,0,264,108
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030618,0,0,0,254,163
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030619,5,0,0,208,143
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030620,0,0,0,246,112
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030621,0,0,0,272,110
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030622,0,0,0,289,156
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030623,0,0,0,323,174
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030624,0,0,0,324,194
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030625,0,0,0,315,210
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030626,0,0,0,334,222
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030627,5,0,0,265,170
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030628,0,0,0,272,157
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030629,20,0,0,301,174
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030630,10,0,0,257,176
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030701,40,0,0,266,-9999
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030702,0,0,0,283,159
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030703,0,0,0,305,177
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030704,0,0,0,292,224
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030705,5,0,0,328,218
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030706,0,0,0,301,192
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030707,0,0,0,287,180
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030708,85,0,0,293,179
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030709,0,0,0,257,146
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030710,0,0,0,255,134
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030711,5,0,0,209,134
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030712,5,0,0,225,166
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030713,15,0,0,236,166
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030714,0,0,0,284,160
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030715,0,0,0,300,153
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030716,40,0,0,271,188
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030717,20,0,0,267,153
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030718,10,0,0,249,134
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030719,0,0,0,237,133
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030720,0,0,0,268,144
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030721,75,0,0,257,172
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030722,25,0,0,257,186
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030723,0,0,0,226,176
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030724,180,0,0,214,173
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030725,0,0,0,277,172
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030726,10,0,0,247,191
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030727,25,0,0,277,154
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030728,0,0,0,235,140
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030729,0,0,0,260,139
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030730,0,0,0,275,162
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030731,0,0,0,301,174
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030801,0,0,0,236,195
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030802,0,0,0,242,181
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030803,0,0,0,301,193
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030804,155,0,0,275,219
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030805,20,0,0,287,208
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030806,20,0,0,266,194
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030807,0,0,0,277,197
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030808,0,0,0,276,195
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030809,0,0,0,258,190
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030810,195,0,0,251,199
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030811,0,0,0,281,199
GHCND:CA007025250,MONTREAL PIERRE ELLIOTT TRUDEA CA,20030812,0,0,0,290,200
