"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"AAO-3.6","2012-10-10  11:46:15","90","9,81","1076","8","11,4","=","540","1","0,1","104,1","0,3","70,4","0,1","98500","0,1","0,3","2,7","0,5","0,618","407,6","3448","34780","27,8","3,8","99940","20","2","20","0,2","3,7","0,5","0,5","1","1,2","0,7","3,2"
"AAO-3.6","2012-10-31  12:13:59","98","10,17","1141","7,8","12,8","=","500","-1","0,1","324","0,3","72,6","0,1","98040","0,1","0,4","3,6","0,6","2,12","635,4","3300","32800","32,8","6,2",,"20","2,6","33","1","10,8","0,5","0,5","1","1,3","1,2","8,5"
"AAO-6.4","2012-05-22  13:04:59","92","8,4","438","8,3","19,5","=","51000","0","0,1","290,2","0,5","26,2","0,1","37700","0,1","0,2","6,3","1,5","4,046","319,2","1849,6","11116","20,8","1,9","31960","78,1","2","43","0,7","8","0,5","0,5","1","0,4","1,4","11,7"
"AAO-6.4","2012-06-04  11:23:08","105","10,72","1256","8,1","14,2","=","240","-2","0,1","84,1","0,4","52,8","0,1","109584","0,1","0,2","4","0,6","1,029","173,5","3080","34500","16","4,1","118392","24,5","2,7","30","0,2","2,5","0,5","0,5","1","1,8","1","7,6"
"AAO-6.4","2012-07-03  12:51:29",,,"1494","8,3","27,3","<","10","1","0,1","77,3","0,4","51,6","0,1","98940","0,1","0,2","2,9","0,3","0,847","124,5","2718","39820","11,8","5,1",,"20","2,6","31","0,2","4,6","0,5","0,5","1","1,9","0,9","6,5"
"AAO-6.4","2012-07-30  12:06:35",,,"1438","8,2","25,2","=","81","1","0,1","52,8","0,3","56,5","0,1","95460","0,1","0,1","2,3","0,3","0,91","106,3","2540","37160","8,9","4,6",,"20","2,5","26","0,2","2,9","0,5","0,5","1","1,7","1","7,4"
"AAO-6.4","2012-09-11  11:12:46","86","8,76","1268","7,9","14,6","=","2100","1","0,1","32,6","0,3","48,7","0,1","89560","0,1","0,2","2,2","0,4","0,5","74,7","2422","33000","11,3","4,2",,"20","2,7","15","0,2","1,5","0,5","0,5","1","1,5","0,8","3"
"AAO-6.4","2012-10-10  11:27:51","108","11,57","1279","8","12,1","=","160","1","0,1","88,8","0,5","63,7","0,1","116132","0,1","0,4","2,3","0,6","1,063","179,1","3032","40120","8,4","4,6","139644","29,4","3,3","10","0,4","1,6","0,5","0,7","1","1,9","0,7","4,4"
"AAO-6.4","2012-10-31  11:59:14","90","9,42","1024","7,9","13,1","=","730","-1","0,1","254,4","0,3","52,3","0,1","89940","0,1","0,3","6,5","0,4","1,868","341,2","4780","26320","66,7","3","82760","20","3","44","0,4","8","0,5","0,5","1","1,2","0,9","12,1"
"ANG-2","2012-05-29  13:19:23","130","15,21","377","8,8","27","<","10","0","0,1","29","1,1","31,3","0,1","40120","0,1","0,1","6,1","0,5","0,853","77,9","520,6","16504","8,6","1","8546","20","0,6","31","0,3","3,4","0,5","0,5","1","1,3","1,5","6,7"
"ANG-2","2012-06-19  15:08:49","130","9,5","307","9,8","26,1","<","10","1","0,1","31,5","1,3","20","0,1","22160","0,1","0,1","5,8","0,3","1,086","35,2","352,4","15872","5,6","1","8494","20","0,7","18","0,3","5","0,5","0,5","1","0,8","1,9","7,7"
"ANG-2","2012-07-23  15:24:01","126","9,6","384","8,8","29,6","<","10","1","0,1","26,5","1","29,1","0,1","36980","0,1","0,1","8,2","0,3","0,603","42","2230","16202","18,9","1","9432","20","0,5","20","0,2","2,3","0,5","0,5","1","0,4","1,2","5,9"
"ANG-2","2012-09-05  13:20:19","111","9,26","405","8,3","24,6","<","10","0","0,1","23,5","1,1","33,4","0,1","42520","0,1","0,1","7,8","0,3","0,756","44,1","2788","17652","29,1","1","10530","20","0,5","25","0,2","4,2","0,5","0,5","1","0,4","1,2","3"
"ANG-2","2012-10-03  14:21:52","121","11,7","411","8,2","17,3","<","10","-2","0,1","28,2","1,2","34,2","0,1","45560","0,1","0,1","6,6","0,3","0,979","63,5","2738","17388","13,6","1","10678","20","0,6","18","0,3","1,9","0,5","0,5","1","0,6","1,1","3"
"ANG-2","2012-10-30  14:57:48","121","12,8","405","8,3","12,8","<","10","0","0,1","45,2","0,9","33,5","0,1","46120","0,139","0,1","6,9","0,4","1,015","57,3","2636","16740","18,5","1","9908","20","0,7","20","0,3","3,8","0,5","0,5","1","0,5","0,8","3"
"ANG-2","2012-11-20  13:55:57","110","14,6","424","7,7","3,3","<","10","1","0,1","27,1","1","33,4","0,1","45960","0,1","0,1","7,6","0,6","1,186","63,8","2438","16318","13","1","9582","20","0,7","20","0,3","5,6","0,742","0,5","1,2","0,6","0,6","3,5"
"BER-0.0","2012-05-23  10:23:31","74","6,79","532","8,3","17,1","=","1400","-1","0,1","300,8","0,5","34,3","0,1","46080","0,1","0,3","4,7","2","4,472","587,6","2012","7748","50,6","1,8","45480","78,1","1,6","52","1,9","9,6","0,501","0,5","1","0,3","1,3","21,8"
"BER-0.0","2012-06-12  10:07:55","100","8,83","1668","7,8","21,3","=","36","1","0,1","31,9","0,5","78,3","0,1","134950","0,1","0,1","4,2","0,3","1,283","282","3902","30860","54,3","1,4","168688","45,3","1,7","25","0,4","1,6","0,5","0,5","1","0,8","0,7","6,3"
"BER-0.0","2012-07-10  10:52:42","71","6,4","1818","7,7","20","=","74","1","0,1","43","0,4","85,5","0,1","149228","0,117","0,1","3,2","0,3","2,234","206,2","4748","33980","46,5","1,8","173052","20","2","20","0,6","1,5","0,5","0,5","1","1","0,6","24,2"
"BER-0.0","2012-08-07  10:20:31","53","4,66","1178","7,7","19,8","=","320","-2","0,1","49,7","0,4","68,6","0,1","99640","0,1","0,1","5","0,4","2,008","348,4","3372","18880","100,3","1,5","90000","136,1","1,9","32","1,1","3,9","0,5","0,5","1","0,6","0,9","11,6"
"BER-0.0","2012-09-17  10:29:15","49","4,93","991","7,8","14,8","=","360","1","0,1","109,6","0,4","63","0,1","92220","0,1","0,2","4,6","0,7","2,322","379","3388","17676","67,1","2,5","73800","67,5","1,9","36","1,2","5,5","0,5","0,5","1","0,6","1","7,4"
"BER-0.0","2012-10-15  11:36:54","94","10,4","474","8","11","=","1000","0","0,1","130,1","0,3","28,4","0,1","45700","0,222","0,2","3,7","1,5","3,754","333,8","1995,4","8508","24,8","1,3","32140","20","1,5","66","1,3","6,1","0,5","0,5","1","0,3","0,8","16,9"
"BER-0.0","2012-11-13  10:36:58","88","10,98","275","8,3","5,8","=","150","0","0,1","145,1","0,4","22,6","0,1","23360","0,1","0,1","6,6","0,9","2,034","302,6","1400,6","5470","23","1","19186","44,1","0,9","26","0,3","2,2","0,5","0,5","1","0,1","0,5","4,8"
"BER-0.7P1","2012-05-23  10:58:20","91","9,3","1204","7,7","13,6","=","1500","-1","0,1","45,5","0,3","49,1","0,1","125108","0,1","0,1","3","0,8","3,732","134,5","5086","30260","21,1","1,7","83720","48,5","2,1","44","0,2","1,7","0,5","0,5","1","1,2","0,4","12"
"BER-0.7P1","2012-06-12  10:32:35","91","9,27","1509","7,8","14,3","=","360","1","0,1","163,7","0,2","49,9","0,1","154320","0,1","0,1","2,7","0,5","3,762","102,9","5558","34080","14,4","1,4","116884","78,5","2,3","27","0,2","1,6","0,5","0,5","1","1,5","0,4","6,6"
"BER-0.7P1","2012-07-10  11:18:22","96","8,6","1475","7,9","15,6","=","1700","1","0,1","94,1","0,3","51,1","0,1","148580","0,1","0,2","2,6","0,5","6,346","224,2","5512","33740","22,6","1,5","105768","31,9","2,8","79","0,3","6,5","0,5","0,5","1","1,6","0,5","12"
"BER-0.7P1","2012-08-07  10:58:07","94","8,78","1411","7,7","17,8","=","5300","-2","0,1","19,4","0,2","56,1","0,1","149300","0,1","0,1","2,5","0,3","4,004","97,1","6038","32400","9,2","1,4","87540","20","2,7","55","0,2","1,7","0,5","0,5","1","1,7","0,5","5,2"
"BER-0.7P1","2012-09-17  10:43:29","55","5,59","1420","7,6","14,2","=","320","1","0,1","17,6","0,4","97,2","0,1","119708","0,1","0,2","4,5","0,3","1,374","715","3190","22400","135,9","1,8","121636","62,5","1,5","29","0,6","2,2","0,5","0,5","1","0,4","0,6","8,1"
"BER-0.7P1","2012-10-15  12:33:58","113","11,5","1278","7,7","14,3","=","2400","0","0,1","41,4","0,2","49,2","0,1","121576","0,1","0,1","2,7","0,7","4,424","79,3","5406","29560","10,3","1,5","97780","52","2,2","30","0,2","1,1","0,5","0,5","1","1,3","0,3","10,2"
"BER-0.7P1","2012-11-13  11:03:43","82","8,92","924","8","10,8","=","1400","0","0,1","110,7","0,2","41,8","0,1","100664","0,1","0,1","6,7","1","9,518","101,1","4506","23840","17,8","3,9","54580","195,5","2,1","51","0,3","2","0,5","0,5","1","1","0,4","12,2"
"BER-1.2","2012-05-23  10:42:58","92","8,34","762","7,9","16,4","=","3300","-1","0,1","201,4","0,4","46,4","0,1","64340","0,1","0,3","5,3","1,2","4,1","666,8","2392","11336","79,9","1,9","68360","65,3","1,6","64","1,3","6,4","0,5","0,5","1","0,3","1,1","29,5"
"BER-1.2","2012-06-12  10:22:07","70","6,67","2196","7,5","16,7","=","390","1","0,1","41,1","0,3","105,5","0,1","182564","0,1","0,3","3,3","0,3","1,705","452,8","4558","38440","131,4","1,4","223634","87,6","1,7","19","0,6","3,7","0,5","0,5","1","0,8","0,5","11,9"
"BER-1.2","2012-07-10  11:05:46","64","5,8","2088","7,6","17,1","=","120","1","0,1","30,7","0,4","113,3","0,1","167820","0,1","0,3","3,1","0,3","1,751","726,2","4156","35080","146,2","1,4","202984","106,9","1,8","25","0,6","2,8","0,5","0,5","1","0,7","0,5","12,5"
"BER-1.2","2012-08-07  10:35:49","50","4,55","1311","7,5","19,5","=","2000","-2","0,1","25,8","0,4","94,3","0,1","100360","0,1","0,1","4,9","0,3","1,699","881,4","2960","19998","156,8","1,4","110586","106,4","1,3","43","0,7","4,2","0,5","0,5","1","0,4","1","7,4"
"BER-1.2","2012-09-17  11:03:41","76","7,38","1341","7,8","16,8","=","3900","1","0,1","37,4","0,2","54,9","0,1","142798","0,1","0,1","2,6","0,3","4,652","68,1","5866","29320","6,3","1,5","83100","203,7","3","70","0,2","0,5","0,5","0,5","1","1,5","0,5","4,4"
"BER-1.2","2012-10-15  12:15:42","105","11,4","602","8","11,7","=","910","0","0,1","75,5","0,3","34,9","0,1","51380","0,1","0,2","3,7","1,4","3,614","429,2","2024","9428","36,9","1,4","49060","20","1,3","55","0,9","4,8","0,5","0,5","1","0,3","0,8","15,5"
"BER-1.2","2012-11-13  10:50:45","82","9,41","1782","7,7","9,3","=","910","0","0,1","18,6","0,3","96,7","0,1","144010","0,1","0,2","3,6","0,6","2,78","498","4032","31960","117,2","2,3","180262","47,5","1,6","19","0,4","2,2","0,5","0,5","1","0,6","0,2","10,2"
"BER-3.3","2012-05-23  11:30:12","91","8,94","1258","8,1","15,3","=","1500","-1","0,1","2571,4","1,9","81,9","0,118","97780","0,114","1,9","4,7","7,1","13,882","4306","5250","21540","121","3,4","136352","61,1","7,7","183","5,1","131,5","0,5","0,5","1","0,7","6,2","45,4"
"BER-3.3","2012-06-12  10:56:39","83","8,62","1943","7,5","13,3","=","54","1","0,1","33,9","0,3","96,8","0,1","147212","0,1","0,2","2,5","0,3","7,184","1224,8","4776","36240","102,9","1,3","211894","117,4","1,3","13","0,2","2,8","0,5","0,5","1","0,5","0,6","11,4"
"BER-3.3","2012-07-10  11:37:21","81","8,1","1916","7,6","14,9","=","96","1","0,1","22,1","0,4","90,6","0,1","133352","0,1","0,2","2,4","0,3","9,006","1165,4","4464","33260","97,3","1,6","207314","81,1","1,3","17","0,2","2","0,5","0,5","1","0,5","0,4","10,3"
"BER-3.3","2012-08-07  11:24:15","84","8,04","1720","7,3","17","=","420","-2","0,1","19,7","0,3","89,5","0,1","119822","0,1","0,1","2,8","0,3","7,58","1113,4","4042","27620","95,5","1,3","168782","67,2","1,2","118","0,2","3,3","0,5","0,5","1","0,4","0,7","8,1"
"BER-3.3","2012-09-17  11:29:33","84","8,15","1793","8","15,6","=","63","1","0,1","13,4","0,4","104,6","0,1","134844","0,1","0,1","2,3","0,3","3,118","1371,2","4250","31700","121,8","1,5","168438","97,1","1","22","0,2","2","0,5","0,5","1","0,4","0,7","4,7"
"BER-3.3","2012-10-15  13:50:47","109","11,6","918","8,1","12,4","=","910","0","0,1","78,4","0,3","46,6","0,1","66920","0,1","0,2","4","0,8","4,168","653,8","2758","15352","49,6","1,5","86220","45,2","1,3","68","0,6","6,7","0,5","0,5","1","0,3","0,8","13,4"
"BER-3.3","2012-11-13  11:27:52","87","9,35","1115","7,8","11,7","=","4000","0","0,1","88,3","0,3","66,2","0,1","84300","0,1","0,2","4,2","1,2","7,004","1030,2","2956","19760","82,3","2,2",,"86,4","1,2","32","0,5","5,2","0,5","0,5","1","0,3","0,7","14"
"BER-4.6","2012-05-23  11:51:04","84","8","733","8,1","17,9","=","1900","-1","0,1","228","0,4","38,2","0,1","66260","0,1","0,4","4,2","1","4,114","392,4","3116","16290","35,6","3,9","62860","20","2,7","69","1","9,3","0,5","0,5","1","0,8","1,1","26,3"
"BER-4.6","2012-08-07  11:55:23","71","6,09","598","7,9","22","=","1600","-2","0,1","48,1","0,5","42,1","0,1","58080","0,1","0,2","8,9","0,3","4,704","428,2","2760","11274","59,6","3,2","37860","92,9","3,4","133","0,6","4","0,5","0,5","1","0,4","1,2","14,9"
"BER-4.6","2012-09-17  11:53:46","53","5,07","400","8,2","17,6","=","730","1","0,1","89","0,5","35,6","0,1","47680","0,1","0,3","9,2","0,7","4,18","269,2","2008","6330","28,5","3","15104","27,4","5,9","152","0,6","4,2","0,503","0,5","1","0,3","1,3","21,5"
"BER-4.6","2012-10-15  14:25:05","101","11","261","8,5","11,7","=","1200","0","0,1","124,6","0,3","22,9","0,1","31340","0,1","0,2","3,8","0,5","2,596","273,4","1833,4","4826","19,3","2,1","10108","32","1,9","112","0,8","6,3","0,5","0,5","1","0,2","0,8","21,6"
"BER-4.6","2012-11-13  11:54:14","90","10,17","308","8,3","9,8","=","24000","0","0,1","819","0,5","27,4","0,1","29720","0,196","1","10,5","2,9","12,954","878,2","2324","5176","35,9","5,9","22720","277,2","4","927","3,3","30,8","0,878","0,5","1","0,3","3,6","86,2"
"BOU-0.0","2012-05-29  11:50:21","76","7,7","487","8,3","15","=","1100","0","0,1","1647","1","57,4","0,1","36560","0,32","1,6","9,7","4,9","15,156","2632","2976","6382","84,8","1,6","50600","634,1","6","267","8","88","0,714","0,5","1","0,4","4,8","67,7"
"BOU-0.0","2012-06-19  14:02:39","45","4","119","8,7","21,1","=","230","1","0,1","90,4","0,7","53,3","0,1","75340","0,1","0,2","27,5","0,6","1,513","520,4","4676","21040","66,5","1,9",,"20","1,4","39","0,6","5,1","0,5","0,5","1","0,6","0,9","9,3"
"BOU-0.0","2012-07-23  12:37:51","44","3,6","1169","7,8","23,6","=","140","1","0,1","40,2","0,8","57,9","0,1","86440","0,1","0,3","37,2","0,4","1,087","481,6","5574","23840","98,1","4,7","95840","20","1,9","31","0,4","2,6","0,5","0,5","1","1,4","0,7","8,9"
"BOU-0.0","2012-09-05  11:48:03","70","6,23","564","7,9","21","=","5800","0","0,1","225,2","0,5","39,5","0,1","53440","0,1","0,3","10,2","1,2","4,44","503","5592","10498","43,2","3,4","43560","68,8","2,4","62","1,3","11,6","0,5","0,5","1","0,7","1,8","15,7"
"BOU-0.0","2012-10-03  10:48:17","106","10,6","1062","7,8","15,1","=","520","-2","0,1","112,7","0,9","41,3","0,1","90940","0,1","0,4","3,7","0,8","2,12","392,2","7052","26720","41,5","7,6","83260","101,2","3,3","1273","0,9","7,6","0,5","0,5","1","1,9","1,5","9,9"
"BOU-0.0","2012-10-30  13:48:19","93","9,39","491","8,3","14,9","=","20000","0","0,3","1921,6","1,1","73,5","0,113","55440","0,464","2","11,8","8,2","27,26","3750","4038","12350","148,3","1,9","43740","85,1","7","448","16,7","133","0,94","0,5","1","0,6","6,2","275"
"BOU-0.0","2012-11-20  13:02:35","111","14,14","676","7,4","5","<","10","1","0,1","163,9","0,3","34,1","0,1","49400","0,1","0,2","3,8","0,8","2,752","365,2","2872","13862","19,8","1,4","56540","76,5","1,9","30","0,8","6,4","0,5","0,5","1","0,6","0,8","8,3"
"BOU-1.0","2012-05-29  11:43:04","78","7,75","473","8,3","15,4","=","1900","0","0,1","1623,2","2,7","44,5","0,11","37120","0,423","1,6","9,5","4,9","14,344","2510","3100","6590","81,5","2,3","50820","635","5,5","164","7,8","79,6","0,825","1,9","1,3","0,4","4,9","67"
"BOU-1.0","2012-06-19  11:42:25","50","6,4","1122","7","21,1","=","430","1","0,1","109,2","0,8","54,2","0,1","77020","0,1","0,2","29,5","0,5","1,411","525,8","4702","21340","61,6","2,1",,"20","1,5","34","0,4","4,3","0,5","0,5","1","0,6","0,8","9,5"
"BOU-1.0","2012-07-23  12:26:20","38","3,2","1163","7,8","24","=","460","1","0,1","60","0,7","57,3","0,1","71440","0,1","0,3","26,7","0,4","1,265","640,4","5782","24680","74,9","4,7",,"20","1,8","36","0,5","3,6","0,5","0,5","1","1,4","0,8","8,9"
"BOU-1.0","2012-09-05  11:37:25","66","5,88","572","7,9","21,1","=","6000","0","0,1","327,4","0,5","40,8","0,1","54960","0,1","0,4","9,7","1,4","4,708","695,4","5440","10442","48,7","3,4","42140","49","2,6","71","1,5","19,2","0,5","0,5","1","0,8","2","17,2"
"BOU-1.0","2012-10-03  10:32:00","100","9,9","1117","7,8","15","=","500","-2","0,1","101,6","0,7","52,9","0,1","95040","0,1","0,4","3,5","0,6","1,93","505,4","6942","27060","55,1","7","92380","100","3,3","658","0,7","8,6","0,5","0,5","1","1,8","1,2","9,6"
"BOU-1.0","2012-10-30  13:33:07","89","9","456","8,4","14,9","=","18000","0","0,3","2293,8","1,3","83","0,146","57500","0,528","2,2","9,5","9,6","29,92","4500","4152","12266","141,2","3,1","38040","96,3","8","341","18,8","128","1,238","0,6","2,3","0,6","7,3","199,7"
"BOU-1.0","2012-11-20  12:51:30","107","13,52","673","7,5","5,4","<","10","1","0,1","203,8","0,3","33,7","0,1","49440","0,1","0,3","4,1","1,1","3,1","437,6","2802","13288","25,4","1,3","53120","149,2","2,1","25","0,9","9,2","0,5","0,5","1","0,5","0,8","9,3"
"BOU-1.5P2","2012-05-29  10:11:34","87","8,81","373","8,7","14,7","=","1100","0","0,1","522,8","0,5","40,4","0,1","34220","0,141","0,6","5,8","2,5","10,508","1128,2","1435","6296","43,4","1,3","30220","530,2","2,5","69","4,3","35,7","0,643","0,5","1","0,2","2,1","45"
"BOU-1.5P2","2012-06-19  11:20:23","113","10,2","965","8,2","20,2","=","300","1","0,1","81,4","0,4","38,8","0,1","70940","0,1","0,1","2,6","0,5","2,344","264,4","2960","21720","14,7","1,4","80420","50,4","1,1","73","0,9","4,3","0,5","0,5","1","0,2","0,7","11,3"
"BOU-1.5P2","2012-07-23  12:14:52","107","8,9","991","8,1","24,3","=","510","1","0,1","42,1","0,4","38,9","0,1","66760","0,1","0,1","3,3","1,2","1,776","195,8","2932","20140","14,3","1,6","80040","35,8","1","18","1,1","1,3","0,5","0,5","3,3","0,2","0,6","9,4"
"BOU-1.5P2","2012-09-05  09:29:32","86","7,66","679","8","20,8","=","5600","0","0,1","51,9","0,4","34,7","0,1","55700","0,1","0,1","4,6","0,7","3,304","205,4","2464","15258","16,2","1,5","55900","20","1","27","0,7","2,8","0,5","0,5","1","0,2","0,9","8,1"
"BOU-1.5P2","2012-10-03  10:18:32","113","11","848","7,9","15,6","=","36","-2","0,1","21,8","0,8","30,1","0,1","63840","0,1","0,1","2,1","0,5","1,502","177,1","2720","19918","21,1","1,6","67860","33","0,9","3","0,3","1,8","0,5","0,5","1","0,2","0,7","5,5"
"BOU-1.5P2","2012-10-30  10:22:19","95","8,31","695","8,3","12,9","=","130","0","0,1","129,7","0,3","29,5","0,1","53000","0,1","0,1","5,2","0,5","5,884","344,8","2564","16352","17,5","1","58840","28,7","1","68","1,5","6,2","0,5","0,5","1","0,1","0,7","12,9"
"BOU-1.5P2","2012-11-20  10:17:47","102","12,48","561","7,2","6,5","<","10","1","0,1","112,3","0,3","21,9","0,1","39900","0,1","0,1","2,8","0,8","1,89","302,2","1560,6","12110","11,3","1","42340","20","0,9","21","0,6","5,6","0,5","0,5","1","0,1","0,6","4,5"
"BOU-2.1","2012-05-29  09:55:32","81","8,27","598","8,7","14,1","=","1600","0","0,1","1973,6","1,1","60,4","0,106","45580","0,393","2","10,3","5,9","16,916","3384","3494","8006","117,4","1,6","67140","755,4","6,7","298","9,9","118,5","0,753","0,5","1","0,5","6","87,9"
"BOU-2.1","2012-06-19  11:07:39","35","3,4","1131","7,7","19,4","=","500","1","0,1","162,1","0,7","67,1","0,1","83060","0,1","0,3","39,5","0,6","1,996","719,4","5660","21300","86,1","2,8",,"139,5","1,9","49","0,6","7,6","0,5","0,5","1","0,9","1","11,7"
"BOU-2.1","2012-07-23  12:06:35","19","1,3","1219","7,9","22,3","=","520","1","0,1","121,5","0,8","61,5","0,1","84220","0,1","0,3","7,7","0,5","1,46","586,4","6660","23960","69,3","7,5",,"56,2","2,3","38","0,6","5,8","0,5","0,5","1","2,6","1","9,8"
"BOU-2.1","2012-09-05  09:22:14","59","5,24","563","8,1","20,6","=","3100","0","0,1","518","0,6","46","0,1","56700","0,115","0,6","11,3","1,9","9,56","954","6292","10670","64,6","3,7","43920","56,6","5,4","83","1,8","23,2","0,514","0,5","1","0,9","2,5","25,6"
"BOU-2.1","2012-10-03  10:09:00","84","8,3","1109","7,8","14,7","=","470","-2","0,1","349","0,5","64,4","0,1","95160","0,1","0,6","4","1","3,56","857,8","8190","27540","62,5","8,4","87340","130,9","4,5","51","1,5","22,2","0,5","0,5","1","2,3","1,7","14,1"
"BOU-2.1","2012-10-30  10:10:42","72","7,64","904","8,2","12,2","=","510","0","0,1","1267,2","0,7","63,1","0,1","77500","0,1","0,9","9,7","3,3","5,998","1717,2","6740","18672","80","2,9","76940","99,4","4,2","101","2,6","40,8","0,5","0,5","1","1,2","4,6","24,1"
"BOU-2.1","2012-11-20  10:09:09","88","11,39","721","7,1","4,3","<","10","1","0,1","513,2","0,4","44","0,1","55860","0,114","0,6","5","1,8","5,672","1009,4","3638","14144","52,5","1,7","59820","297,7","3,5","47","1,9","24,6","0,5","0,5","1","0,9","1,6","18,5"
"BOU-2.9","2012-05-29  09:40:42","79","8,11","757","7,2","14,2","=","2000","0","0,1","2422,5","2","59,8","0,135","51940","0,387","2,5","12,2","6,9","16,774","3998","4252","9072","125,1","2,4","94800","753,1","8,3","335","10,1","134,3","0,7","0,7","1","0,6","6,9","79,3"
"BOU-2.9","2012-06-19  10:44:39","50","5,8","1539","7,8","19,1","=","1200","1","0,1","80,2","1","90,4","0,1","107074","0,1","0,4","121,3","0,4","2,03","1239","9554","28280","167,8","4,7","154844","272","2,7","51","0,4","6,2","0,5","0,5","1","1,6","1","12,1"
"BOU-2.9","2012-07-23  09:17:38","43","3,7","1811","7,8","21,4","=","210","1","0,1","62,5","0,8","85,3","0,1","117504","0,1","0,7","13,4","0,3","2,55","737","10912","36800","124,6","16,9","180886","121,4","5","35","0,4","4,2","0,5","0,5","1","6,2","1","11,3"
"BOU-2.9","2012-09-05  09:12:58","67","6,02","666","8,1","20,8","=","5100","0","0,1","319","0,6","47,8","0,1","65080","0,125","0,6","12,6","1,4","5,462","717,4","7062","11998","57,8","5","54700","58,4","3,2","71","1,2","14,4","0,549","0,5","1","1,3","1,9","22,6"
"BOU-2.9","2012-10-03  09:51:23","91","9,2","1427","7,7","14,9","=","200","-2","0,1","111,1","0,5","79,6","0,1","124092","0,1","0,6","5,9","0,7","2,962","522,2","12010","36460","59,4","14","127472","154,2","6,4","27","0,4","6,4","0,5","0,5","1","3,7","1,2","10,8"
"BOU-2.9","2012-10-30  09:56:44","70","7,39","1557","8,2","12,7","=","90","1","0,1","273,4","0,6","107,4","0,1","142520","0,1","0,5","14,5","1","2,814","758,4","11608","34640","114,4","5,8","154444","149,9","3,9","35","0,6","10,2","0,5","0,5","1","3,2","1,2","10,7"
"BOU-2.9","2012-11-20  09:54:04","96","12,3","1628","7,2","4,7","<","10","1","0,1","189,7","0,4","95,4","0,1","122530","0,1","0,5","6,5","0,9","2,988","576,2","8764","31740","116,9","4,3","154514","300,5","4,5","26","0,5","9","0,5","0,5","1","2,8","0,7","11,3"
"BOU-2.9P3","2012-05-29  09:34:01","92","9,39","220","7,8","14,5","=","820","0","0,1","1304,4","1","33,4","0,1","25700","0,389","1,2","7,3","4,2","15,028","2108","2034","4662","67,4","1,1","16468","662,8","4,7","131","7,3","73,5","0,726","0,5","1","0,2","4,1","76,5"
"BOU-2.9P3","2012-06-19  10:56:08","129",,"678","8,7","20,3","=","27","1","0,1","73,8","0,5","39,6","0,1","53540","0,1","0,2","4,3","0,3","3,126","168","2676","15124","6,9","1,8","51940","20","2","12","0,3","2,2","0,5","0,5","1","0,5","0,7","15,3"
"BOU-2.9P3","2012-07-23  11:57:39","125","9,2","679","8,8","28","=","54","1","0,1","107","0,6","37,8","0,1","50880","0,1","0,1","3","0,4","2,482","257","3384","14948","9,5","2,3","51540","20","1,2","20","0,7","4,8","0,5","0,5","1","0,5","1,3","9,4"
"BOU-2.9P3","2012-09-05  09:11:22","81","7,16","421","8,4","21,3","=","4400","0","1,1","4237,2","1,5","79,3","0,215","62980","0,786","3,3","5,7","10,7","33,08","7150","4900","11500","165,9","1,9","23740","62,5","12,5","332","14,5","208,7","0,6","0,5","1,1","0,5","9,7","95,2"
"BOU-2.9P3","2012-10-03  09:57:25","128","12,5","685","8,2","16,3","=","220","-2","0,1","155,5","0,5","42,5","0,1","66220","0,1","0,3","3,3","0,9","4,07","377","4424","17306","25,4","2,8","46980","41,4","2,4","33","1,1","12,2","0,5","0,5","1","0,6","1,1","12,9"
"BOU-2.9P3","2012-10-30  09:58:23","101","10,54","542","8,5","13,2","=","81","1","0,1","322,8","0,4","34,1","0,1","46500","0,1","0,3","2,9","1,1","3,394","597,8","2608","12350","26,2","1,2","41160","39,3","1,9","29","1,5","14,4","0,5","0,5","1","0,4","1,2","11,8"
"BOU-2.9P3","2012-11-20  09:58:19","100","12,58","437","7,5","5","<","10","1","0,1","242","0,3","25,5","0,1","33660","0,1","0,3","4","1,2","4,21","483","1902","8638","20","1","27880","197,3","2","21","1","9,8","0,5","0,5","1","0,3","1","12,1"
"BOU-4.3","2012-05-29  09:15:17","78","8,05","747","7,3","14","=","2800","0","0,1","2574,5","1,5","54,7","0,134","46800","0,265","2,5","9,7","7,2","16,014","3928","4084","8462","119,9","2,1","95440","790,4","7,7","333","10,4","130","0,774","0,5","1","0,6","7,4","70,9"
"BOU-4.3","2012-06-19  10:48:18","50","7,8","1664","8,1","20,3","=","730","1","0,1","271,6","1,1","79,9","0,1","83120","0,1","0,6","9,6","0,8","2,972","1064,4","7968","26140","141,9","3,3",,"161,2","4","58","0,8","15,2","0,5","0,5","1","1,3","1,6","12,2"
