Point d'échantillonnage,Date,%OD,O2 (mg/L),Conductivité (µs/cm2),pH,Température (oC),Signe COLI,COLI,MÉTÉO,Ag (µg/L),Al (µg/L),As (µg/L),Ba (µg/L),Be (µg/L),Ca (µg/L),Cd (µg/L),Co (µg/L),COT (µg/L),Cr (µg/L),Cu (µg/L),Fe (µg/L),K (µg/L),Mg (µg/L),Mn (µg/L),Mo (µg/L),Na (µg/L),NH3 (µg/L),Ni (µg/L),Ptot (µg/L),Pb (µg/L),MES  (mg/L),Sb (µg/L),Se (µg/L),Sn2 ug/L,U (µg/L),V (µg/L),Zn (µg/L)
LAF-1,2014-09-17,"95,8","9,5",320,"8,4","15,9",=,63,1,"0,1","33,0","0,8","31,0","0,1",37900,"0,1","0,1","3,9","0,3","4,2",39,2510,9850,"7,2","1,0",18100,"23,0","0,7","20,0","0,2","2,3","0,5","0,5","1,0","0,3","0,6","3,0"
LAF-1,2014-10-20,"93,6","10,1",345,"8,2","11,8",=,140,-2,"0,1","15,0","0,7","30,0","0,1",39500,"0,1","0,1","3,9","0,6","6,2",29,2550,9410,"5,6","1,0",16800,"20,0","0,7","23,0","0,2","2,1","0,5","0,5","1,0","0,4","0,3","8,0"
MEA-0.4,2014-05-06,"112,8","12,9",1608,"7,8","9,3",=,130,-1,"0,1","24,1","0,2","63,0","0,1",131000,"0,1","0,1","2,3","0,3","2,0",102,3310,32700,"16,0","3,2",159000,"25,0","2,2","18,0","0,2","1,7","0,5","0,5","1,0","2,0","0,2","6,8"
MEA-0.4,2014-05-21,"102,0","10,7",1165,"7,9","13,0",=,1000,1,"0,1","186,0","0,2","54,3","0,1",107000,"0,1","0,3","6,3","0,3","31,3",336,3590,28400,"26,2","2,6",103000,"52,0","2,5","42,0","0,9","12,9","0,5","0,5","1,0","1,5","1,0","17,4"
MEA-0.4,2014-06-25,"92,0","9,2",1185,"7,7","15,2",=,730,-1,"0,1","54,6","0,2","62,2","0,1",110000,"0,1","0,1","18,5","0,3","3,4",124,3300,25400,"15,0","3,5",86000,"42,0","2,6","25,0","0,5","2,4","0,5","0,5","1,0","2,1","0,5","13,8"
MEA-0.4,2014-08-19,"96,0","9,5",1428,"8,3","15,9",=,140,1,"0,1","42,0","0,6","70,0","0,1",123000,"0,1","0,1","2,1","0,3","1,8",114,4060,34700,"8,2","4,6",115000,"40,0","2,3","27,0","0,2","1,7","0,5","0,8","1,0","1,9","0,6","12,0"
MEA-0.4,2014-10-08,"93,0","9,4",477,"8,0","14,8",=,2200,0,"0,1","476,0","0,5","25,0","0,1",31800,"0,1","0,3","3,1","1,3","4,1",592,1950,6580,"15,7","1,0",52100,"51,0","1,6","61,0","0,9","9,4","0,5","0,5","1,0","0,3","1,5","20,0"
MEA-0.4,2014-10-27,"70,5","7,9",1773,"7,9","10,3",=,510,-1,"0,1","83,0","0,3","72,0","0,1",121000,"0,1",,"3,3","0,4","4,5",271,4080,32400,"19,9","3,8",100000,"104,0",,"183,0","0,6","4,4","0,5","0,5","1,0","1,7","0,6","19,0"
MEA-0.4,2014-11-26,"87,2","10,7",776,"8,0","6,6",=,1000,-2,"0,1","56,0","0,2","80,0","0,1",157000,"0,1","0,2","2,4","0,9","1,9",188,4540,40800,"21,3","3,8",100000,"58,0","2,8","23,0","0,3","2,9","0,5","0,5","1,0","2,2","0,5","14,0"
MON-0.0,2014-05-05,"106,0","12,1",1064,"7,9","9,4",=,140,-1,"0,1","434,0","0,4","42,1","0,1",56900,"0,1","0,5","4,1","1,5","5,3",561,2820,11200,"36,4","1,0",100000,"64,0","1,9","64,0","1,3","16,6","0,5","0,5","1,0","0,7","1,7","17,3"
MON-0.0,2014-05-20,"105,0","10,6",109,"8,1","14,7",=,99,1,"0,1","771,0","0,5","22,4","0,1",11000,"0,1","0,4","6,8","1,5","2,1",820,1080,2760,"23,0","1,0",6840,"26,0","1,5","38,0","0,5","9,2","0,5","0,5","1,0","0,1","1,7","3,0"
MON-0.0,2014-06-10,"94,0","8,7",869,"8,2","19,2",=,220,1,"0,1","389,0","0,6","43,9","0,1",56300,"0,1","0,4","4,6","1,8","4,2",697,2620,10900,"57,4","3,1",76800,"45,0","2,3","142,0","1,6","22,7","0,5","0,5","1,0","0,5","1,7","14,8"
MON-0.0,2014-07-23,"82,0","7,2",739,"7,8","21,8",=,340,0,"0,1","321,0","0,7","50,0","0,1",54300,"0,1","0,4","4,0","2,2","5,5",676,2760,11500,"47,5","1,0",66400,"39,0","2,6","90,0","1,6","16,9","0,5","0,5","1,0","0,5","1,7","19,3"
MON-0.0,2014-09-17,"97,0","9,8",653,"8,1","14,6",=,45,1,"0,1","67,0","0,6","44,0","0,1",58400,"0,1","0,1","3,3","0,4","1,7",218,2840,12500,"15,7","1,8",64500,"45,0","1,4","54,0","0,3","2,6","0,5","1,6","1,0","0,4","1,0","3,0"
MON-0.0,2014-10-20,"93,4","10,3",543,"7,7","10,9",=,63,-2,"0,1","159,0","0,5","38,0","0,1",38400,"0,1","0,1","5,2","1,2","2,1",280,2380,8630,"16,5","4,3",59000,"20,0","1,3","37,0","0,3","2,4","0,5","0,5","1,0","0,3","0,7","15,0"
MON-0.0,2014-11-17,"97,0","12,6",493,"8,0","3,9",=,72,0,"0,1","199,0","0,5","32,0","0,1",43400,"0,1","0,2","6,2","0,9","2,5",360,2270,8890,"25,0","1,5",44000,"53,0","1,3","51,0","0,5","5,4","0,5","0,5","1,0","0,3","0,8","15,0"
MON-2.8,2014-05-05,"89,7","10,1",1160,"7,6","10,0",=,81,-1,"0,1","460,0","0,5","43,5","0,1",57400,"0,1","0,6","3,9","1,6","6,7",669,2960,11200,"43,4","1,0",100000,"103,0","2,0","81,0","1,8","0,5","0,5","0,5","1,0","0,7","1,8","24,3"
MON-2.8,2014-05-20,"104,0","10,3",1185,"7,8","15,9",<,10,1,"0,1","148,0","0,5","42,7","0,1",67500,"0,1","0,4","4,3","0,8","4,3",360,3110,14100,"52,1","1,0",100000,"32,0","1,6","64,0","0,8","11,6","0,5","0,5","1,0","0,7","1,1","13,7"
MON-2.8,2014-06-10,"115,0","10,3",781,"8,2","20,4",=,490,1,"0,1","301,0","0,7","42,9","0,1",52200,"0,1","0,4","4,6","1,2","5,6",538,2580,9950,"47,3","3,8",73900,"20,0","1,9","134,0","1,6","21,5","0,5","0,5","1,0","0,5","1,7","19,2"
MON-2.8,2014-07-23,"101,0","8,7",588,"7,8","22,6",=,180,0,"0,1","290,0","0,7","44,2","0,1",41400,"0,1","0,5","4,0","1,6","6,1",555,2440,9890,"32,5","1,0",55000,"20,0","2,2","106,0","2,4","29,0","0,5","0,5","1,0","0,4","2,0","27,8"
MON-2.8,2014-09-17,"101,9","9,8",575,"8,5","17,3",=,450,1,"0,1","140,0","0,6","43,0","0,1",51100,"0,1","0,2","3,8","0,8","3,4",270,2810,11900,"21,8","2,0",60100,"58,0","1,7","108,0","0,7","9,2","0,5","1,6","1,0","0,4","1,1","8,0"
MON-2.8,2014-10-20,,,682,"7,8","12,3",=,2700,-2,"0,1","160,0","0,6","44,0","0,1",52700,"0,1","0,4","4,7","1,5","3,0",375,3470,12000,"51,6","7,4",67500,"191,0","1,6","98,0","1,0","12,6","0,5","0,9","1,0","0,4","1,0","20,0"
MON-2.8,2014-11-17,,,584,"8,0","5,1",=,27,0,"0,1","624,0","0,8","50,0","0,1",56200,"0,1","0,6","4,5","3,7","7,7",1000,3040,11200,"46,0","2,8",71300,"142,0","2,4","155,0","3,1","41,6","0,9","0,5","1,0","0,4","2,0","54,0"
MON-4.0,2014-05-05,"95,4","10,7",744,"7,7","10,3",=,340,-1,"0,1","161,0","0,2","34,7","0,1",52300,"0,1","0,3","3,3","1,1","5,2",268,2230,11100,"25,3","1,0",69900,"60,0","1,3","45,0","0,8","11,6","0,5","0,5","1,0","0,7","1,1","19,1"
MON-4.0,2014-05-20,,,782,"8,4","21,0",<,10,1,"0,1","63,3","0,4","36,9","0,1",54700,"0,1","0,1","4,8","0,3","3,1",142,2750,12600,"21,6","1,0",74900,"20,0","1,3","65,0","0,2","9,6","0,5","0,5","1,0","0,7","0,8","8,1"
MON-4.0,2014-06-10,"119,0","10,4",777,"8,3","22,4",=,150,1,"0,1","491,0","0,4","70,3","0,1",99300,"0,1","0,6","6,4","2,0","3,2",812,3750,33500,"49,4","4,1",100000,"20,0","3,0","117,0","1,3","26,2","0,5","0,5","1,0","1,8","1,8","14,4"
MON-4.0,2014-07-23,"98,0","8,0",638,"8,0","25,0",=,81,0,"0,1","157,0","0,9","53,7","0,1",49000,"0,1","0,3","4,8","0,7","4,0",497,2820,11000,"35,2","1,0",54500,"20,0","1,9","124,0","2,1","29,0","0,5","0,5","1,0","0,5","1,8","14,6"
MON-4.0,2014-09-17,"93,9","9,0",487,"8,3","17,3",=,360,1,"0,1","118,0","0,8","40,0","0,1",47800,"0,1","0,2","5,7","0,6","2,6",358,2720,10200,"28,6","1,0",45500,"121,0","1,7","138,0","0,9","13,5","0,5","0,5","1,0","0,4","1,3","8,0"
MON-4.0,2014-10-20,,,534,"7,8","12,8",=,300,-2,"0,1","181,0","0,5","46,0","0,1",50900,"0,1","0,3","5,5","1,3","3,5",476,3150,10000,"44,4","1,2",47300,"96,0","1,5","72,0","0,8","13,6","0,5","0,5","1,0","0,4","1,0","17,0"
MON-4.0,2014-11-17,,,589,"8,1","5,1",=,910,0,"0,1","105,0","0,4","45,0","0,1",55300,"0,1",,"5,5","0,6","3,3",379,3300,11200,"37,8","1,4",53300,"98,0",,"65,0","0,7","10,9","0,5","0,5","1,0","0,4","0,6","21,0"
MON-i,2014-05-05,"93,4","10,8",1473,"7,6","9,0",=,1200,-1,"0,1","961,0","0,7","54,2","0,1",71900,"0,1","0,9","4,7","2,4","11,6",1390,3720,14400,"63,1","2,1",100000,"92,0","3,3","128,0","2,8","43,2","0,5","0,5","1,0","0,9","2,8","26,7"
MON-i,2014-05-20,"101,0","10,2",1109,"7,9","15,0",>,60000,1,"0,1","142,0","0,5","43,3","0,1",66800,"0,1","0,3","5,2","0,7","6,6",310,3090,14300,"44,4","1,0",100000,"30,0","1,6","57,0","0,7","8,6","0,5","0,5","1,0","0,7","1,0","12,2"
MON-i,2014-06-10,"113,0","10,8",713,"8,2","17,5",=,600,1,"0,1","251,0","0,5","35,0","0,1",46600,"0,1","0,3","5,0","1,0","9,8",418,2200,8830,"29,7","2,1",65800,"20,0","1,5","117,0","1,4","15,9","0,5","0,5","1,0","0,4","1,4","24,0"
MON-i,2014-07-23,"91,0","7,9",318,"8,3","22,2",=,34000,0,"0,7","1570,0","1,3","55,1","0,1",58000,"0,3","2,3","19,0","7,2","32,5",2900,2570,3770,"115,0","4,2",23200,"481,0","6,9","427,0","12,4","192,0","1,5","4,4","1,0","0,2","9,5","147,0"
MON-i,2014-09-17,"94,7","8,7",633,"8,2","19,6",=,1300,1,"0,1","67,0","0,6","37,0","0,1",54900,"0,1","0,1","2,7","1,1","5,0",116,2940,14100,"11,9","1,6",65300,"68,0","1,1","116,0","0,2","2,2","0,5","0,5","1,0","0,5","0,7","8,0"
MON-i,2014-10-20,"88,6","8,9",7,"8,0","14,9",=,410,-2,"0,1","75,0","0,6","40,0","0,1",60100,"0,1","0,1","2,9","0,3","2,8",157,3900,16000,"18,0","4,4",65300,"46,0","0,9","63,0","0,2","2,7","0,5","0,5","1,0","0,5","0,4","12,0"
MON-i,2014-11-17,"87,0","10,0",1434,"8,0","8,3",=,160,0,"0,1","551,0","0,7","62,0","0,1",63400,"0,1","0,6","8,9","2,7","8,0",852,4180,11800,"41,1","4,4",100000,"135,0","2,7","175,0","3,4","39,7","0,8","1,0","1,0","0,4","1,9","46,0"
PAP-1,2014-05-05,"116,2","12,0",574,"7,8","14,0",<,10,0,"0,1","135,0","0,7","43,0","0,1",52400,"0,1","0,2","8,2","0,7","1,9",320,6020,22400,"45,5","1,0",34700,"36,0","2,2","85,0","0,2","4,3","0,5","0,5","1,0","2,8","1,5","3,0"
PAP-1,2014-05-20,"116,0","10,1",298,"8,2","22,3",<,10,1,"0,1","86,7","1,1","35,0","0,1",49300,"0,1","0,1","11,6","0,3","1,5",235,5600,23200,"56,6","1,0",35600,"20,0","1,4","173,0","0,2","5,6","0,5","0,5","1,0","1,9","2,2","3,0"
PAP-1,2014-06-10,"108,0","9,0",261,"8,8","24,9",=,280,1,"0,1","38,0","1,3","20,2","0,1",24700,"0,1","0,2","15,4","0,3","0,5",144,2700,21300,"96,2","1,0",42600,"31,0","1,2","153,0","0,2","4,2","0,5","0,5","1,0","1,0","1,9","3,0"
PAP-1,2014-10-20,"66,9","7,9",359,"7,6","7,8",=,18,-2,"0,1","37,0","1,2","36,0","0,1",38500,"0,1","0,1","11,7","0,3","0,6",376,7160,12100,"32,2","1,0",17400,"20,0","0,7","331,0","0,2","23,6","0,5","0,5","1,0","0,5","1,2","8,0"
PAP-golf,2014-05-05,"114,0","11,9",623,"7,7","13,5",=,18,0,"0,1","103,0","0,5","31,7","0,1",60700,"0,1","0,2","31,1","0,3","2,2",397,4020,25400,"41,8","1,0",32600,"28,0","1,6","74,0","0,2","2,9","0,5","0,5","1,0","5,0","0,8","3,0"
PAP-golf,2014-05-20,"98,0","8,8",783,"7,9","20,5",=,36,1,"0,1","99,8","0,8","33,5","0,1",73400,"0,1","0,3","8,5","0,3","1,9",530,4440,34100,"99,1","1,0",45000,"37,0","2,0","137,0","0,2","5,2","0,5","0,5","1,0","5,0","1,3","3,0"
PAP-golf,2014-07-23,"62,0","5,5",221,"7,8","21,5",=,16000,0,"0,1","563,0","1,0","43,5","0,1",46900,"0,1","1,1",,"1,5","8,5",1370,7450,15200,"91,2","1,0",15600,"342,0","3,2","478,0","1,0","20,2","0,5","0,5","1,0","0,7","2,6","35,6"
PAQ-1,2014-04-30,"90,8","10,1",197,"7,7","10,7",<,10,0,"0,1","32,3","0,6","13,7","0,1",17700,"0,1","0,1","2,9","0,3","0,5",194,1730,2230,"15,3","1,0",13100,"20,0","0,5","21,0","0,2","1,5","0,5","0,5","1,0","0,1","0,2","30,7"
PAQ-1,2014-05-13,"76,0","7,5",247,"7,8","15,8",<,10,1,"0,1","44,1","0,6","16,4","0,1",24200,"0,1","0,1","4,0","0,3","0,5",267,2280,3310,"26,1","1,0",19700,"20,0","0,5","24,0","0,2","2,7","0,5","0,5","1,0","0,1","0,5","21,2"
PAQ-1,2014-06-18,"93,0","8,0",308,"7,7","22,2",=,230,0,"0,1","33,3","1,3","16,3","0,1",25700,"0,1","0,1","5,2","0,3","0,5",228,1760,3700,"21,3","1,0",25800,"20,0","0,5","21,0","0,2","2,2","0,5","0,5","1,0","0,1","0,4","27,8"
PAQ-1,2014-07-15,"96,0","8,4",263,"8,1","22,9",=,90,-2,"0,1","42,1","0,7","20,5","0,1",28400,"0,1","0,1","4,1","0,3","0,5",124,1580,4490,"4,7","1,0",28500,"20,0","0,5","11,0","0,2","1,0","0,5","0,5","1,0","0,1","0,5","3,0"
PAQ-1,2014-09-09,"95,0","8,7",319,"7,9","19,9",<,10,1,"0,1","106,0","0,7","23,0","0,1",34500,"0,1","0,1","2,7","0,3","1,0",162,1160,7850,"7,8","1,2",17400,"20,0","0,7","17,0","0,2","3,0","0,5","0,5","1,0","0,3","1,0","8,0"
PAQ-1,2014-10-22,"93,5","10,7",340,"8,2","9,4",<,10,-1,"0,1","34,0","0,5","21,0","0,1",35600,"0,1","0,1","3,1","0,3","0,9",73,1660,8320,"3,2","1,1",20500,"20,0","0,5","11,0","0,2","2,2","0,5","0,5","1,0","0,3","0,3","24,0"
PAQ-1,2014-11-12,"96,0","12,1",338,"8,1","5,6",<,10,0,"0,1","53,0","0,7","20,0","0,1",35300,"0,1","0,1","3,4","0,3","0,9",91,1940,8200,"5,0","1,0",20500,"20,0","0,5","23,0","0,2","1,4","0,5","0,5","1,0","0,2","0,4","3,0"
PIB-2,2014-04-29,"99,0","10,9",300,"7,9","11,0",<,10,-2,"0,1","14,6","0,9","31,4","0,1",50100,"0,1","0,1","3,7","0,3","0,5",52,1090,7550,"4,1","1,0",3250,"20,0","0,5","20,0","0,2","1,2","0,5","0,5","1,0","0,1","0,2","3,0"
PIB-2,2014-05-15,"81,3","7,5",356,"7,7","19,2",<,10,1,"0,1","23,2","1,5","41,0","0,1",58300,"0,1","0,1","7,0","0,3","0,5",82,977,10000,"35,5","1,0",3750,"20,0","0,5","36,0","0,2","3,0","0,5","0,5","1,0","0,2","0,5","3,0"
PIB-2,2014-06-03,"117,0","9,7",303,"7,8","24,9",<,10,1,"0,1","15,6","2,1","35,2","0,1",40400,"0,1","0,1","9,0","0,3","0,5",62,50,9320,"8,0","1,0",3280,"33,0","0,5","47,0","0,2","2,4","0,5","0,5","1,0","0,2","0,7","3,0"
PIB-2,2014-07-07,"83,0","7,1",238,"8,0","22,8",<,10,1,"0,1","17,8","2,2","27,5","0,1",33000,"0,1","0,1","10,8","0,3","0,5",54,50,9000,"5,1","1,0",2780,"20,0","0,5","29,0","0,2","1,3","0,5","0,5","1,0","0,1","0,6","3,0"
PIB-2,2014-08-28,"51,0","4,4",260,"7,7","23,0",<,10,1,"0,1","24,0","2,5","38,0","0,1",37600,"0,1","0,1","13,7","0,3","0,5",59,273,9740,"9,8","1,0",3160,"31,0","0,5","31,0","0,2","1,6","0,5","0,5","1,0","0,1","0,5","3,0"
PIB-2,2014-10-21,"83,4","9,8",294,"7,9","8,0",=,18,0,"0,1","18,0","1,3","32,0","0,1",51200,"0,1","0,1","10,7","0,3","0,5",51,635,11400,"3,5","1,0",3890,"20,0","0,5","25,0","0,2","0,8","0,5","0,5","1,0","0,2","0,4","14,0"
PIB-2,2014-11-04,"101,0","12,7",309,"8,3","6,0",<,10,1,"0,1","13,0","1,0","25,0","0,1",51200,"0,1",,"12,4","0,3","0,5",55,730,11600,"2,4","1,0",4050,"20,0",,"25,0","0,2","2,1","0,5","0,5","1,0","0,2","0,4","3,0"
PIB-3,2014-04-29,"105,0","12,1",741,"7,8","9,0",<,10,-2,"0,1","5,0","0,2","116,0","0,1",99100,"0,1","0,1","3,1","0,3","0,5",68,2380,32900,"13,1","1,0",17900,"20,0","0,7","19,0","0,2","0,8","0,5","0,5","1,0","1,0","0,2","3,0"
PIB-3,2014-05-15,"70,0","6,8",771,"7,7","16,9",=,18,1,"0,1","18,2","0,2","129,0","0,1",101000,"0,1","0,1","4,3","0,3","0,5",73,2180,34100,"25,9","1,0",19600,"20,0","0,8","17,0","0,2","0,8","0,5","0,5","1,0","0,8","0,2","3,0"
PIB-3,2014-06-03,,,840,"7,5","18,8",=,18,1,"0,1","18,7","0,2","131,0","0,1",86600,"0,1","0,1","5,7","0,3","0,5",147,1020,29100,"44,8","1,0",27800,"20,0","0,7","33,0","0,2","1,4","0,5","0,5","1,0","0,3","0,2","3,0"
PIN-0.0,2014-05-05,"107,0","11,8",997,"8,2","11,0",=,27,-1,"0,1","61,1","0,2","47,8","0,1",106000,"0,1","0,3","4,9","0,7","1,8",136,9370,20200,"13,6","2,7",68000,"20,0","1,4","14,0","0,2","4,5","0,5","1,6","1,0","1,2","0,6","3,0"
PIN-0.0,2014-05-20,"99,3","9,6",624,"8,1","17,1",=,140,1,"0,1","73,1","0,2","54,3","0,1",116000,"0,1","0,3","5,2","0,3","1,8",185,12700,29100,"18,4","2,4",81300,"20,0","1,7","18,0","0,2","5,4","0,5","1,1","1,0","1,3","0,5","3,0"
PIN-0.0,2014-06-10,"85,0","8,0",1270,"8,1","18,0",=,730,1,"0,1","103,0","0,5","55,6","0,1",112000,"0,1","0,3","6,5","0,3","2,6",179,15600,33300,"26,6","2,6",94600,"52,0","1,9","45,0","0,2","4,7","0,5","0,5","1,0","0,9","0,9","3,0"
PIN-0.0,2014-10-20,"82,9","9,8",1167,"8,0","7,7",=,1000,-2,"0,1","31,0","0,3","46,0","0,1",103000,"0,1","0,1","10,3","0,3","2,4",69,14200,26900,"8,1","1,3",100000,"20,0","1,4","27,0","0,2","0,9","0,5","0,5","1,0","0,7","0,4","3,0"
PIN-0.0,2014-11-17,"89,0","12,5",1203,"8,1","1,0",=,72,0,"0,1","53,0","0,3","45,0","0,1",111000,"0,1",,"5,9","0,3","1,5",171,14100,30700,"22,7","1,2",100000,"27,0",,"22,0","0,2","3,2","0,5","0,5","1,0","0,8","0,3","9,0"
PIN-1.6,2014-05-05,,,1024,"8,1","10,3",=,27,-1,"0,1","45,7","0,2","47,6","0,1",114000,"0,1","0,4","4,7","0,3","1,8",99,10200,22300,"19,0","2,9",72100,"20,0","1,6","11,0","0,2","2,0","0,5","1,9","1,0","1,3","0,5","3,0"
PIN-1.6,2014-05-20,"110,0","10,6",1266,"8,1","16,9",<,10,1,"0,1","80,5","0,2","57,3","0,1",136000,"0,1","0,3","5,1","0,3","1,7",188,14300,31600,"38,0","2,6",88000,"20,0","1,9","17,0","0,2","5,2","0,5","1,8","1,0","1,3","0,7","3,0"
PIN-1.6,2014-06-10,"97,0","8,9",670,"8,2","19,4",=,120,1,"0,1","52,4","0,5","63,3","0,1",131000,"0,1","0,2","6,2","0,3","1,8",157,18400,37300,"31,6","2,6",98700,"20,0","2,0","21,0","0,2","2,6","0,5","0,5","1,0","0,8","0,6","3,0"
PIN-1.6,2014-07-23,"82,0","7,2",1219,"8,0","22,0",=,12000,0,"0,1","335,0","0,8","70,4","0,1",118000,"0,1","0,4","8,0","0,8","2,8",638,22200,38800,"82,5","2,6",82600,"20,0","2,9","54,0","0,6","44,7","0,5","0,5","1,0","0,6","1,8","8,2"
PIN-1.6,2014-09-17,"99,6","10,4",1125,"8,4","13,4",=,150,1,"0,1","94,0","0,5","51,0","0,1",110000,"0,1","0,2","6,5","0,3","1,6",248,17500,37300,"22,9","1,5",100000,"26,0","2,1","25,0","0,2","2,7","0,5","0,5","1,0","0,5","1,0","3,0"
PIN-1.6,2014-10-20,"91,4","10,9",1265,"8,1","7,4",=,170,-2,"0,1","25,0","0,4","48,0","0,1",113000,"0,1","0,1","6,4","0,4","1,1",80,13700,30500,"12,0","1,4",100000,"20,0","1,6","12,0","0,2","0,9","0,5","0,5","1,0","0,6","0,6","10,0"
PIN-1.6,2014-11-17,"92,0","13,1",1263,"8,1","0,6",<,10,0,"0,1","23,0","0,3","49,0","0,1",120000,"0,1",,"5,4","0,3","1,1",97,14800,33600,"16,7","1,8",100000,"20,0",,"8,0","0,2","2,7","0,5","0,5","1,0","0,8","0,3","8,0"
SAR-1,2014-04-30,"76,5","8,4",651,"7,6","10,8",=,14000,0,"0,1","14,3","0,2","36,9","0,1",80100,"0,1","0,1","6,6","1,0","1,8",203,1480,8950,"106,0","1,0",37500,"20,0","13,0","30,0","0,2","0,6","0,5","0,5","1,0","0,7","0,2","3,0"
SAR-1,2014-05-13,"62,0","6,2",680,"7,5","15,0",=,200,1,"0,1","16,8","0,4","38,2","0,1",88700,"0,1","0,1","7,9","0,3","1,5",379,1690,9900,"177,0","1,0",43600,"20,0","11,9","48,0","0,2","1,6","0,5","0,5","1,0","0,6","0,2","3,0"
SAR-1,2014-06-18,"78,0","7,2",532,"7,6","18,8",=,1900,0,"0,1","218,0","0,6","32,6","0,1",69300,"0,1","0,2","8,9","1,2","2,1",635,1680,7360,"126,0","1,0",27800,"25,0","10,1","104,0","0,6","6,6","0,5","0,5","1,0","0,3","0,9","10,2"
SAR-1,2014-07-15,"64,0","6,0",741,"7,6","18,6",=,390,-2,"0,1","76,6","0,8","43,0","0,1",65700,"0,1","0,2","8,4","1,3","2,0",853,2000,7950,"587,0","1,0",66100,"234,0","7,0","131,0","0,2","5,6","0,5","0,5","1,0","0,1","0,6","6,9"
TER-0.6,2014-05-06,,,1575,"8,1","9,5",<,10,-1,"0,1","132,0","0,2","52,9","0,1",130000,"0,1","0,1","3,6","0,3","3,6",124,6700,33500,"2,0","7,5",156000,"41,0","2,8","28,0","0,2","1,5","0,5","0,5","1,0","3,4","1,1","7,4"
TER-0.6,2014-05-21,"87,0","9,1",1920,"8,0","12,6",=,27,1,"0,1","42,9","0,4","63,9","0,1",138000,"0,1","0,1","2,6","0,3","2,2",65,6400,38500,"2,4","5,1",224000,"20,0","2,1","38,0","0,2","1,0","0,5","0,5","1,0","2,9","1,1","8,2"
TER-0.6,2014-06-25,"87,0","8,3",883,"7,9","17,6",=,1500,-1,"0,1","436,0","0,4","36,6","0,1",67900,"0,1","0,2","4,4","1,2","3,5",463,3900,14700,"7,6","2,6",64300,"20,0","2,2","70,0","0,5","5,1","0,5","0,5","1,0","1,4","1,6","24,1"
TER-0.6,2014-08-19,"65,0","6,2",1032,"8,1","16,7",=,18,1,"0,1","34,0","0,7","67,0","0,1",123000,"0,1","0,1","2,4","0,3","2,2",69,5740,29600,"9,4","4,8",145000,"20,0","1,5","63,0","0,2","1,4","0,5","0,5","1,0","2,4","1,2","10,0"
TER-0.6,2014-10-08,"89,0","9,0",197,"8,2","14,7",=,3400,0,"0,1","615,0","0,4","15,0","0,1",22300,"0,1","0,3","2,1","2,6","3,7",561,1510,4090,"10,9","1,2",12500,"20,0","1,4","58,0","0,8","6,9","0,5","0,5","1,0","0,2","1,8","16,0"
TER-0.6,2014-10-27,"64,5","6,9",1180,"7,9","11,9",=,260,-1,"0,1","47,0","0,5","43,0","0,1",82600,"0,1",,"2,7","0,3","2,3",97,4240,21400,"4,8","3,6",100000,"20,0",,"92,0","0,2","2,2","0,5","0,5","1,0","1,2","1,0","12,0"
TER-0.6,2014-11-26,"80,0","9,7",1619,"8,1","6,8",=,110,-2,"0,1","69,0","0,3","57,0","0,1",116000,"0,1","0,1","2,6","0,3","2,0",89,4920,30200,"4,3","3,5",100000,"20,0","1,3","41,0","0,2","2,1","0,5","0,5","1,0","2,0","1,0","12,0"
