Point d'échantillonnage,Date,%OD,O2 (mg/L),Conductivité (µs/cm2),pH,Température (oC),Signe COLI,COLI,MÉTÉO,Ag (µg/L),Al (µg/L),As (µg/L),Ba (µg/L),Be (µg/L),Ca (µg/L),Cd (µg/L),Co (µg/L),COT (µg/L),Cr (µg/L),Cu (µg/L),Fe (µg/L),K (µg/L),Mg (µg/L),Mn (µg/L),Mo (µg/L),Na (µg/L),NH3 (µg/L),Ni (µg/L),Ptot (µg/L),Pb (µg/L),MES  (mg/L),Sb (µg/L),Se (µg/L),Sn2 ug/L,U (µg/L),V (µg/L),Zn (µg/L)
AAO-0.0,2014-04-29,"103,0","11,5",1259,"7,6","10,2",=,18,-2,"0,1","318,0","0,2","66,5","0,1",96500,"0,1","0,2","4,6","1,1","2,2",348,3760,31500,"21,6","2,7",100000,"20,0","1,9","27,0","0,2","4,3","0,5","0,5","1,0","1,7","0,9","8,2"
AAO-0.0,2014-05-15,"85,0","8,2",1059,"7,6","16,8",=,170,1,"0,1","218,0","0,5","57,6","0,1",81300,"0,1","0,3","5,7","0,6","2,5",356,3470,26400,"45,6","2,6",95300,"20,0","2,0","40,0","0,5","6,0","0,5","0,5","1,0","1,3","1,0","3,0"
AAO-0.0,2014-06-03,"111,0","10,3",1374,"7,7","18,4",=,330,1,"0,1","326,0","0,6","69,5","0,1",93700,"0,1","0,5","4,7","1,0","2,8",615,4060,32600,"132,0","3,6",100000,"48,0","2,6","97,0","1,4","12,8","0,5","0,5","1,0","1,7","1,5","9,1"
AAO-0.0,2014-07-07,"62,0","6,0",1346,"7,7","16,4",=,180,0,"0,1","351,0","0,5","75,1","0,1",111000,"0,1","0,4","3,5","1,0","2,5",530,4370,38400,"44,5","4,2",120000,"95,0","3,0","50,0","1,1","10,6","0,5","0,5","1,0","1,9","1,5","10,9"
AAO-0.0,2014-08-28,"52,0","4,9",1549,"7,8","18,0",=,240,1,"0,1","432,0","0,8","90,0","0,1",110000,"0,1","0,6","5,9","1,3","2,6",785,5670,36600,"70,6","4,7",150000,"92,0","3,5","63,0","1,6","15,2","0,5","0,5","1,0","1,6","1,9","11,0"
AAO-0.0,2014-10-21,"71,6","8,0",1359,"7,7","10,4",=,240,0,"0,1","305,0","0,6","72,0","0,1",118000,"0,1","0,4","3,5","0,9","5,4",640,5100,35700,"54,2","3,8",100000,"60,0","2,7","54,0","0,9","9,6","0,5","0,5","1,0","1,7","1,4","15,0"
AAO-0.0,2014-11-04,"78,4","9,6",559,"7,8","6,8",=,150,1,"0,1","351,0","0,5","36,0","0,1",46000,"0,1",,"5,6","0,9","2,4",547,2320,14700,"26,8","3,2",49600,"38,0",,"46,0","0,7","8,0","0,5","0,5","1,0","0,7","1,1","8,0"
AAO-3.3P6,2014-04-29,"105,0","12,3",1571,"7,9","8,5",=,33000,-2,"0,1","141,0","0,2","51,6","0,1",129000,"0,1","0,2","1,8","0,3","1,9",259,3670,36100,"45,6","2,4",136000,"65,0","2,0","27,0","0,4","5,5","0,5","0,5","1,0","2,0","0,9","7,5"
AAO-3.3P6,2014-05-15,"103,0","11,0",1457,"7,9","12,4",=,640,1,"0,1","117,0","0,2","49,6","0,1",118000,"0,1","0,3","2,9","0,3","2,9",355,3690,30900,"55,9","2,3",138000,"71,0","2,2","33,0","0,2","4,0","0,5","0,5","1,0","1,6","1,1","8,1"
AAO-3.3P6,2014-06-03,"84,0","8,9",1445,"7,9","15,6",=,7000,1,"0,1","286,0","0,5","50,8","0,1",98300,"0,1","0,5","13,1","1,5","13,0",571,4470,27800,"71,1","2,1",100000,"244,0","2,8","91,0","1,1","15,2","0,5","0,5","1,0","1,5","2,0","25,9"
AAO-3.3P6,2014-07-07,"76,0","7,6",1351,"7,6","15,6",=,2600,0,"0,1","125,0","0,2","55,1","0,1",119000,"0,1","0,2","3,4","0,3","2,8",303,4120,33800,"41,1","3,3",108000,"166,0","2,3","47,0","0,2","4,4","0,5","0,5","1,0","1,7","1,0","9,5"
AAO-3.3P6,2014-08-28,"69,0","6,5",1284,"7,9","17,9",=,4200,1,"0,1","58,0","0,4","53,0","0,1",105000,"0,1","0,2","3,4","0,3","2,0",152,3910,26700,"31,9","2,2",113000,"93,0","1,8","46,0","0,2","2,7","0,5","0,5","1,0","1,3","0,9","8,0"
AAO-3.3P6,2014-10-21,"80,6","8,7",1308,"7,9","11,9",=,2200,0,"0,1","99,0","0,4","51,0","0,1",108000,"0,1","0,2","3,6","0,5","7,5",237,4670,29400,"38,2","2,2",100000,"24,0","2,0","53,0","0,3","2,8","0,5","0,5","1,0","1,4","1,0","16,0"
AAO-3.3P6,2014-11-04,"83,0","8,9",1301,"7,8","11,5",=,350,1,"0,1","56,0","0,3","53,0","0,1",121000,"0,1",,"2,5","0,4","5,9",218,4460,32200,"30,4","2,0",100000,"84,0",,"53,0","0,2","5,4","0,5","0,5","1,0","1,4","0,8","9,0"
AAO-3.5,2014-04-29,"105,0","11,9",1423,"7,8","9,6",<,10,-2,"0,1","88,7","0,2","73,1","0,1",109000,"0,1","0,1","3,6","0,8","1,7",246,3470,34900,"21,0","3,5",142000,"20,0","2,2","18,0","0,2","2,6","0,5","0,5","1,0","1,8","0,5","7,2"
AAO-3.5,2014-05-15,"96,0","10,0",1440,"7,7","13,4",=,54,1,"0,1","194,0","0,4","74,7","0,1",108000,"0,1","0,4","4,5","0,3","2,3",481,4050,36700,"34,7","4,0",149000,"33,0","2,7","34,0","0,2","6,0","0,5","0,5","1,0","1,8","1,0","6,9"
AAO-3.5,2014-06-03,"89,0","9,4",1458,"7,7","12,9",=,27,1,"0,1","218,0","0,7","49,1","0,1",55500,"0,1","0,3","4,2","1,1","5,8",537,3080,11800,"33,0","1,0",68800,"43,0","2,0","41,0","1,8","24,6","0,5","0,5","1,0","0,6","1,5","17,2"
AAO-3.5,2014-07-07,"79,0","8,2",1451,"7,5","13,3",=,54,0,"0,1","69,9","0,6","70,3","0,1",111000,"0,1","0,3","3,1","0,3","1,5",462,3890,38400,"42,6","4,5",135000,"50,0","2,8","22,0","0,2","3,0","0,5","0,5","1,0","2,0","0,7","8,5"
AAO-3.5,2014-08-28,"76,0","7,7",1651,"7,6","13,8",=,90,1,"0,1","1160,0","1,3","84,0","0,1",117000,"0,1","2,0","4,6","3,1","5,3",2550,6170,38900,"114,0","5,5",171000,"124,0","5,8","68,0","2,7","45,7","0,5","0,5","1,0","1,7","3,6","25,0"
AAO-3.5,2014-10-21,"65,0","6,9",1407,"7,5","12,1",=,140,0,"0,1","148,0","0,8","70,0","0,1",114000,"0,1","0,6","3,9","1,0","2,6",800,6020,37300,"66,1","4,8",100000,"48,0","3,2","24,0","0,3","4,2","0,5","0,5","1,0","1,8","1,3","11,0"
AAO-3.5,2014-11-04,"65,0","6,9",1424,"7,5","11,9",=,72,1,"0,1","103,0","0,8","63,0","0,1",111000,"0,1",,"3,4","0,5","2,1",977,5360,37100,"66,7","4,5",100000,"135,0",,"17,0","0,3","4,3","0,5","0,5","1,0","1,6","1,2","7,0"
AAO-3.6,2014-04-29,,,1306,"8,1","10,9",<,10,-2,"0,1","61,6","0,2","72,0","0,1",107000,"0,1","0,1","2,3","0,3","1,1",129,2630,35100,"11,5","3,7",113000,"20,0","2,2","9,0","0,2","2,4","0,5","0,5","1,0","1,8","0,4","3,0"
AAO-3.6,2014-05-15,,,1301,"8,2","16,3",<,10,1,"0,1","43,3","0,2","71,8","0,1",104000,"0,1","0,1","2,8","0,3","1,2",151,2720,34100,"14,5","4,0",120000,"20,0","2,0","10,0","0,2","2,0","0,5","0,5","1,0","1,6","0,5","3,0"
AAO-3.6,2014-06-03,"99,0","9,7",1263,"7,8","16,1",=,18,1,"0,1","53,4","0,2","72,2","0,1",96300,"0,1","0,1","3,0","0,3","1,5",226,2530,33500,"13,5","4,2",99800,"20,0","2,0","22,0","0,2","3,8","0,5","0,5","1,0","1,5","0,5","3,0"
AAO-3.6,2014-07-07,"93,0","9,0",1154,"7,9","16,0",=,90,0,"0,1","185,0","0,2","70,7","0,1",98600,"0,1","0,2","3,6","0,3","2,4",379,2170,32400,"17,2","3,9",94400,"30,0","2,5","45,0","0,2","7,6","0,5","0,5","1,0","1,3","1,0","9,9"
AAO-3.6,2014-08-28,"86,7","8,7",1068,"7,9","15,4",=,260,1,"0,1","98,0","0,4","62,0","0,1",88600,"0,1","0,1","2,2","0,3","1,1",471,2670,30400,"27,4","4,1",76600,"20,0","1,8","29,0","0,2","4,0","0,5","0,5","1,0","1,0","0,7","8,0"
AAO-3.6,2014-10-21,"92,8","10,6",1019,"7,9","9,3",=,18,0,"0,1","120,0","0,3","69,0","0,1",94500,"0,1","0,2","2,6","0,3","0,9",294,2950,30100,"20,2","5,1",100000,"20,0","2,0","31,0","0,2","2,0","0,5","0,5","1,0","1,1","0,6","9,0"
AAO-3.6,2014-11-04,"89,0","10,2",1097,"7,9","9,2",<,10,1,"0,1","72,0","0,3","66,0","0,1",94600,"0,1","0,2","2,2","0,7","0,7",278,2550,30900,"13,5","9,5",98700,"20,0","1,8","18,0","0,2","1,9","0,5","0,5","1,0","1,2","0,4","19,0"
AAO-6.4,2014-04-29,,,705,"8,1","12,4",<,10,-2,"0,1","28,0","0,2","53,0","0,1",117000,"0,1","0,1","3,0","0,3","1,6",70,3380,36500,"8,4","4,9",133000,"20,0","2,3","13,0","0,2","1,9","0,5","0,5","1,0","2,4","0,4","3,0"
AAO-6.4,2014-05-15,,,1354,"7,9","18,0",<,10,1,"0,1","24,6","0,2","54,0","0,1",114000,"0,1","0,1","3,1","0,3","1,3",80,3190,35000,"13,0","4,9",123000,"20,0","2,4","15,0","0,2","1,4","0,5","0,5","1,0","2,0","0,5","3,0"
AAO-6.4,2014-06-03,"97,0","9,1",1342,"7,9","18,4",=,200,1,"0,1","25,1","0,2","49,0","0,1",102000,"0,1","0,1","3,9","0,3","1,2",87,2650,32000,"18,9","5,4",107000,"20,0","2,3","21,0","0,2","2,2","0,5","0,5","1,0","1,9","0,4","3,0"
AAO-6.4,2014-07-07,"68,0","6,5",1306,"7,7","16,7",=,200,0,"0,1","84,3","0,2","48,3","0,1",113000,"0,1","0,2","2,5","0,3","0,5",142,2300,35200,"45,2","5,3",118000,"28,0","2,7","39,0","0,2","2,6","0,5","0,5","1,0","1,9","0,8","7,8"
AAO-6.4,2014-08-28,"85,0","8,1",1299,"8,1","17,8",=,36,1,"0,1","63,0","0,3","45,0","0,1",109000,"0,1","0,2","2,0","0,3","0,6",103,2270,31700,"27,9","5,4",111000,"20,0","2,2","18,0","0,2","3,6","0,5","0,5","1,0","1,6","0,6","3,0"
AAO-6.4,2014-10-21,"75,6","8,8",1154,"7,8","8,5",=,27,0,"0,1","74,0","0,3","53,0","0,1",107000,"0,1","0,3","3,1","0,3","0,7",321,3440,31700,"65,9","4,3",100000,"20,0","2,6","41,0","0,3","4,6","0,5","0,5","1,0","1,6","0,6","14,0"
AAO-6.4,2014-11-04,"90,0","10,4",1010,"8,1","9,1",<,10,1,"0,1","156,0","0,2","43,0","0,1",95600,"0,1","0,3","2,0","0,3","1,0",193,2490,29600,"15,3","4,3",97000,"27,0","2,5","19,0","0,3","3,7","0,5","0,5","1,0","1,5","0,7","3,0"
ANG-2,2014-05-06,"106,3","10,9",486,"8,0","14,2",<,10,-1,"0,1","47,3","0,7","41,8","0,1",74400,"0,1","0,1","4,7","0,6","1,3",95,2450,15200,"29,3","1,0",12200,"20,0","0,8","21,0","0,5","2,8","0,5","0,5","1,0","1,1","0,6","6,9"
ANG-2,2014-05-21,,,471,"8,2","21,7",<,10,1,"0,1","85,2","0,9","36,3","0,1",62800,"0,1","0,1","9,8","0,3","1,3",137,2160,16000,"38,1","1,0",12000,"20,0","0,8","29,0","0,5","6,6","0,5","0,5","1,0","1,0","1,2","3,0"
ANG-2,2014-06-25,,,352,"8,6","24,1",<,10,-1,"0,1","10,9","1,0","21,0","0,1",32800,"0,1","0,1","4,4","0,3","0,5",27,1430,13900,"5,8","1,0",10400,"20,0","0,7","15,0","0,2","1,5","0,5","0,5","1,0","0,5","1,0","3,0"
ANG-2,2014-08-19,"94,0","8,0",212,"8,1","23,3",<,10,1,"0,1","38,0","1,2","37,0","0,1",46800,"0,1","0,1","6,7","0,3","0,6",36,2520,13700,"33,8","1,0",10800,"24,0","0,6","21,0","0,2","2,0","0,5","0,5","1,0","0,4","1,0","3,0"
ANG-2,2014-10-27,"96,6","10,8",462,"8,0","10,2",<,10,-1,"0,1","66,0","0,9","40,0","0,1",54600,"0,1",,"5,8","0,3","1,1",120,2860,16000,"21,5","1,0",12900,"73,0",,"27,0","1,0","5,0","0,5","0,5","1,0","0,6","1,0","9,0"
BER-0.0,2014-04-30,"88,4","9,9",1287,"7,4","10,1",=,260,0,"0,1","140,0","0,2","51,2","0,1",110000,"0,1","0,1","3,9","0,6","3,3",368,3330,22400,"31,7","1,0",134000,"20,0","1,7","22,0","0,5","3,4","0,5","0,5","1,0","0,9","0,8","16,5"
BER-0.0,2014-05-13,"85,0","8,5",1045,"7,7","15,0",<,10,1,"0,1","97,9","0,2","44,6","0,1",86700,"0,1","0,1","5,2","0,9","3,4",284,2840,16700,"30,6","1,0",99100,"20,0","1,3","26,0","0,2","3,8","0,5","0,5","1,0","0,7","0,8","10,9"
BER-0.0,2014-06-18,"77,0","7,1",434,"7,8","18,6",=,1100,0,"0,1","147,0","0,2","24,5","0,1",35300,"0,1","0,1","3,9","0,8","3,4",349,1810,6060,"19,8","1,0",33500,"81,0","1,2","35,0","1,4","5,8","0,5","0,5","1,0","0,3","1,1","13,4"
BER-0.0,2014-07-15,"77,0","7,5",1700,"7,5","16,5",=,330,-2,"0,1","54,8","0,2","88,5","0,1",148000,"0,1","0,2","3,5","0,3","3,8",300,4010,31300,"94,1","1,0",166000,"57,0","1,9","13,0","0,7","3,0","0,5","0,5","1,0","1,0","0,6","10,5"
BER-0.0,2014-09-09,"80,0","7,4",968,"7,6","18,7",=,36,1,"0,1","23,0","0,3","57,0","0,1",89800,"0,1","0,1","4,4","0,3","2,0",192,3080,17800,"29,8","2,0",80700,"37,0","1,3","35,0","0,3","0,5","0,5","0,5","1,0","0,6","0,5","3,0"
BER-0.0,2014-10-22,,,1681,"7,6","9,3",=,1500,-1,"0,1","53,0","0,2","79,0","0,1",146000,"0,1","0,2","4,7","0,3","4,4",253,5270,29900,"66,0","1,9",178000,"38,0","2,0","31,0","0,5","1,6","0,5","0,5","1,0","1,0","0,5","17,0"
BER-0.0,2014-11-12,"86,0","10,5",344,"8,0","6,5",=,45,0,"0,1","214,0","0,4","24,0","0,1",29300,"0,2",,"6,6","0,6","1,9",361,1410,6680,"20,5","1,0",26900,"35,0",,"26,0","0,4","2,6","0,5","0,5","1,0","0,2","0,7","3,0"
BER-0.7P1,2014-04-30,"103,9","12,1",1338,"7,6","8,4",=,4000,0,"0,1","46,5","0,2","44,5","0,1",135000,"0,1","0,1","2,2","0,3","2,6",94,4160,29800,"15,5","1,0",114000,"20,0","2,0","20,0","0,2","1,4","0,5","0,5","1,0","1,4","0,5","9,2"
BER-0.7P1,2014-05-13,"100,0","11,5",1603,"7,7","9,2",=,2100,1,"0,1","28,0","0,2","46,0","0,1",158000,"0,1","0,1","2,5","0,3","4,7",83,4940,34300,"15,2","1,0",130000,"20,0","2,5","34,0","0,2","1,6","0,5","0,5","1,0","1,6","0,2","3,0"
BER-0.7P1,2014-06-18,"93,0","9,3",1006,"7,6","15,6",<,100,0,"0,1","30,5","0,4","40,2","0,1",97300,"0,1","0,1","2,4","1,2","2,9",119,4050,21300,"13,4","2,4",52500,"21,0","2,0","21,0","0,5","2,6","0,5","0,5","1,0","1,2","0,2","24,6"
BER-0.7P1,2014-07-15,"89,0","8,7",1190,"7,8","16,2",=,1500,0,"0,1","43,9","0,2","44,7","0,1",119000,"0,1","0,1","2,1","0,3","16,9",71,4870,26900,"8,9","2,2",79100,"47,0","2,4","28,0","0,8","1,0","0,5","0,5","1,0","1,5","0,5","10,9"
BER-0.7P1,2014-09-09,"85,0","8,2",1163,"7,9","17,0",=,2800,1,"0,1","33,0","0,2","55,0","0,1",133000,"0,1","0,1","2,3","0,3","4,2",70,5870,30300,"6,1","1,9",77900,"320,0","2,7","92,0","0,2","0,5","0,5","0,5","1,0","1,6","0,4","8,0"
BER-0.7P1,2014-10-22,"86,6","9,0",1560,"7,9","13,2",=,1300,-1,"0,1","71,0","0,2","55,0","0,1",146000,"0,1","0,2","2,7","0,3","4,4",95,5300,31300,"9,0","1,8",169000,"84,0","2,3","41,0","0,2","1,9","0,5","0,5","1,0","1,5","0,4","9,0"
BER-0.7P1,2014-11-12,"95,0","10,8",226,"8,2","9,2",=,1000,0,"0,1","674,0","0,4","25,0","0,1",27900,"0,1","0,6","10,1","4,2","12,1",993,1640,5100,"30,4","2,4",10900,"335,0","2,1","116,0","2,8","30,2","1,0","0,5","1,0","0,2","2,3","58,0"
BER-1.2,2014-04-30,"86,5","10,1",988,"7,5","8,3",=,500,0,"0,1","387,0","0,4","47,6","0,1",70600,"0,1","0,6","3,4","2,3","8,6",940,2310,13800,"58,9","1,0",100000,"89,0","2,0","52,0","2,4","19,0","0,5","0,5","1,0","0,5","2,3","43,3"
BER-1.2,2014-05-13,"78,0","8,6",2116,"7,3","10,4",=,27,1,"0,1","29,5","0,2","89,5","0,1",177000,"0,1","0,4","2,9","0,8","1,7",718,3950,33600,"131,0","1,0",213000,"72,0","2,0","17,0","0,2","3,2","0,5","0,5","1,0","1,1","0,5","12,7"
BER-1.2,2014-06-18,"68,0","6,4",652,"7,4","18,0",=,2500,0,"0,1","129,0","1,1","34,7","0,1",47400,"0,1","0,2","4,2","1,4","3,7",445,1900,7710,"38,0","1,0",50100,"61,0","1,3","43,0","1,1","5,8","0,5","0,5","1,0","0,3","1,1","16,2"
BER-1.2,2014-07-15,"70,0","7,0",1900,"7,4","15,5",=,490,0,"0,1","32,6","0,2","103,0","0,1",155000,"0,1","0,3","2,6","0,3","1,6",530,3710,31200,"115,0","1,0",188000,"97,0","1,7","10,0","0,4","2,2","0,5","0,5","1,0","0,9","0,4","12,5"
BER-1.2,2014-09-09,"78,0","7,7",2090,"7,6","15,9",=,290,1,"0,1","56,0","0,3","120,0","0,1",176000,"0,1","0,2","2,3","0,3","1,8",376,4390,37100,"85,2","1,4",225000,"97,0","1,6","14,0","1,0","3,0","0,5","0,5","1,0","0,8","0,5","13,0"
BER-1.2,2014-10-22,"64,7","7,3",1672,"7,6","9,9",=,150,-1,"0,1","40,0","0,2","88,0","0,1",139000,"0,1","0,3","5,0","0,7","3,8",754,4150,28400,"104,0","2,4",193000,"48,0","1,6","27,0","0,6","3,2","0,5","0,5","1,0","0,6","0,4","18,0"
BER-1.2,2014-11-12,"75,0","8,8",1690,"7,6","8,0",=,18,0,"0,1","147,0","0,5","83,0","0,1",140000,"0,1",,"3,9","0,9","2,7",548,3610,29200,"104,0","1,3",100000,"82,0",,"24,0","0,9","8,8","0,5","0,5","1,0","0,5","0,6","18,0"
BER-3.3,2014-04-30,"97,5","11,0",1927,"7,4","9,6",=,280,0,"0,1","100,0","0,2","63,6","0,1",120000,"0,1","0,2","3,2","0,3","3,5",616,4700,29000,"44,4","2,2",222000,"77,0","2,0","26,0","0,4","4,5","0,5","0,5","1,0","1,0","0,8","13,6"
BER-3.3,2014-05-13,"84,0","9,6",2938,"7,4","9,0",=,54,1,"0,1","35,0","0,2","98,3","0,1",189000,"0,1","0,3","2,3","0,3","2,6",1120,5790,43100,"94,0","2,0",367000,"140,0","1,7","13,0","0,2","3,4","0,5","0,5","1,0","0,9","0,6","8,0"
BER-3.3,2014-06-18,"87,0","8,2",1029,"7,6","18,4",=,1500,0,"0,1","363,0","0,5","37,6","0,1",58500,"0,1","0,4","3,7","1,2","4,6",798,2990,11500,"34,6","2,0",98900,"78,0","2,0","59,0","0,9","22,6","0,5","0,5","1,0","0,5","1,7","16,2"
BER-3.3,2014-07-15,"79,0","7,9",2068,"7,6","14,9",=,160,0,"0,1","37,6","0,2","89,9","0,1",131000,"0,1","0,2","2,7","0,3","3,4",1060,4250,31600,"91,1","1,0",217000,"118,0","1,4","14,0","0,2","2,4","0,5","0,5","1,0","0,6","0,6","11,5"
BER-3.3,2014-09-09,"80,0","7,9",1519,"7,5","15,6",=,2000,1,"0,1","35,0","0,3","91,0","0,1",116000,"0,1","0,1","2,0","8,2","3,1",1200,3660,26300,"106,0","1,5",158000,"116,0","1,0","20,0","0,2","3,2","0,5","0,5","1,0","0,4","0,5","3,0"
BER-3.3,2014-10-22,"75,9","7,9",2000,"7,5","13,1",<,10,-1,"0,1","37,0","0,2","95,0","0,1",143000,"0,1","0,1","2,7","0,3","4,5",1250,4400,35600,"104,0","2,1",234000,"117,0","1,4","20,0","0,2","1,8","0,5","0,5","1,0","0,5","0,4","11,0"
BER-3.3,2014-11-12,"92,0","10,3",519,"7,9","10,2",=,2700,0,"0,1","1140,0","0,6","59,0","0,1",46100,"0,2",,"6,5","6,1","18,6",1840,2310,9130,"57,8","2,8",48700,"382,0",,"107,0","4,7","40,8","1,9","0,5","1,0","0,2","3,3","88,0"
BER-4.6,2014-04-30,"88,0","9,9",777,"7,7","9,9",=,570,0,"0,1","307,0","0,5","40,2","0,1",63500,"0,1","0,4","6,2","1,2","5,6",473,3280,13200,"35,4","2,1",71400,"45,0","2,3","50,0","1,0","12,2","0,5","0,5","1,0","0,8","1,3","36,4"
BER-4.6,2014-05-13,"95,0","10,7",664,"7,9","9,7",=,110,1,"0,1","64,9","0,2","30,7","0,1",57800,"0,1","0,3","3,1","0,3","2,9",216,2630,14200,"20,3","1,0",48600,"71,0","1,7","22,0","0,5","2,4","0,5","0,5","1,0","0,8","0,8","28,5"
BER-4.6,2014-06-18,"76,0","6,7",484,"7,9","21,6",=,550,0,"0,1","99,2","0,5","34,3","0,1",44700,"0,1","0,2","6,2","0,3","2,9",262,4750,8390,"25,9","7,0",27000,"28,0","1,6","45,0","0,2","4,4","0,5","0,5","1,0","0,5","0,9","17,5"
BER-4.6,2014-07-15,,,319,"7,7","21,0",=,380,0,"0,1","132,0","0,9","33,5","0,1",32800,"0,1","0,3","6,9","0,8","4,2",687,1700,5500,"65,9","1,0",19500,"131,0","2,8","76,0","0,8","11,0","0,5","0,5","1,0","0,1","1,1","27,5"
BER-4.6,2014-10-22,"44,5","4,6",446,"7,9","12,0",=,1700,-1,"0,1","409,0","0,7","41,0","0,1",48800,"0,1","1,3","9,9","1,3","9,0",1050,2680,8800,"71,9","4,5",29900,"26,0","5,9","667,0","3,5","20,0","0,6","0,5","1,0","0,4","2,0","75,0"
BER-4.6,2014-11-12,"97,0","11,2",213,"8,1","8,6",=,5700,0,"0,1","1330,0","0,9","38,0","0,1",33300,"0,2","1,1","8,4","4,4","14,2",1720,2030,5280,"54,7","3,2",12100,"392,0","5,9",,"5,3","66,0","1,0","0,5","1,0","0,2","4,0","103,0"
BOU-0.0,2014-05-06,"102,1","11,5",263,"7,9","9,9",=,63,-1,"0,1","544,0","0,4","24,4","0,1",23400,"0,1","0,3","5,9","1,1","1,9",627,1610,5180,"23,0","1,0",22200,"51,0","1,3","34,0","0,4","5,8","0,5","0,5","1,0","0,4","1,3","3,0"
BOU-0.0,2014-05-21,"92,0","9,0",434,"7,9","16,2",=,45,1,"0,1","563,0","0,5","31,0","0,1",31400,"0,1","0,4","6,2","1,2","2,1",760,2510,7910,"33,9","1,0",43500,"24,0","1,7","45,0","0,8","11,4","0,5","0,5","1,0","0,5","1,6","6,7"
BOU-0.0,2014-06-25,"81,0","7,3",378,"8,0","20,2",=,5200,-1,"0,1","700,0","0,7","32,5","0,1",39400,"0,1","0,9","7,2","2,3","7,0",1540,3250,5550,"45,9","2,0",24600,"99,0","3,4","121,0","3,0","50,7","0,5","0,5","1,0","0,7","2,7","34,6"
BOU-0.0,2014-08-19,"79,0","7,4",1171,"7,8","18,0",=,160,1,"0,1","182,0","0,5","68,0","0,1",82500,"0,1","0,3","4,6","0,5","2,2",475,6320,19100,"29,6","4,1",89700,"108,0","2,3","33,0","0,7","7,0","0,5","0,5","1,0","1,3","1,2","13,0"
BOU-0.0,2014-10-08,"89,0","9,0",381,"8,1","14,8",=,550,0,"0,1","2980,0","1,0","48,0","0,1",42500,"0,2","1,8","4,0","6,3","10,3",3830,4380,7490,"70,1","2,0",33900,"81,0","6,2","171,0","5,9","97,3","0,5","0,5","1,0","0,5","7,2","58,0"
BOU-0.0,2014-10-27,"74,8","8,2",849,"8,0","11,0",=,350,-1,"0,1","250,0","0,4","45,0","0,1",66700,"0,2",,"4,1","1,4","2,9",582,5210,15900,"27,8","2,3",73600,"71,0",,"40,0","1,3","10,7","0,5","0,5","1,0","1,0","1,2","21,0"
BOU-0.0,2014-11-26,"83,0","10,8",1106,"8,1","4,2",=,63,-2,"0,1","241,0","0,4","55,0","0,1",96700,"0,1","0,5","13,0","0,7","4,6",642,6320,22000,"71,4","2,8",100000,"262,0","2,4","32,0","1,0","10,5","0,5","0,5","1,0","1,7","1,1","24,0"
BOU-1.0,2014-05-06,"82,0","8,9",1369,"7,8","11,4",<,10,-1,"0,1","235,0","0,5","57,1","0,1",99400,"0,1","0,6","8,7","0,7","3,3",815,5950,22100,"87,3","2,9",157000,"322,0","2,7","33,0","0,9","12,2","0,5","0,5","1,0","2,0","1,3","15,9"
BOU-1.0,2014-05-21,"82,0","8,1",1419,"8,0","15,2",=,63,1,"0,1","222,0","0,5","59,2","0,1",92600,"0,1","0,5","7,7","0,3","2,5",800,6120,23800,"83,7","3,1",100000,"117,0","2,4","31,0","0,7","9,6","0,5","0,5","1,0","1,4","1,2","11,7"
BOU-1.0,2014-06-25,"68,0","6,2",377,"7,8","20,2",=,4400,-1,"0,1","843,0","0,7","33,6","0,1",40400,"0,1","1,0","7,3","2,5","7,4",1750,3160,5340,"49,2","2,0",24700,"114,0","3,5","130,0","3,2","48,7","0,5","0,5","1,0","0,7","3,0","39,1"
BOU-1.0,2014-08-19,"68,0","6,4",1222,"7,9","17,8",=,200,1,"0,1","277,0","0,6","77,0","0,1",91900,"0,1","0,4","4,6","0,8","2,7",675,6910,21500,"51,4","4,4",100000,"129,0","2,9","41,0","1,1","12,0","0,5","0,5","1,0","1,3","1,6","19,0"
BOU-1.0,2014-10-08,"86,0","8,7",411,"8,1","14,7",=,2000,0,"0,1","2910,0","1,0","51,0","0,1",44500,"0,2","2,2","4,8","6,6","11,4",4200,4250,7390,"93,4","1,8",39100,"65,0","6,8","205,0","7,1","123,0","0,5","0,5","1,0","0,5","7,1","62,0"
BOU-1.0,2014-10-27,"77,3","8,6",919,"8,0","10,6",=,570,-1,"0,1","278,0","0,4","49,0","0,1",73800,"0,1",,"4,3","0,9","3,1",644,5900,18100,"36,7","2,5",84100,"98,0",,"51,0","1,0","10,4","0,5","0,5","1,0","1,1","1,2","22,0"
BOU-1.0,2014-11-26,"81,9","10,5",1025,"8,2","4,3",=,90,-2,"0,1","220,0","0,4","54,0","0,1",95500,"0,1","0,5","12,7","0,6","2,9",572,6150,21800,"76,0","2,6",100000,"302,0","2,2","25,0","0,7","8,8","0,5","0,5","1,0","1,6","1,0","22,0"
BOU-1.5P2,2014-05-06,,,2267,"8,0","10,3",=,2100,-1,"0,1","37,2","0,2","54,7","0,1",148000,"0,1","0,3","2,6","0,3","2,4",344,6290,46900,"46,3","3,1",266000,"40,0","2,1","20,0","0,5","1,9","0,5","0,5","1,0","1,4","0,6","10,9"
BOU-1.5P2,2014-05-21,,,2238,"8,1","14,1",=,200,1,"0,1","38,6","0,2","55,3","0,1",136000,"0,1","0,2","3,0","0,3","1,9",337,6780,48900,"38,8","2,5",262000,"21,0","2,1","21,0","0,5","2,6","0,5","0,5","1,0","0,9","0,7","7,5"
