"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"CLA-1.8","2011-05-10  14:50:16","106","11,1","127","8,2","13,3","=","36","1","0,1","339,4","0,3","20,2","0,1","13326","0,1","0,1","6,3","0,7","1,474","393,2","923,8","3148","17,1","1","5574","23,9","0,8","23","0,4","3,2","0,5","0,5","1","0,1","0,8","3,6"
"CLA-1.8","2011-06-08  12:59:03",,,"184","8,3","20,5","=","18","1","0,1","196,7","0,5","20,8","0,1","20340","0,1","0,1","5,2","0,4","1,552","221,2","1175,2","4882","13,7","1","7966","20","0,7","16","0,3","3,1","0,5","0,5","1","0,2","0,7","3"
"CLA-1.8","2011-06-27  14:18:02","99","8,68","205","8,3","21,6","=","18","-2","0,1","162,4","0,7","22,4","0,1","23940","0,1","0,1","4,8","0,5","2,376","232,4","1376,4","5376","18,1","1","9484","20","0,8","22","0,3","3,2","0,5","0,5","1","0,2","0,7","3,6"
"CLA-1.8","2011-08-29  13:24:27","92","8,14","205","8,2","21,1","=","1500","0","0,1","149,4","0,7","19,3","0,1","19246","0,1","0,1","4,3","1,3","2,564","242,4","1107,8","4564","16,5","1","8680","28,4","0,9","28","0,8","3,6","0,5","0,5","1","0,2","0,7","5,1"
"CLA-1.8","2011-09-19  13:04:08","97","9,04","195","8,3","19","=","27","1","0,1","149,2","0,5","20","0,1","19368","0,1","0,1","4,9","1","1,441","205,8","1243,2","5086","13,9","1","8868","20","0,6","20","0,6","2","0,5","0,5","1","0,2","0,7","3"
"CLA-1.8","2011-11-22  09:28:05","95","12,28","171","8,4","4,4","=","18","1","0,1","210,6","0,7","22,9","0,1","20160","0,1","0,1","5,4","1","1,98","296,8","1364,6","4552","24,5","1","8834","33,9","0,7","25","0,6","1,8","0,5","0,5","1","0,2","0,7","7,7"
"CLA-11.2","2011-05-10  15:46:04","106","10,87","166","8,3","14","<","10","1","0,1","325,6","0,8","20,2","0,1","16060","0,1","0,1","5,6","0,7","2,104","411","1041,4","3690","18,3","1,5","7882","20","0,9","30","0,9","3,7","0,5","1","1,4","0,2","0,9","7,1"
"CLA-11.2","2011-06-09  09:29:53",,,"159","8,5","20,8","=","54","1","0,1","167,6","0,6","19,6","0,1","17292","0,1","0,1","5,9","0,5","1,667","215,2","1058,8","4038","13,1","1","7222","20","0,7","21","0,4","3,6","0,5","0,5","1","0,2","0,7","3,5"
"CLA-11.2","2011-06-27  15:22:56","116","10,1","261","8,6","22,2","=","27","-2","0,1","50,1","0,7","24,5","0,1","29720","0,1","0,1","3,6","0,3","1,599","101,1","1562,8","6996","15,1","1","12386","20","0,6","15","0,3","1,7","0,5","0,5","1","0,3","0,5","3"
"CLA-11.2","2011-08-29  14:27:49","118","10,35","240","8,7","21,6","=","27","0","0,1","28,4","0,8","21,4","0,1","23640","0,1","0,1","3,7","0,3","1,338","59,4","1221,6","5964","7,2","1","10118","20","0,5","18","0,3","0,7","0,5","0,5","1","0,3","0,5","3"
"CLA-11.2","2011-09-19  13:59:55","109","10,09","211","8,5","19,3","=","27","1","0,1","49,4","0,5","19","0,1","20060","0,1","0,1","4,8","0,6","1,26","97,3","1181,4","5060","7,8","1","9162","20","0,5","19","0,3","0,6","0,5","0,5","1","0,2","0,5","3"
"CLA-6.6","2011-05-10  15:25:59","103","10,97","148","8,4","12,5","<","10","1","0,1","329,2","0,3","20,9","0,1","14876","0,1","0,1","6","0,7","1,709","380,6","980,6","3430","16,7","1","7030","20","0,8","23","0,4","2,6","0,5","0,5","1","0,2","0,9","4,3"
"CLA-6.6","2011-06-08  13:31:07",,,"164","8,6","20,7","=","27","1","0,1","229,4","0,5","20,1","0,1","17660","0,1","0,1","5,7","0,5","1,372","253,2","1082,2","4202","15,6","1","7116","20","0,7","20","0,4","3,9","0,5","0,5","1","0,2","0,8","4,5"
"CLA-6.6","2011-06-27  14:55:57","99","8,51","231","8,4","22,6","<","10","-2","0,1","131,6","0,6","22,9","0,1","26120","0,1","0,1","4,6","0,4","2,904","190,4","1595,2","6168","23,4","1","11072","20","0,7","18","0,6","2,5","0,5","0,5","1","0,2","0,7","5,6"
"CLA-6.6","2011-08-29  13:58:18","97","8,63","215","8,4","21","<","10","0","0,1","74","0,7","19,5","0,1","20700","0,1","0,1","4,2","0,3","1,592","119","1178","5048","9,5","1","8788","25,2","0,6","21","0,4","2","0,5","0,5","1","0,2","0,6","3,7"
"CLA-6.6","2011-09-19  13:36:36","92","8,64","214","8,3","18,4","<","10","1","0,1","87","0,5","20,2","0,1","20400","0,1","0,1","4,5","0,7","1,381","140,8","1276,4","5444","12,2","1","9568","20","0,5","24","0,3","1,2","0,5","0,5","1","0,2","0,6","3"
"CLA-6.6","2011-11-07  14:45:19","94","11,32","233","8,3","7,3","<","10","0","0,1","192,8","0,8","26,2","0,1","23380","0,1","0,1","4,8","0,5","2,08","348","1485,2","5520","59,6","1,1","12922","57,5","0,8","36","2,3","2,8","0,5","0,6","1","0,2","0,7","7,3"
"CLA-6.6","2011-11-22  10:24:50","101","13,49","231","8,4","3,1","<","10","1","0,1","133,7","0,8","25,7","0,1","25240","0,1","0,1","5,2","0,8","1,78","287,6","1514,4","5446","47,5","1","13862","41,8","0,6","29","0,6","0,5","0,5","0,5","1","0,2","0,7","4,8"
"CON-0.0","2011-05-11  11:35:41","122","12,67","717","8,2","13,7","<","10","1","0,1","169,6","0,6","54,3","0,1","87280","0,1","0,3","4","0,3","1,068","306","3434","30960","47,2","4,1","17000","20","3,1","26","0,2","6,7","0,5","0,5","1","1,4","0,7","3"
"CON-0.0","2011-06-07  11:13:37","105","10,04","730","7,9","17,4","=","130","1","0,1","243,8","1","49,1","0,1","81440","0,1","0,3","4,9","0,4","0,944","415,8","3746","32040","45,2","4,9","21040","31,6","3,2","41","0,3","11,9","0,5","0,5","1","1,4","1","3"
"CON-0.0","2011-06-20  12:37:05","99","8,67","753","7,9","21,5","=","120","-2","0,1","631,6","1,5","63,5","0,1","79200","0,1","0,6","4,6","1","1,727","993,6","4460","36140","62,3","4,7","29640","47,4","3,6","60","0,7","28,8","0,5","0,5","1","1,3","2","8,1"
"CON-0.0","2011-07-19  11:41:55","104","8,75","719","8,3","23,9","=","90","1","0,1","834,8","1,7","70","0,1","66840","0,1","0,7","5,2","1,2","2,154","1226","4890","35020","43,3","5,4","26540","30,7","3,3","67","0,8","44","0,5","0,5","1","1,4","2,4","5,7"
"CON-0.0","2011-10-03  10:39:01","62","6,29","852","7,4","14,6","=","110","0","0,1","192,9","1,6","81,4","0,1","92120","0,1","0,4","4,4","0,3","0,794","391","5792","35640","58,8","4,3","27320","47,3","3","52","0,2","9,5","0,5","0,5","1","1,7","1","3"
"CON-0.0","2011-10-18  10:57:54","96","10,1","974","7,9","12,7","=","99","-2","0,1","184,6","1,5","84,1","0,1","102662","0,1","0,4","4,2","0,4","0,818","473,2","5580","37140","52,5","5,1","32420","20","3,3","39","0,4","10,9","0,5","0,5","1","1,9","1","3"
"CON-0.0","2011-11-14  11:02:15","90","9,77","1029","8","11,3","<","10","1","0,1","450","0,9","102","0,1","128796","0,1","0,5","4,8","1,1","1,578","964,6","5922","42820","54,1","5,5","34060","20","3,8","48","0,9","10,7","0,5","0,5","1","2,1","1,2","7,2"
"CPI-0.0","2011-05-11  11:22:27",,,"1183","8,1","13,5","=","170","1","0,1","35,2","0,2","55,2","0,1","124402","0,1","0,1","1,9","0,3","2,082","54,8","2654","33260","9,3","1,4","59340","20","2,4","26","0,2","1,3","0,5","0,5","1","1,1","0,5","3"
"CPI-0.0","2011-06-07  10:39:30","87","8,76","1217","7,9","14,5","=","20000","1","0,1","521,8","0,3","62","0,1","129876","0,1","0,4","2,2","1,1","4,658","621,4","3118","36120","30,5","1,6","72900","222,2","3,2","124","0,9","24,6","0,5","0,5","1","1,2","1,6","10,1"
"CPI-0.0","2011-06-20  12:00:35","84","8","501","8","17,7","=","18000","-2","0,1","110,4","0,4","26,5","0,1","50180","0,1","0,2","3,6","0,3","3,896","161","2042","12678","17,8","1","31740","223","1,6","81","0,3","4,2","0,5","0,5","1","0,3","1,1","5,3"
"CPI-0.0","2011-07-19  11:24:31","97","9,06","1282","8","18,5","=","6000","1","0,1","302,6","0,4","67,4","0,1","135970","0,1","0,4","2,5","0,7","4,08","447,4","3436","36120","26,6","1,5","81920","62,2","3,3","107","0,6","17,4","0,5","0,5","1","1,3","1,6","13,1"
"CPI-0.0","2011-10-03  10:22:45","66","6,49","1138","7,2","15,2","=","23000","0","0,1","158,4","0,3","65,7","0,1","123362","0,1","0,2","2,1","0,5","2,818","218,4","3290","34400","10,6","1,8","65960","27,2","3,6","42","0,5","6","0,5","0,5","1","1,2","0,7","8,4"
"CPI-0.0","2011-10-18  10:25:11","86","8,83","1253","7,8","13,6","=","4500","-2","0,1","15,5","0,2","63,3","0,1","135516","0,1","0,1","1,8","0,3","1,914","55,4","3198","35720","9,6","1,5","65380","41,6","3","26","0,2","1,2","0,5","0,5","1","1,3","0,5","3,7"
"CPI-0.0","2011-11-14  10:43:08","73","7,93","1242","8,1","10,4","=","1200","1","0,1","60,8","0,3","72,7","0,1","137006","0,1","0,3","4,4","0,5","9,486","115,5","4952","35060","40,3","1,1","84640","1010","3,1","111","0,2","2,5","0,5","0,5","1","1,1","0,7","11,4"
"DEN-0.0","2011-05-17  13:22:26","102","11,5","895","8","10","=","300","-1","0,1","434,2","0,3","41,6","0,1","77320","0,1","0,4","5,3","1","3,562","530,4","3496","14772","30,6","2","70060","78,3","2","41","0,9","13","0,5","0,5","1","1,2","1,4","19,2"
"DEN-0.0","2011-09-27  12:40:18","102","9,04","346","8,8","21,7","=","63","-1","0,1","190,3","0,6","24,3","0,1","24840","0,1","0,1","5,5","0,4","1,574","243,8","1591,8","6356","10,2","1,5","20560","20","0,8","18","0,3","2,3","0,5","0,5","1","0,2","0,8","3"
"DEN-0.0","2011-06-15  13:13:13","107","10,1","1237","8,3","18","=","270","-2","0,1","200,8","0,5","54,1","0,1","105722","0,1","0,3","4,4","0,5","2,354","432,8","5036","24240","23","2,8","131926","20","2","38","0,6","7,4","0,5","0,5","1","1,1","1,3","12,5"
"DEN-0.0","2011-07-05  13:22:06","107","9,27","1354","8,3","22,2","=","1000","-2","0,1","115,3","0,5","58,5","0,1","101442","0,1","0,2","3,1","0,4","2,228","456,4","4942","25160","16,7","5,5","143078","20","1,9","31","0,4","3,8","0,5","0,5","1","1,1","1,3","8,7"
"DEN-0.0","2011-11-01  13:32:45","106","12,09","1528","8,1","9,3","=","1100","1","0,1","247,8","0,4","78,1","0,1","136114","0,1","0,5","4,9","0,8","3,652","613,4","5528","28600","66,6","2,4","128250","45,3","2,5","43","0,5","10,3","0,5","0,5","1","1,5","1","19,4"
"DEN-0.0","2011-11-16  13:53:42","99","11,09","1109","8,1","10,2","=","900","-1","0,1","143,3","0,6","65,1","0,1","110670","0,1","0,4","4,7","0,8","1,994","340,2","5520","24120","53,7","2,6","83860","20","2","27","0,4","4,7","0,5","0,5","1","1,2","0,8","14,7"
"DEN-0.8P1","2011-05-17  13:06:40","110","12,29","530","8,2","10,4","=","54","-1","0,1","501,8","0,4","37,5","0,1","68980","0,1","0,4","6,7","0,9","3,418","602,8","3728","10764","29,9","1,4","19714","118,3","1,9","40","0,8","14,1","0,5","0,5","1","1,1","1,5","21"
"DEN-0.8P1","2011-06-15  12:55:33",,"14,08","718","8,6","27,5","=","910","-2","0,1","696,2","0,8","51,6","0,1","79820","0,142","0,6","8,3","1,1","3,894","983,6","6270","19380","39","2,6","39400","38,9","2,8","61","1","24,5","0,5","0,5","1","1,3","3,1","15,5"
"DEN-0.8P1","2011-07-05  12:48:16",,,"661","8,5","30,7","=","140","-2","0,1","710,8","1","51","0,1","71340","0,1","0,6","10,1","1","3,606","827,6","7092","17992","48,7","2,9","40400","20","2,9","46","0,8","18,3","0,5","0,5","1","1,1","3,5","12"
"DEN-0.8P1","2011-08-31  12:34:18","120","11","810","8,4","20,3","=","290","-2","0,1","454,6","0,6","65,3","0,1","98180","0,1","0,5","8,5","0,7","2,304","680","7704","18810","32,2","2,8","33520","20","2,3","37","0,5","16,1","0,5","0,5","1","1,6","1,9","7,3"
"DEN-0.8P1","2011-09-27  12:27:20","107","9,79","955","8,3","19,9","=","820","-1","0,1","5992,4","1,6","138,9","0,218","116104","0,1","3,5","8,3","9","8,642","7198","10132","28940","170,5","2,9","45920","20","9,7","228","4,4","213,3","0,5","0,5","1","2,1","11,8","37,4"
"DEN-0.8P1","2011-11-01  12:58:01","109","12,65","901","8,2","8,8","=","54","1","0,1","2959,6","0,8","86,6","0,1","165700","0,1","1,5","5,6","3,4","4,228","2856","16196","32020","144","2,1","77820","157,6","4,2","86","2,1","65,6","0,5","0,5","1","1,9","4,5","29,1"
"DEN-0.8P1","2011-11-16  13:23:24","122","13,5","833","8,2","10,8","=","27","-1","0,1","383,4","0,5","65,8","0,1","110020","0,1","0,4","6,4","1","1,865","639,4","8336","23280","54,1","2,6","33480","44,3","2","31","0,5","13,9","0,5","0,5","1","1,7","1,5","19,5"
"DEN-2.6","2011-05-17  12:19:03","101","11,36","1147","7,9","10,1","=","1900","-1","0,1","364,6","0,4","40,7","0,1","82320","0,1","0,3","3,6","1,2","3,356","449,8","3214","18402","29","2,7",,"29,7","1,9","36","1,2","11,4","0,5","0,5","1","1,2","1,3","15,8"
"DEN-2.6","2011-06-15  12:41:50",,,"1803","8,3","22,3","=","910","-2","0,1","125,7","0,4","63,7","0,1","130254","0,1","0,3","3,5","0,5","4,064","385,8","6062","33460","27,7","5","205012","20","1,9","74","0,5","4,9","0,5","0,5","1","1,4","0,9","9,8"
"DEN-2.6","2011-07-05  12:25:07",,,"1153","8,3","24,1","=","44000","-2","0,1","104,6","0,5","40,7","0,1","84540","0,1","0,3","5,5","0,4","3,236","308,2","3788","20220","26,3","6","110280","20","1,5","45","0,6","5,4","0,5","0,5","1","0,8","1,1","11"
"DEN-2.6","2011-08-31  12:21:22","127","11,56","1730","8,2","20,6","=","360","-2","0,1","30,5","0,3","62","0,1","126382","0,1","0,4","12,9","0,5","3,298","212,8","5954","30220","14,5","4,7","160912","20","2,7","53","0,2","3,7","0,5","0,5","1","1,5","0,6","11"
"DEN-2.6","2011-09-27  11:38:07","130","12,06","1681","8,3","19,4","=","3300","-1","0,1","29,4","0,4","57,2","0,1","110146","0,1","0,2","3,2","0,3","3,15","271,6","4744","28340","11,2","3,4","177540","20","1,5","64","0,4","2,4","0,5","0,5","1","1","0,7","9,1"
"DEN-2.6","2011-11-01  12:42:46","113","11,75","1471","8,1","13,4","=","3700","1","0,1","614,2","0,6","58,7","0,1","111764","0,1","0,7","3,3","2,4","7,702","1458,2","4036","22760","51,4","1,7","139804","43,4","2,8","119","3,2","46,8","0,5","0,5","1","0,9","2","28,5"
"DEN-2.6","2011-11-16  13:10:40","118","12,49","1494","8,2","12,7","=","1500","-1","0,1","237,8","0,4","64,7","0,1","118118","0,1","0,4","3,4","1","3,642","643,2","4292","29520","44,8","3,4","140460","20","2","64","0,8","13,6","0,5","0,5","1","1,1","1","16,7"
"DEN-3.2","2011-05-17  11:56:42","97","10,93","1172","7,8","10","=","3200","-1","0,1","111,9","0,2","32,5","0,1","66820","0,1","0,2","3","0,6","2,862","235","2692","17178","17,9","1,9",,"37,5","1,4","33","0,7","7,2","0,5","0,5","1","0,9","0,7","13,8"
"DEN-3.2","2011-06-15  12:04:36",,,"1892","8","20,2","=","1100","-2","0,1","28,6","0,3","62,8","0,1","139168","0,1","0,2","2,8","0,3","3,33","428","5084","33920","28,3","4,1","218146","60,2","1,6","94","0,3","2,2","0,5","0,5","1","1,1","0,6","16,1"
"DEN-3.2","2011-07-05  11:44:12","118","10,46","887","7,9","21,3","=","1700","-2","0,1","165,9","0,4","36,5","0,1","71800","0,1","0,3","3,4","0,6","3,884","430,6","3416","16634","29,5","6,2","83400","24,4","1,5","50","0,9","8","0,5","0,5","1","0,5","1,2","16"
"DEN-3.2","2011-08-31  11:43:32","114","10,48","1735","7,9","19,3","=","3300","-2","0,1","34,8","0,3","63,1","0,1","126690","0,1","0,4","12","0,4","3,222","245,8","5478","29360","16,1","4","172380","20","2,2","47","0,3","3,1","0,5","0,5","1","1,3","0,7","15,7"
"DEN-3.2","2011-09-27  11:25:36","110","10,24","1012","8,2","19,3","=","4200","-1","0,1","41","0,4","39,5","0,1","78820","0,1","0,1","2,8","0,7","2,84","296,6","3212","18278","15,5","3,1","90640","20","1","64","0,3","2,6","0,5","0,5","1","0,5","0,9","7,5"
"DEN-3.2","2011-11-01  11:44:06","101","10,4","1616","7,8","13,8","=","6000","1","0,1","570,6","0,6","61,7","0,1","114706","0,1","0,8","3,7","1,8","9,124","1267,2","4496","23540","53,9","2,2","158468","135,3","2,7","137","2,5","37,4","0,5","0,5","1,4","1","1,8","26,2"
"DEN-3.2","2011-11-16  12:13:38","109","11,48","1485","7,8","12,8","=","2100","-1","0,1","30,7","0,3","63,8","0,1","117874","0,1","0,2","4,5","0,6","3,28","372","4060","28120","36,6","3","147268","51,1","1,6","59","0,3","2,7","0,5","0,5","1","0,9","0,5","16,4"
"IDS-1","2011-05-03  13:15:12","106","10,81","701","8,2","14,3","<","10","0","0,1","5,8","0,5","60,1","0,1","75460","0,1","0,1","4","0,3","0,5","44,2","2246","22700","14,1","1,2","33140","20","0,5","15","0,2","1,3","0,5","0,5","1","1,8","0,3","3"
"IDS-1","2011-06-13  11:03:32","81","7,34","614","8","19","=","45","0","0,1","5","0,6","37,8","0,1","40200","0,1","0,1","5,4","0,3","0,5","38,7","1138,6","26800","17,6","1","42080","20","0,5","11","0,2","0,5","0,5","0,5","1","0,6","0,5","3"
"IDS-1","2011-07-18  10:25:58","93","7,49","654","8,1","26,3","=","18","1","0,1","24,7","1,4","45,5","0,1","60940","0,1","0,1","8","0,3","0,5","94,7","4198","14840","149","1","21000","20","0,5","35","0,2","3,3","0,5","0,5","1","0,4","1","3"
"IDS-1","2011-09-06  10:11:44",,,"615","7,8","21,1","=","27","0","0,1","9","0,8","43,4","0,1","48920","0,1","0,1","7,5","0,3","0,5","39,1","3074","23200","60,3","1","38200","20","0,5","18","0,2","1,8","0,5","0,5","1","0,3","0,3","4,5"
"IDS-1","2011-09-12  10:44:15","88","7,81","640","8,1","21,4","=","360","-2","0,1","14,4","0,8","45","0,1","51160","0,1","0,1","7,1","0,3","0,5","51,2","3162","24220","20,6","1","40100","20","0,5","17","0,2","1,6","0,5","0,5","1","0,3","0,4","4,4"
"IDS-1","2011-10-24  10:17:38","81","8,93","561","8,3","10,5","=","18","1","0,1","6,2","0,6","42,6","0,1","48520","0,1","0,1","6,2","0,3","0,5","28,7","3202","20280","13,2","1","32920","20","0,5","13","0,2","0,6","0,5","0,5","1","0,4","0,4","3"
"IDS-1","2011-11-09  09:53:06","103","12,24","596","8,3","7,7","<","10","-1","0,1","31,3","0,6","42","0,1","50960","0,1","0,1","6,4","0,5","0,82","50,8","3586","22900","9,4","1","37420","21,1","0,5","12","0,2","1","0,5","0,5","1","0,5","0,4","5,4"
"IDS-2","2011-05-03  13:26:33","101","10,61","546","8","12,9","=","27","0","0,1","47,5","0,7","40,4","0,1","72780","0,1","0,1","6","0,3","0,919","124,3","4066","13634","73,1","1","19152","151,2","0,7","30","0,5","5,7","0,5","0,5","1","0,5","0,6","11,7"
"IDS-2","2011-06-13  11:12:32","95","8,62","527","8","19,4","=","45","0","0,1","19,1","0,7","42,6","0,1","62760","0,1","0,1","6,6","0,3","0,587","83,6","4398","13814","112,6","1","19408","20","0,7","44","0,2","4,9","0,5","0,5","1","0,5","0,7","3"
"IDS-2","2011-07-18  10:36:47","102","8,27","523","8,4","26,2","=","18","1","0,1","5","0,7","45,3","0,1","39960","0,1","0,1","7","0,3","0,5","30,5","2586","25860","6,1","1","42960","20","0,5","11","0,2","0,7","0,5","0,5","1","0,3","0,3","3"
"IDS-2","2011-09-06  10:22:57","62","5,39","514","7,9","21,2","<","10","0","0,1","17,4","1,7","47","0,1","62160","0,1","0,1","8,5","0,3","0,5","89,5","4268","14714","438,6","1","20760","20","0,5","101","0,2","3,7","0,5","0,5","1","0,3","0,9","3,8"
"IDS-2","2011-09-12  10:58:26","93","8,23","525","8,1","21,3","=","36","-2","0,1","19,6","1,6","45","0,1","62040","0,1","0,1","8,2","0,3","0,5","84,1","4246","15086","272,2","1","21360","20","0,5","78","0,3","1,7","0,5","0,5","1","0,3","0,9","3"
"IDS-2","2011-10-24  10:30:46","72","7,79","471","8,1","11,7","<","10","1","0,1","27,4","1,1","38,4","0,1","57960","0,1","0,1","7","0,4","0,5","160,8","4150","13670","100,6","1","19284","135,8","0,6","57","0,3","2","0,5","0,5","1","0,3","0,9","3"
"IDS-2","2011-11-09  10:12:46","74","8,56","507","8","8,8","=","18","-1","0,1","37,3","1","39,9","0,1","63100","0,1","0,1","6,6","0,5","0,5","197,9","4550","15014","79,9","1","21100","186,3","0,6","44","0,4","1,9","0,5","0,5","1","0,4","0,7","3,8"
"JAM-0.0","2011-05-10  12:36:08","106","12,04","1810","8","9,7","<","10","1","0,1","78,1","0,2","54,1","0,1","131616","0,1","0,1","3,9","0,3","2,698","208,8","3746","29460","27,4","1,5","193740","20","1,7","54","0,5","6,8","0,5","0,5","1","1,5","0,7","9,8"
"JAM-0.0","2011-06-27  11:43:58","90","8,32","1466","8,1","16,2","=","820","-2","0,1","35,9","0,4","56,5","0,1","123296","0,1","0,1","2,7","0,3","2,564","156,3","3988","26940","28,2","1,7","149944","35,5","1,4","51","0,2","1,1","0,5","0,5","1","1,1","0,9","7,1"
"JAM-0.0","2011-08-29  11:08:29","98","9,23","816","8,1","18,2","=","1800","0","0,1","3372,1","0,7","64,3","0,102","81360","0,1","2,1","4,5","9,6","8,092","3744","3682","16326","78,5","1,3","53160","20","7,4","139","2","86,8","0,5","0,5","1","0,9","8,3","17,5"
"JAM-0.0","2011-09-19  10:38:03","102","10,2","1670","8,1","15,4","=","1400","1","0,1","21,9","0,2","51,7","0,1","110608","0,1","0,1","2,4","0,3","2,122","104","4568","31660","6,5","1,9","193190","20","1,5","28","0,2","1","0,5","0,5","1","1,1","0,5","5,8"
"JAM-0.0","2011-11-07  11:11:41","98","11,06","1545","8","9,9","=","39000","0","0,1","103,1","1","51,5","0,1","117426","0,1","0,2","2,1","0,8","1,858","221,2","4552","32140","23,1","2,6","169960","20","1,8","23","0,2","3,4","0,5","0,7","1","1,1","0,8","6,9"
"JAM-0.0","2011-11-21  11:06:58","105","12,47","1640","8,1","7,5","=","4400","1","0,1","40,3","0,3","52,6","0,1","117480","0,1","0,1","2,5","0,7","2,08","145","4920","33620","11,9","2,3","181828","20","1,5","29","0,2","1,4","0,5","0,5","1","1","0,6","9,3"
"JAM-1.3","2011-05-10  13:00:27","109","11,62","1168","8,2","12,4","=","140","1","0,1","168","0,2","60,3","0,1","134108","0,1","0,2","2,6","0,6","2,714","537","2454","22580","62,3","1","70660","48,7","1,5","58","0,8","18,4","0,5","0,5","1","1","0,8","9"
"JAM-1.3","2011-06-08  10:38:21",,,"836","7,9","15,1","=","22000","1","0,1","345,4","0,3","45,8","0,1","81980","0,1","0,2","3,3","0,8","4,414","384,4","4060","14736","34,8","1","64180","643,8","1,5","70","0,3","8","0,5","0,5","1","0,5","0,9","8,8"
"JAM-1.3","2011-06-27  11:58:49","97","9,34","1132","8,1","16,9","=","260","-2","0,1","41,9","0,3","69,3","0,1","140172","0,1","0,1","2,8","0,3","4,078","257,8","3368","23220","22,7","1,1","83060","20","1,4","50","0,2","1,7","0,5","0,5","1","0,9","0,8","5,3"
"JAM-1.3","2011-08-29  11:19:39","100","9,58","1080","8,1","17,7","=","2100","0","0,1","103,1","0,3","53,4","0,1","105158","0,1","0,2","2,6","1,3","3,27","220,2","2776","17402","21,3","1","74840","20","1,5","47","0,6","12,8","0,5","0,5","1","0,9","0,8","9,8"
"JAM-1.3","2011-09-19  10:49:48","97","9,98","1174","8,2","13,8","=","200","1","0,1","83,1","0,2","67,5","0,1","129342","0,1","0,1","2,3","0,3","2,13","243,2","3132","24380","15,3","1","92040","20","1,1","28","0,4","6,4","0,5","0,5","1","1","0,7","5,6"
"JAM-1.3","2011-11-07  11:34:14","98","11,87","1076","8,1","7,2","=","1500","0","0,1","51,1","0,3","53,2","0,1","134770","0,1","0,3","2,3","0,6","1,671","263,8","5134","36820","40,5","2,1","171412","20","2,3","36","0,3","4,8","0,5","0,5","1","1,3","0,4","16,7"
"JAM-1.3","2011-11-21  11:19:09","99","13,1","1044","8,2","3,5","=","1700","1","0,1","131,6","0,2","65,1","0,1","124502","0,1","0,2","3,2","0,7","3,36","334,8","3992","24180","24,2","1","62820","20","1,8","29","0,4","4,3","0,5","0,5","1","0,9","0,6","7,7"
"JAM-j(1)","2011-05-10  12:50:10","100","11,2","3728","7,8","9,6","=","2000","1","0,1","47,1","0,2","48,9","0,1","166092","0,1","0,2","2,3","0,3","1,355","191,7","8156","54640","24,9","3,5","524440","20","2,3","14","0,4","4","0,5","0,5","1","1,6","0,5","13,1"
"JAM-j(1)","2011-06-08  10:31:05",,,"1751","7,8","12,8","=","1200","1","0,1","477,4","0,4","61,9","0,1","127596","0,1","0,5","2,4","2","4,818","781,6","4496","34740","48,1","2","191290","20","2,9","83","1,7","31,5","0,5","0,5","1","1,6","1,7","25,7"
"JAM-j(1)","2011-11-07  11:24:20","86","9,33","1690","7,8","11,5","=","45","0","0,1","59,2","0,3","65,5","0,1","139634","0,1","0,1","2,6","0,7","3,5","276,4","3606","25600","16,5","1","67280","33,6","2,1","37","0,3","2,9","0,5","0,5","1","1","0,5","5,1"
"JAM-j(1)","2011-11-21  11:27:51","96","10,7","2558","7,9","10,3","=","5400","1","0,1","27,7","0,2","42,8","0,1","144798","0,1","0,3","1,6","0,6","1,1","236,6","8376","53460","24,7","3,8","342952","20","1,9","15","0,2","1,7","0,5","0,5","1","0,9","0,4","13"
"JAR-1","2011-05-03  11:30:59","110","12,28","303",,"10,6","<","10","0","0,1","38,4","0,7","31,5","0,1","39880","0,1","0,1","3,7","0,3","2,522","89","1596,2","7320","5,1","1","10848","105,3","0,7","12","0,3","1,2","0,5","0,5","1","0,3","0,5","3"
"JAR-1","2011-06-13  09:13:04","98","9,5","272","8,3","16,8","=","2000","0","0,1","44,4","0,6","33,6","0,1","32840","0,1","0,1","4,7","0,3","2,062","109,2","1524","6448","14,3","1","10092","37,9","0,7","14","0,2","2,2","0,5","0,5","1","0,2","0,4","3"
"JAR-1","2011-07-18  08:47:10","92","7,78","287","8,4","23,6","=","140","1","0,1","15,9","0,9","30,2","0,1","29800","0,1","0,1","5,7","0,3","2,03","103,9","1123,2","7914","16,4","1","12850","20","0,7","12","0,2","0,9","0,5","0,5","1","0,2","0,5","3"
"JAR-1","2011-09-06  08:52:50","92","8,49","304","8,9","19,2","=","1300","0","0,1","22,4","0,8","32","0,1","36440","0,1","0,1","4,7","0,3","1,345","99","1395,2","8020","54,9","1","12190","20","0,6","16","0,3","3,2","0,5","0,5","1","0,2","0,5","3"
