"Point d'échantillonnage","Date","Température (oC)","Conductivité (µs/cm2)","pH","Signe","Coliformes fécaux (colonies/100mL)"
"RDP-370","2011-07-13  15:11:58","24,5","85","7,7","=","45"
"RDP-370","2011-08-09  13:32:23","25,8","75","8","=","36"
"RDP-380","2011-06-06  16:45:19","19,9","100","8,1","=","24"
"RDP-380","2011-06-28  15:35:46","23,3","79","7,7","=","110"
"RDP-380","2011-07-19  15:57:30","26,8","88","8,1","=","560"
"RDP-380","2011-07-25  13:29:53","26,6","81","8,3","=","72"
"RDP-380","2011-09-26  13:20:46","21,5","90","8,4","=","440"
"RDP-380","2011-05-31  17:04:22","18,1","101","7,8","=","25"
"RDP-380","2011-06-13  16:10:51","18,6","90","7,8","=","2500"
"RDP-380","2011-08-30  13:52:36","21,2","89","8,7","=","590"
"RDP-380","2011-09-05  11:31:03","23","96","8","=","1500"
"RDP-380","2011-05-17  16:35:34","11,4","91","7,9","=","81"
"RDP-380","2011-06-22  15:48:23","22,7","79","7,9","=","36"
"RDP-380","2011-07-04  16:06:36","24,8","105","7,6","=","1900"
"RDP-380","2011-08-03  13:25:16","25,8","87","8,2","=","460"
"RDP-380","2011-08-15  13:23:26","25","81","8,6","=","590"
"RDP-380","2011-09-14  13:21:03","21,5","92","8,2","=","2200"
"RDP-380","2011-09-20  13:02:27","18,6","97","8,1","=","260"
"RDP-380","2011-05-25  16:07:55","17,5","109","8,2","=","26"
"RDP-380","2011-07-13  15:32:49","24,8","89","7,8","=","270"
"RDP-380","2011-08-09  13:52:47","26,6","76","8,5","=","82"
"RDP-380","2011-08-24  13:35:43","23,6","83","8,8","=","140"
"RDP-385","2011-06-06  16:54:18","19,2","92","8","=","40"
"RDP-385","2011-06-28  15:44:42","22,8","75","7,2","=","56"
"RDP-385","2011-07-19  16:04:06","26","74","8,2","=","340"
"RDP-385","2011-07-25  13:37:47","26,4","76","8,3","=","60"
"RDP-385","2011-09-26  13:28:27","21,3","99","8,8","=","33"
"RDP-385","2011-05-31  17:11:45","17,9","101","7,8","=","40"
"RDP-385","2011-06-13  16:18:55","18,6","85","7,7","=","2000"
"RDP-385","2011-08-30  13:44:13","21,4","89","8,7","=","700"
"RDP-385","2011-09-05  11:37:25","22,6","101","8,1","=","6000"
"RDP-385","2011-05-17  16:42:00","11,3","88","7,9","=","150"
"RDP-385","2011-06-22  15:57:08","22,5","78","7,7","=","27"
"RDP-385","2011-07-04  16:13:24","24","101","7,6","=","400"
"RDP-385","2011-08-03  13:32:42","26,2","89","8,8","=","440"
"RDP-385","2011-08-15  13:31:04","25,1","83","8,8","=","1000"
"RDP-385","2011-09-14  13:28:36","21,6","92","8,2","=","2300"
"RDP-385","2011-09-20  13:10:40","18,8","97","8,4","=","390"
"RDP-385","2011-05-25  16:17:30","16,7","107","8","=","25"
"RDP-385","2011-07-13  15:40:45","24,7","87","7,9","=","120"
"RDP-385","2011-08-09  14:02:16","27,1","77","8,8","=","72"
"RDP-385","2011-08-24  13:45:13","24,2","85","9,1","=","210"
"RDP-40","2011-06-06  09:45:53","18,4","114","7,9","=","19"
"RDP-40","2011-06-28  09:22:30","21,6","106","7,2","=","54"
"RDP-40","2011-07-19  09:37:57","23,6","128","7,7","=","5"
"RDP-40","2011-08-25  09:03:16","21,6","135","7,8","=","18"
"RDP-40","2011-05-31  10:00:41","17,5","151","7,6","=","66"
"RDP-40","2011-06-13  09:50:10","9,7","486","7,4","=","120"
"RDP-40","2011-09-15  08:55:10","17,2","108","7,5","=","58"
"RDP-40","2011-05-17  10:23:20","9,6","138","7,7","=","18"
"RDP-40","2011-06-22  09:45:44","19,6","261","7,6","=","1400"
"RDP-40","2011-07-04  09:38:37","24,1","117","7,8","=","99"
"RDP-40","2011-05-25  09:31:30","13,2","210","7,7","=","220"
"RDP-40","2011-07-13  09:14:01","22,2","150","7,4","=","8"
"RDP-40","2011-07-28  09:20:21","23,1","99","7,6","=","25"
"RDP-40","2011-08-04  08:34:56","21,2","123","7,8","=","40"
"RDP-40","2011-08-11  08:56:57","21","94","7,9","=","86"
"RDP-40","2011-08-18  08:41:32","22,2","138","7,9","=","16"
"RDP-40","2011-09-01  08:55:30","18,7","167","8,2","=","46"
"RDP-40","2011-09-08  08:55:50","17,9","147","7,9","=","38"
"RDP-40","2011-09-22  09:10:34","19,1","301","7,5","=","310"
"RDP-40","2011-09-28  10:46:53","18,2","118","7,8","=","13"
"RDP-400","2011-06-06  17:06:29","19,3","102","8,3","=","52"
"RDP-400","2011-06-28  15:54:21","22,6","77","7,3","=","110"
"RDP-400","2011-07-19  16:15:00","27,5","91","9,2","=","420"
"RDP-400","2011-07-25  13:48:29","26,2","82","8,7","=","49"
"RDP-400","2011-09-26  13:38:33","21,5","102","8,6","=","42"
"RDP-400","2011-05-31  17:23:56","17,9","100","7,9","=","190"
"RDP-400","2011-06-13  16:31:49","18,4","89","7,7","=","1900"
"RDP-400","2011-08-30  14:07:44","21,3","92","8,7","=","900"
"RDP-400","2011-09-05  11:45:44","22,9","96","8","=","14000"
"RDP-400","2011-05-17  16:54:02","11,2","86","7,9","=","140"
"RDP-400","2011-06-22  16:07:11","22,5","78","7,9","=","72"
"RDP-400","2011-07-04  16:25:05","24,8","103","7,7","=","1300"
"RDP-400","2011-08-03  13:42:47","26,8","95","9,2","=","410"
"RDP-400","2011-08-15  13:41:46","24,9","85","9,1","=","210"
"RDP-400","2011-09-14  13:38:10","21,5","84","8,8","=","2700"
"RDP-400","2011-09-20  13:20:14","18,8","98","8,9","=","120"
"RDP-400","2011-05-25  16:31:49","18","107","9","=","38"
"RDP-400","2011-07-13  15:52:16","25,1","94","9,2","=","99"
"RDP-400","2011-08-09  14:12:49","26,2","77","8,9","=","94"
"RDP-400","2011-08-24  13:56:06","23,6","86","9,2","=","110"
"RDP-420","2011-06-06  17:17:56","21,1","118","8,2","=","88"
"RDP-420","2011-06-28  16:04:47","22,8","91","7,6","=","110"
"RDP-420","2011-07-19  16:22:58","27,6","94","8,9","=","280"
"RDP-420","2011-07-25  13:59:24","26","84","8,8","=","110"
"RDP-420","2011-09-26  13:46:56","21,7","125","8,6","=","90"
"RDP-420","2011-05-31  17:35:00","20,1","127","7,9","=","100"
"RDP-420","2011-06-13  16:42:50","18,4","99","7,8","=","3300"
"RDP-420","2011-08-30  14:18:41","21,1","107","8,7","=","600"
"RDP-420","2011-09-05  11:54:43","22,2","116","7,8","=","910"
"RDP-420","2011-05-17  17:03:02","11,3","124","7,9","=","160"
"RDP-420","2011-06-22  16:17:08","23,1","82","8,4","=","110"
"RDP-420","2011-07-04  16:36:03","26,1","118","8,2","=","420"
"RDP-420","2011-08-03  13:52:42","26","92","8,7","=","1100"
"RDP-420","2011-08-15  13:50:16","24,7","85","8,5","=","120"
"RDP-420","2011-09-14  13:46:33","21,1","100","8,5","=","4000"
"RDP-420","2011-09-20  13:30:24","18,5","101","8,3","=","250"
"RDP-420","2011-05-25  16:45:34","21,1","148","8,6","=","11"
"RDP-420","2011-07-13  16:02:46","25,4","94","9,2","=","98"
"RDP-420","2011-08-09  14:22:09","27,3","75","8,6","=","490"
"RDP-420","2011-08-24  14:08:58","23,7","120","9,3","=","180"
"RDP-440","2011-06-06  17:28:46","19,6","93","7,9","=","91"
"RDP-440","2011-06-28  16:14:16","23","79","7,7","=","82"
"RDP-440","2011-07-19  16:31:12","27,7","92","8,8","=","390"
"RDP-440","2011-07-25  14:10:38","26,7","83","8,8","=","98"
"RDP-440","2011-09-26  13:56:34","25","101","9,7","=","5"
"RDP-440","2011-05-31  17:45:26","18,4","106","8","=","18"
"RDP-440","2011-06-13  16:54:33","18,2","92","7,8","=","3300"
"RDP-440","2011-08-30  14:28:14","22,2","99","9,2","=","520"
"RDP-440","2011-09-05  12:25:04","22,2","112","8,1","=","2400"
"RDP-440","2011-05-17  17:12:48","11,3","104","7,9","=","140"
"RDP-440","2011-06-22  16:35:12","23,1","82","8,2","=","63"
"RDP-440","2011-07-04  16:44:20","25,5","107","8,3","=","91"
"RDP-440","2011-08-03  14:02:04","27,2","92","9","=","700"
"RDP-440","2011-08-15  14:02:43","25,2","84","9,6","=","52"
"RDP-440","2011-09-14  13:55:47","21,3","105","8,7","=","2100"
"RDP-440","2011-09-20  13:48:02","19,2","102","9,4","=","18"
"RDP-440","2011-05-25  16:56:03","17,6","115","8,4","=","52"
"RDP-440","2011-07-13  16:12:46","25,4","92","8,9","=","86"
"RDP-440","2011-08-09  14:31:54","27,4","83","9,3","=","63"
"RDP-440","2011-08-24  15:39:18","26,4","97","9,9","=","25"
"RDP-460","2011-06-06  17:40:49","19,5","93","7,9","=","110"
"RDP-460","2011-06-28  16:27:39","23,1","79","7,6","=","86"
"RDP-460","2011-07-19  16:41:25","27","88","8,6","=","550"
"RDP-460","2011-07-25  14:22:36","26,7","84","8,6","=","74"
"RDP-460","2011-09-26  14:07:28","21,9","103","9,3","=","82"
"RDP-460","2011-05-31  17:56:48","18,7","113","7,9","=","42"
"RDP-460","2011-06-13  17:10:36","18,1","94","7,8","=","5000"
"RDP-460","2011-08-30  14:39:42","21,6","100","8,9","=","570"
"RDP-460","2011-09-05  12:34:47","22,6","112","8,1","=","1100"
"RDP-460","2011-05-17  17:26:28","11","98","8","=","210"
"RDP-460","2011-06-22  16:51:12","23,2","82","8","=","72"
"RDP-460","2011-07-04  16:57:58","24,6","104","8,2","=","700"
"RDP-460","2011-08-03  14:13:12","26,6","82","8,8","=","600"
"RDP-460","2011-08-15  14:14:32","24,6","84","8,8","=","220"
"RDP-460","2011-09-14  14:07:18","21,6","111","8,6","=","3400"
"RDP-460","2011-09-20  13:59:28","18,7","97","8,8","=","54"
"RDP-460","2011-05-25  17:10:55","16,9","114","8,1","=","72"
"RDP-460","2011-07-13  16:27:22","25,2","89","8,3","=","54"
"RDP-460","2011-08-09  14:47:39","26,8","80","8,9","=","310"
"RDP-460","2011-08-24  15:51:41","23,6","91","8,9","=","150"
"RDP-480","2011-06-06  17:48:56","18,8","196","7,9","=","4800"
"RDP-480","2011-06-28  16:35:15","22,8","365","7,5","=","25000"
"RDP-480","2011-07-19  16:48:33","25,7","250","8,5","=","810"
"RDP-480","2011-07-25  14:31:30","24,9","341","8,4","=","100"
"RDP-480","2011-09-26  14:15:42","19,9","803","8,4","=","2800"
"RDP-480","2011-05-31  18:05:43","17,2","462","7,7","=","15000"
"RDP-480","2011-06-13  17:20:29","14,8","678","7,6","=","50000"
"RDP-480","2011-08-30  14:48:52","17,8","475","8,1","=","800"
"RDP-480","2011-09-05  12:43:16","19,9","637","8","=","2000"
"RDP-480","2011-05-17  17:33:43","10,9","91","7,8","=","120"
"RDP-480","2011-06-22  17:00:23","21,1","515","7,9","=","20000"
"RDP-480","2011-07-04  17:05:54","24","182","7,7","=","600"
"RDP-480","2011-08-03  14:22:08","25,4","268","8,6","=","1300"
"RDP-480","2011-08-15  14:22:23","23","333","8,6","=","330"
"RDP-480","2011-09-14  14:14:02","19","519","8,3","=","1200"
"RDP-480","2011-09-20  14:07:02","16,8","818","8,1","=","43000"
"RDP-480","2011-05-25  17:18:20","17,7","239","8,1","=","5500"
"RDP-480","2011-07-13  16:37:58","22,8","355","7,9","=","5000"
"RDP-480","2011-08-09  14:56:26","26,4","202","8,9","=","1800"
"RDP-480","2011-08-24  16:03:42","21,2","481","8,3",">","6000"
"RDP-500","2011-09-26  14:28:55","23,8","116","9,3","=","92"
"RDP-500","2011-06-06  17:59:57","20,2","99","8,2","=","58"
"RDP-500","2011-06-28  16:45:43","24","101","8","=","170"
"RDP-500","2011-07-19  17:02:22","27,4","97","8,8","=","430"
"RDP-500","2011-07-25  14:45:13","26,8","88","8,9","=","46"
"RDP-500","2011-05-31  18:17:00","19,1","112","8,2","=","48"
"RDP-500","2011-06-13  17:31:42","17,4","148","8,3","=","6100"
"RDP-500","2011-08-30  15:01:24","20,5","125","8,3","=","900"
"RDP-500","2011-09-05  12:53:55","22,2","130","8,4","=","2500"
"RDP-500","2011-09-14  14:25:38","21,2","129","8,7","=","2100"
"RDP-500","2011-09-20  14:17:40","18,5","113","8,8","=","600"
"RDP-500","2011-05-17  17:44:16","11","102","7,9","=","170"
"RDP-500","2011-06-22  17:10:12","23,6","92","8,4","=","90"
"RDP-500","2011-07-04  17:21:33","25,9","148","7,9","=","270"
"RDP-500","2011-08-03  14:35:31","25,8","103","8,9","=","340"
"RDP-500","2011-08-15  14:34:19","24,2","94","8,8","=","280"
"RDP-500","2011-05-25  17:29:47","17,7","123","8,3","=","40"
"RDP-500","2011-07-13  16:50:14","25,3","96","8,5","=","44"
"RDP-500","2011-08-09  15:13:41","26,9","90","9","=","160"
"RDP-500","2011-08-24  16:19:09","24,5","111","8,7","=","490"
"RDP-520","2011-06-06  18:09:25","20,1","96","8","=","31"
"RDP-520","2011-06-28  16:54:25","23,4","97","7,8","=","81"
"RDP-520","2011-07-19  17:14:22","27,3","112","9","=","260"
"RDP-520","2011-07-25  14:56:46","26,1","100","9,1","=","42"
"RDP-520","2011-09-26  14:38:58","21,1","138","9,1","=","82"
"RDP-520","2011-05-31  18:26:34","19,2","115","8","=","48"
"RDP-520","2011-06-13  17:40:47","17,7","106","8,2","=","6100"
"RDP-520","2011-08-30  15:10:32","20,6","140","8,2","=","1300"
"RDP-520","2011-09-05  13:01:38","21,2","144","8,2","=","820"
"RDP-520","2011-05-17  17:53:05","10,8","106","7,8","=","220"
"RDP-520","2011-06-22  17:19:04","23,7","109","8,3","=","180"
"RDP-520","2011-07-04  17:29:28","25,1","122","8,1","=","140"
"RDP-520","2011-08-03  14:45:09","24,2","114","8,9","=","1000"
"RDP-520","2011-08-15  14:45:09","23,9","104","8,9","=","110"
"RDP-520","2011-09-14  14:34:24","20,1","170","8,6","=","2800"
"RDP-520","2011-09-20  14:28:06","18,2","151","8,8","=","320"
"RDP-520","2011-05-25  17:39:22","17,5","119","8,1","=","40"
"RDP-520","2011-07-13  16:58:18","24,6","111","8,5","=","220"
"RDP-520","2011-08-09  15:25:34","26,1","96","8,8","=","170"
"RDP-520","2011-08-24  16:31:16","23,4","258","8,6","=","260"
"RDP-540","2011-06-06  18:15:46","19,2","90","7,9","=","15"
"RDP-540","2011-06-28  17:00:18","23,1","80","7,7","=","220"
"RDP-540","2011-07-19  17:20:28","26,1","88","8,3","=","370"
"RDP-540","2011-07-25  15:03:26","26,2","83","8,5","=","44"
"RDP-540","2011-09-26  14:45:52","20,8","95","8,5","=","74"
"RDP-540","2011-05-31  18:31:52","18,5","104","7,9","=","430"
"RDP-540","2011-06-13  17:45:11","18","93","8,1","=","3700"
"RDP-540","2011-08-30  15:16:56","20,4","97","8,2","=","700"
"RDP-540","2011-09-05  13:06:37","22,6","98","8,2","=","640"
"RDP-540","2011-05-17  17:59:04","10,9","91","7,8","=","81"
"RDP-540","2011-06-22  17:24:45","23","84","8","=","45"
"RDP-540","2011-07-04  17:35:49","24,7","106","8","=","550"
"RDP-540","2011-08-03  14:52:33","25,2","91","8,2","=","350"
"RDP-540","2011-08-15  14:52:32","24,2","76","8,3","=","180"
"RDP-540","2011-09-14  14:40:18","21,4","102","8,3","=","3300"
"RDP-540","2011-05-25  17:45:19","16,9","110","8","=","44"
"RDP-540","2011-07-13  17:03:42","24,8","88","8,2","=","54"
"RDP-540","2011-08-09  15:33:58","25,9","78","8,4","=","94"
"RDP-540","2011-08-24  16:38:31","22,6","89","8,3","=","170"
"RDP-540","2011-09-20  14:34:53","18,3","97","8,3","=","99"
"RDP-550","2011-06-06  18:23:28","19,7","93","7,8","=","48"
"RDP-550","2011-06-28  17:08:26","23,7","101","7,7","=","330"
"RDP-550","2011-07-19  17:28:10","28,5","117","8","=","480"
"RDP-550","2011-07-25  15:10:03","27,9","87","8,4","=","140"
"RDP-550","2011-09-26  14:53:56","23,8","118","8,4","=","130"
"RDP-550","2011-05-31  18:39:01","18,7","106","7,9","=","330"
"RDP-550","2011-06-13  17:52:38","18","99","8","=","3400"
"RDP-550","2011-08-30  15:24:14","20,8","105","8,1","=","1400"
"RDP-550","2011-09-05  13:13:14","22,2","107","8,2","<","10"
"RDP-550","2011-05-17  18:06:14","10,8","94","7,9","=","130"
"RDP-550","2011-06-22  17:33:22","23,9","99","8,1","=","63"
"RDP-550","2011-07-04  17:43:16","26,5","119","7,8","=","210"
"RDP-550","2011-08-03  15:01:22","27,9","104","8,1","=","1600"
"RDP-550","2011-08-15  15:00:02","25,3","98","8,8","=","100"
"RDP-550","2011-09-14  14:47:48","22,4","139","8,7","=","2000"
"RDP-550","2011-09-20  14:43:55","19,4","134","8,9","=","140"
"RDP-550","2011-05-25  17:54:30","16,9","112","7,8","=","72"
"RDP-550","2011-07-13  17:11:11","26,3","111","8,2","=","200"
"RDP-550","2011-08-09  15:43:03","27,1","89","8,4","=","260"
"RDP-550","2011-08-24  16:48:11","23,9","114","8,1","=","1200"
"RDP-560","2011-06-06  18:32:59","19,4","101","7,7","=","28"
"RDP-560","2011-06-28  17:15:21","22,8","80","7,8","=","98"
"RDP-560","2011-07-19  17:36:03","27,1","94","8,4","=","570"
"RDP-560","2011-07-25  15:20:35","26,9","86","8,7","=","72"
"RDP-560","2011-09-26  15:03:45","22,3","116","7,9","=","88"
"RDP-560","2011-05-31  18:47:00","18,5","107","7,8","=","91"
"RDP-560","2011-06-13  18:00:31","18","96","7,9","=","3600"
"RDP-560","2011-08-30  15:35:51","20,4","101","8,1","=","1100"
"RDP-560","2011-09-05  13:21:14","22,4","84","8,1","=","420"
"RDP-560","2011-05-17  18:13:21","10,7","93","7,9","=","170"
"RDP-560","2011-06-22  17:41:40","22,8","86","8","=","110"
"RDP-560","2011-07-04  17:50:38","24,5","106","8","=","390"
"RDP-560","2011-08-03  15:10:27","25,8","95","8,2","=","600"
"RDP-560","2011-08-15  15:09:16","24,7","89","8,1","=","200"
"RDP-560","2011-09-14  14:55:59","21,5","107","8,3","=","2900"
"RDP-560","2011-09-20  14:52:35","18,7","99","8,4","=","150"
"RDP-560","2011-05-25  18:03:43","16,7","119","7,7","=","18"
"RDP-560","2011-07-13  17:18:43","24,8","104","8,1","=","210"
"RDP-560","2011-08-09  15:52:35","25,9","72","8,4","=","72"
"RDP-560","2011-08-24  16:57:29","23,2","68","8,1","=","250"
"RDP-60","2011-06-06  09:57:28","19,9","110","8,5","<","2"
"RDP-60","2011-06-28  09:34:09","22,7","97","7,7","=","10"
"RDP-60","2011-07-19  09:49:23","25,3","116","8,6","<","2"
"RDP-60","2011-08-25  09:12:01","20,5","286","7,8","=","11"
"RDP-60","2011-05-31  10:10:24","19,4","137","7,9","=","15"
"RDP-60","2011-06-13  10:00:57","18,2","129","8,2","=","11"
"RDP-60","2011-09-15  09:04:57","17,5","422","7,8","=","1100"
"RDP-60","2011-05-17  10:41:17","10,1","203","8","=","45"
"RDP-60","2011-06-22  09:59:27","22,6","112","8,7","=","2"
"RDP-60","2011-07-04  09:47:53","25,4","98","8,1","=","7"
"RDP-60","2011-05-25  09:48:57","15,9","212","8","=","76"
"RDP-60","2011-07-13  09:25:10","24,6","305","8,5","=","3"
"RDP-60","2011-07-28  09:31:12","25,3","131","8,8","<","2"
"RDP-60","2011-08-04  08:45:13","22,1","108","8,8","=","13"
"RDP-60","2011-08-11  09:07:26","20,5","234","7,9","=","1000"
"RDP-60","2011-08-18  08:54:46","23,1","148","9,1","=","18"
"RDP-60","2011-09-01  09:06:14","19,9","228","9,3","<","2"
"RDP-60","2011-09-08  09:05:55","19","173","8,3","=","350"
"RDP-60","2011-09-22  09:20:11","19,1","359","8,2","=","81"
"RDP-60","2011-09-28  11:03:16","18,6","196","8,3","=","11"
"RDP-75","2011-08-25  09:20:15","22,1","92","8,2","=","11"
"RDP-75","2011-06-06  10:07:32","18,8","90","8,1","=","3"
"RDP-75","2011-06-28  09:44:17","21,9","75","7,7","=","44"
"RDP-75","2011-07-19  09:58:43","25","86","8,2","=","5"
"RDP-75","2011-09-15  09:15:08","19,4","91","7,9","=","42"
"RDP-75","2011-05-31  10:23:15","16,8","100","7,9","=","10"
"RDP-75","2011-06-13  10:10:26","18,6","83","8,1","=","5"
"RDP-75","2011-05-17  10:49:47","10,5","95","8,1","=","45"
"RDP-75","2011-06-22  10:08:34","22,2","79","8,3","=","18"
"RDP-75","2011-07-04  09:59:03","23,8","98","8,2","=","3"
"RDP-75","2011-08-18  09:10:04","24,2","80","8,3","=","3"
"RDP-75","2011-09-01  09:18:43","21","89","8,4","=","15"
"RDP-75","2011-09-08  09:16:41","20,3","93","7,9","=","15"
"RDP-75","2011-09-22  09:30:15","19,2","104","8","=","8"
"RDP-75","2011-09-28  11:14:15","19,1","90","7,5","=","60"
"RDP-75","2011-05-25  09:57:01","15,6","112","8,1","=","5"
"RDP-75","2011-07-13  09:34:59","24,7","87","8,3","=","82"
"RDP-75","2011-07-28  09:39:06","25,9","78","8,5","=","7"
"RDP-75","2011-08-04  08:56:10","23,4","85","7,8","=","3"
"RDP-75","2011-08-11  09:16:58","23,2","76","8,2","=","18"
"RDP-77","2011-06-06  10:20:56","18,3","90","7,9","=","11"
"RDP-77","2011-06-28  09:54:23","22,4","81","7,7","=","100"
"RDP-77","2011-07-19  10:18:23","24,8","89","7,8","=","13"
"RDP-77","2011-08-25  09:30:38","22,4","127","8","=","40"
"RDP-77","2011-05-31  10:33:17","17,3","103","7,9","=","68"
"RDP-77","2011-06-13  10:21:35","18,5","82","8,1","=","60"
"RDP-77","2011-09-15  09:26:05","18,5","123","7,7","=","11"
"RDP-77","2011-05-17  11:02:03","10,5","97","8","<","10"
"RDP-77","2011-06-22  10:18:00","22,3","80","8,2","=","16"
"RDP-77","2011-07-04  10:10:01","24,5","100","7,9","=","44"
"RDP-77","2011-05-25  10:10:02","14,9","111","7,9","=","8"
"RDP-77","2011-07-13  09:45:59","23,8","90","7,7","=","26"
"RDP-77","2011-07-28  09:49:09","24,3","83","8","=","130"
"RDP-77","2011-08-04  09:08:01","22,6","85","7,8","=","13"
"RDP-77","2011-08-11  09:29:41","22,5","83","7,7","=","64"
"RDP-77","2011-08-18  09:22:01","23,4","81","8","=","3"
"RDP-77","2011-09-01  09:29:33","19,7","93","8,2","<","2"
"RDP-77","2011-09-08  09:35:34","19,8","92","7,9","=","7"
"RDP-77","2011-09-22  09:42:04","19,1","115","7,7","=","21"
"RDP-77","2011-09-28  11:34:07","18,9","89","8,9","=","800"
"RDP-80","2011-06-06  10:30:57","18,3","92","7,9","=","290"
"RDP-80","2011-06-28  10:00:44","22,1","78","7,6","=","82"
"RDP-80","2011-07-19  10:24:55","24,6","86","7,8","=","10"
"RDP-80","2011-08-25  09:37:57","22,2","99","7,9","=","7"
"RDP-80","2011-05-31  10:40:35","17,2","103","7,7","=","13"
"RDP-80","2011-06-13  10:29:46","18,4","84","8","=","160"
"RDP-80","2011-05-17  11:12:14","10,4","93","8","=","27"
"RDP-80","2011-06-22  10:25:27","21,4","82","8,1","=","8"
"RDP-80","2011-07-04  10:17:44","23,1","99","7,9","=","66"
"RDP-80","2011-05-25  10:19:55","14,8","110","7,8","=","21"
"RDP-80","2011-07-13  09:52:52","24","87","7,7","=","13"
"RDP-80","2011-07-28  09:56:27","24,8","72","8","=","10"
"RDP-80","2011-08-04  09:14:37","23,4","90","7,7","=","8"
"RDP-80","2011-08-11  09:35:44","23","79","7,9","=","40"
"RDP-80","2011-08-18  09:30:00","24","82","7,9","=","15"
"RDP-80","2011-09-01  09:38:46","20,7","104","8,1","=","21"
"RDP-80","2011-09-08  09:42:41","20","97","7,9","=","11"
"RDP-80","2011-09-15  09:33:33","19,5","87","7,7","=","54"
"RDP-80","2011-09-22  09:48:59","19,2","114","7,8","=","54"
"RDP-80","2011-09-28  11:47:26","19","97","8,6","=","200"
"RDP-95","2011-06-06  10:42:38","18,3","89","7,7","=","2"
"RDP-95","2011-06-28  10:10:29","22,1","75","7,5","=","410"
"RDP-95","2011-07-19  10:34:39","24,9","85","7,7","=","7"
"RDP-95","2011-08-25  09:48:42","22,3","90","7,9","<","2"
"RDP-95","2011-05-31  10:50:43","17,1","102","7,8","=","10"
"RDP-95","2011-06-13  10:41:25","18,5","81","8","=","27"
"RDP-95","2011-09-15  09:42:52","19,1","90","7,7","=","44"
"RDP-95","2011-05-17  11:24:53","10,5","99","8","=","27"
"RDP-95","2011-06-22  10:34:47","22,1","78","8,1","=","8"
"RDP-95","2011-07-04  10:27:52","23,4","99","7,9","=","78"
"RDP-95","2011-05-25  10:32:58","15","109","7,9","=","8"
"RDP-95","2011-07-13  10:03:30","24,2","86","7,6","=","13"
"RDP-95","2011-07-28  10:07:20","25,3","77","7,9","<","2"
"RDP-95","2011-08-04  09:23:51","23,5","82","7,8","=","7"
"RDP-95","2011-08-11  09:44:06","23,1","77","7,9","=","21"
"RDP-95","2011-08-18  09:40:30","24,1","80","7,8","=","3"
"RDP-95","2011-09-01  09:49:29","20,7","85","8,2","<","2"
"RDP-95","2011-09-08  09:55:16","20,3","89","7,9","=","7"
"RDP-95","2011-09-22  09:57:52","19,5","94","7,9","<","2"
"RDP-95","2011-09-28  12:03:48","19,6","87","7,5","=","30"
