"Année-Mois";"Station";"Engin";"Latitude";"Longitude";"Secteur";"Espèce";"Commentaires";"Présence / Absence"
"1996-09";"F41";"Filet maillant";"46.42361";"-72.37222";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F49";"Filet maillant";"46.58417";"-72.03472";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2013-09";"F64";"Filet maillant";"46.147255";"-72.913704";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F162";"Filet maillant";"46.50264";"-72.22533";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2009-09";"F30";"Filet maillant";"45.33317";"-73.92091";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F33";"Filet maillant";"45.68817";"-73.44393";"Montréal-Sorel";"Perchaude";"";"Absence"
"2011-09";"F039";"Filet maillant";"46.23628";"-72.78436";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2012-08";"F146";"Filet maillant";"46.45066";"-72.26541";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-09";"F58";"Filet maillant";"46.12852";"-72.94272";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-08";"F14";"Filet maillant";"46.193565";"-72.90928";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2001-09";"F122";"Filet maillant";"46.4137";"-72.38508";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2009-09";"F052";"Filet maillant";"46.27822";"-72.70399";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F136";"Filet maillant";"46.12222";"-72.99694";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F19";"Filet maillant";"45.20222";"-74.28";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F255";"Filet maillant";"45.23707";"-74.24187";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F115";"Filet maillant";"46.39053";"-72.41178";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2005-09";"F19";"Filet maillant";"45.37955";"-73.80689";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F109";"Filet maillant";"45.37917";"-73.80278";"Lac Saint-Louis";"Perchaude";"";"Absence"
"1997-09";"F19";"Filet maillant";"46.17694";"-72.81944";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F243";"Filet maillant";"46.07285";"-73.17683";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2006-09";"F21";"Filet maillant";"46.57989";"-72.02548";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2001-09";"F114";"Filet maillant";"46.38721";"-72.40862";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2011-09";"F093";"Filet maillant";"46.18165";"-72.80117";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2012-09";"F108";"Filet maillant";"46.38309";"-72.45382";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F27";"Filet maillant";"45.22972";"-74.24278";"Lac Saint-François";"Perchaude";"";"Absence"
"2005-09";"F18";"Filet maillant";"45.36409";"-73.79305";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2007-09";"F118";"Filet maillant";"46.25663";"-72.68684";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2012-10";"F78";"Filet maillant";"45.2174";"-73.25172";"Haut-Richelieu";"Perchaude";"";"Présence"
"2005-09";"F37";"Filet maillant";"45.38289";"-73.88781";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F71";"Filet maillant";"45.81697";"-73.31464";"Montréal-Sorel";"Perchaude";"";"Absence"
"2006-09";"F09";"Filet maillant";"46.67882";"-71.88213";"Grondines-Saint-Nicolas";"Perchaude";"";"Présence"
"2009-09";"F219";"Filet maillant";"45.1834";"-74.24198";"Lac Saint-François";"Perchaude";"";"Présence"
"2006-09";"F03";"Filet maillant";"46.59094";"-72.01109";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2004-09";"F225";"Filet maillant";"45.19483";"-74.27355";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F088";"Filet maillant";"46.18535";"-72.83218";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F29";"Filet maillant";"45.67772";"-73.44873";"Montréal-Sorel";"Perchaude";"";"Absence"
"1996-09";"F103";"Filet maillant";"45.2";"-74.20194";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F87";"Filet maillant";"45.88394";"-73.22108";"Montréal-Sorel";"Perchaude";"";"Absence"
"2009-09";"F067";"Filet maillant";"46.17161";"-72.91191";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2007-09";"F101";"Filet maillant";"46.19841";"-72.77971";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F21";"Filet maillant";"45.65514";"-73.48158";"Montréal-Sorel";"Perchaude";"";"Absence"
"2008-09";"F160";"Filet maillant";"46.49551";"-72.24325";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2007-09";"F077";"Filet maillant";"46.15649";"-72.86923";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F39";"Filet maillant";"46.23636";"-72.78426";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2012-08";"F160";"Filet maillant";"46.49496";"-72.2433";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2008-09";"F147";"Filet maillant";"46.44423";"-72.25559";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F14";"Filet maillant";"45.21083";"-74.21778";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F097";"Filet maillant";"46.19259";"-72.78499";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F119";"Filet maillant";"46.24914";"-72.66991";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F224";"Filet maillant";"46.14058";"-73.04298";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F122";"Filet maillant";"45.40861";"-73.84194";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2009-09";"F069";"Filet maillant";"46.16024";"-72.89721";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F111";"Filet maillant";"46.68111";"-71.54389";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2004-09";"F210";"Filet maillant";"45.20459";"-74.21183";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F089";"Filet maillant";"46.19602";"-72.83649";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2008-09";"F155";"Filet maillant";"46.4682";"-72.23984";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F23";"Filet maillant";"46.42972";"-72.33222";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2010-09";"F344";"Filet maillant";"45.51145";"-73.91765";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2013-09";"F101";"Filet maillant";"46.1981";"-72.77344";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2008-09";"F143";"Filet maillant";"46.43718";"-72.27957";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2007-09";"F029";"Filet maillant";"46.22595";"-72.83173";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-08";"F164";"Filet maillant";"46.5135";"-72.23469";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-09";"F60";"Filet maillant";"46.140083";"-72.92625";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1996-09";"F5";"Filet maillant";"46.41806";"-72.29139";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1996-09";"F3";"Filet maillant";"46.40611";"-72.33361";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F7";"Filet maillant";"46.66194";"-71.77667";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2001-09";"F52";"Filet maillant";"45.75564";"-73.42128";"Montréal-Sorel";"Perchaude";"";"Présence"
"1996-09";"F38";"Filet maillant";"46.4325";"-72.29056";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2003-09";"F201";"Filet maillant";"46.05853";"-73.1621";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F032";"Filet maillant";"46.24467";"-72.83375";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F236";"Filet maillant";"46.1225";"-72.99619";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F134";"Filet maillant";"45.23306";"-74.26028";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F42";"Filet maillant";"46.61056";"-71.96861";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2004-09";"F261";"Filet maillant";"45.19694";"-74.31672";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F105";"Filet maillant";"46.38299";"-72.46956";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F132";"Filet maillant";"45.25306";"-74.21889";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F071";"Filet maillant";"46.17872";"-72.89454";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F30";"Filet maillant";"45.38722";"-73.84167";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F109";"Filet maillant";"45.18778";"-74.29778";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F046";"Filet maillant";"46.26707";"-72.75126";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F157";"Filet maillant";"46.48698";"-72.24502";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2007-09";"F012";"Filet maillant";"46.18238";"-72.92756";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1996-09";"F133";"Filet maillant";"45.24111";"-74.24194";"Lac Saint-François";"Perchaude";"";"Présence"
"2003-09";"F237";"Filet maillant";"46.12695";"-72.98823";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F51";"Filet maillant";"46.268597";"-72.70434";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2003-09";"F253";"Filet maillant";"46.07247";"-73.07982";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2013-09";"F57";"Filet maillant";"46.11995";"-72.952156";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-09";"F133";"Filet maillant";"46.43424";"-72.33208";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2010-09";"F35";"Filet maillant";"45.70055";"-73.44095";"Montréal-Sorel";"Perchaude";"";"Absence"
"1996-09";"F128";"Filet maillant";"45.17583";"-74.345";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F100";"Filet maillant";"46.65361";"-71.73278";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2010-09";"F8";"Filet maillant";"45.60687";"-73.49896";"Montréal-Sorel";"Perchaude";"";"Présence"
"2001-09";"F65";"Filet maillant";"45.80036";"-73.33839";"Montréal-Sorel";"Perchaude";"";"Absence"
"2009-09";"F217";"Filet maillant";"45.19352";"-74.23731";"Lac Saint-François";"Perchaude";"";"Présence"
"2011-09";"F117";"Filet maillant";"46.24707";"-72.68912";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F22";"Filet maillant";"46.20167";"-72.78083";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2007-09";"F051";"Filet maillant";"46.2681";"-72.70428";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F131";"Filet maillant";"46.40971";"-72.33295";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2007-09";"F007";"Filet maillant";"46.17178";"-72.97534";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2004-09";"F266";"Filet maillant";"45.18941";"-74.34948";"Lac Saint-François";"Perchaude";"";"Présence"
"2011-09";"F23";"Filet maillant";"45.39175";"-73.7776";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2006-09";"F06";"Filet maillant";"46.65821";"-71.90063";"Grondines-Saint-Nicolas";"Perchaude";"";"Présence"
"1997-09";"F115";"Filet maillant";"46.7025";"-71.47139";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2013-09";"F87";"Filet maillant";"46.171574";"-72.83145";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F229";"Filet maillant";"46.09784";"-73.05736";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F332";"Filet maillant";"45.45012";"-73.98515";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2011-09";"F090";"Filet maillant";"46.17118";"-72.81171";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2001-09";"F143";"Filet maillant";"46.43667";"-72.27991";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2007-09";"F075";"Filet maillant";"46.17128";"-72.88186";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F48";"Filet maillant";"45.43694";"-73.75083";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F104";"Filet maillant";"46.37542";"-72.46153";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2002-09";"F033";"Filet maillant";"46.22875";"-72.81665";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F120";"Filet maillant";"46.257027";"-72.67271";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1995-09";"F139";"Filet maillant";"46.10444";"-73.00083";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F113";"Filet maillant";"46.05861";"-73.15444";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2005-09";"F67";"Filet maillant";"45.41899";"-73.80259";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2011-09";"F051";"Filet maillant";"46.26878";"-72.70448";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2010-09";"F312";"Filet maillant";"45.48814";"-74.2137";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2011-09";"F4";"Filet maillant";"45.33147";"-73.88012";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2013-09";"F121";"Filet maillant";"46.25543";"-72.65933";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2008-09";"F144";"Filet maillant";"46.43573";"-72.26759";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2009-09";"F29";"Filet maillant";"45.34755";"-73.9431";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-10";"F108";"Filet maillant";"45.30458";"-73.24775";"Haut-Richelieu";"Perchaude";"";"Présence"
"2002-09";"F088";"Filet maillant";"46.18475";"-72.8332";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F30";"Filet maillant";"46.41972";"-72.28972";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F10";"Filet maillant";"46.22889";"-72.85";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2003-09";"F223";"Filet maillant";"46.13223";"-73.06427";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2008-09";"F105";"Filet maillant";"46.38304";"-72.46932";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-10";"F49";"Filet maillant";"45.415245";"-73.85876";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F209";"Filet maillant";"46.14716";"-73.06738";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F006";"Filet maillant";"46.15968";"-72.9593";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F20";"Filet maillant";"46.18389";"-72.805";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F129";"Filet maillant";"46.09722";"-73.05917";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F117";"Filet maillant";"46.24791";"-72.68742";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F44";"Filet maillant";"45.73168";"-73.43961";"Montréal-Sorel";"Perchaude";"";"Absence"
"2012-09";"F03";"Filet maillant";"45.06304";"-73.12582";"Baie Missisquoi";"Perchaude";"";"Présence"
"2011-09";"F082";"Filet maillant";"46.17093";"-72.84866";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F114";"Filet maillant";"46.06722";"-73.13944";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F104";"Filet maillant";"45.18028";"-74.23028";"Lac Saint-François";"Perchaude";"";"Présence"
"1995-09";"F104";"Filet maillant";"46.0975";"-73.1325";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F25";"Filet maillant";"45.40152";"-73.76237";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F130";"Filet maillant";"45.42667";"-73.75167";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2004-09";"F232";"Filet maillant";"45.17457";"-74.32001";"Lac Saint-François";"Perchaude";"";"Présence"
"2013-10";"F80";"Filet maillant";"46.170856";"-72.864525";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2008-09";"F126";"Filet maillant";"46.41356";"-72.36729";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1997-09";"F35";"Filet maillant";"45.39861";"-73.85389";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F12";"Filet maillant";"45.62329";"-73.45705";"Montréal-Sorel";"Perchaude";"";"Absence"
"2003-09";"F266";"Filet maillant";"46.07097";"-73.02625";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2004-09";"F234";"Filet maillant";"45.1625";"-74.34522";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F15";"Filet maillant";"45.64177";"-73.46988";"Montréal-Sorel";"Perchaude";"";"Présence"
"2009-09";"F053";"Filet maillant";"46.26988";"-72.68846";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2007-09";"F052";"Filet maillant";"46.2749";"-72.70615";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F108";"Filet maillant";"46.21468";"-72.74243";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2005-09";"F32";"Filet maillant";"45.34225";"-73.90498";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2009-09";"F251";"Filet maillant";"45.24692";"-74.2127";"Lac Saint-François";"Perchaude";"";"Présence"
"1995-09";"F120";"Filet maillant";"46.09306";"-73.07444";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2013-09";"F118";"Filet maillant";"46.256866";"-72.68834";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2003-09";"F265";"Filet maillant";"46.06";"-73.06507";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2008-09";"F117";"Filet maillant";"46.40631";"-72.41878";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2007-09";"F081";"Filet maillant";"46.18233";"-72.87802";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F119";"Filet maillant";"46.12444";"-73.08417";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F35";"Filet maillant";"45.70086";"-73.44144";"Montréal-Sorel";"Perchaude";"";"Présence"
"1995-09";"F9";"Filet maillant";"46.18056";"-72.94611";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F163";"Filet maillant";"46.51156";"-72.23463";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1997-09";"F13";"Filet maillant";"46.67611";"-71.82333";"Grondines-Saint-Nicolas";"Perchaude";"";"Présence"
"2006-09";"F37";"Filet maillant";"46.65033";"-71.79733";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2007-09";"F002";"Filet maillant";"46.14108";"-72.96743";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-08";"F30";"Filet maillant";"46.24115";"-72.84741";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F22";"Filet maillant";"45.19278";"-74.21778";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F112";"Filet maillant";"46.23427";"-72.724";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2004-09";"F265";"Filet maillant";"45.17712";"-74.33928";"Lac Saint-François";"Perchaude";"";"Présence"
"2014-09";"F224";"Filet maillant";"45.2066";"-74.2791";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F63";"Filet maillant";"45.40098";"-73.81953";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F123";"Filet maillant";"45.15417";"-74.39639";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F037";"Filet maillant";"46.23647";"-72.80058";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F006";"Filet maillant";"46.16088";"-72.95863";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F77";"Filet maillant";"45.41336";"-73.76455";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2009-09";"F220";"Filet maillant";"45.21762";"-74.25449";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F17";"Filet maillant";"46.68139";"-71.84139";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2010-09";"F250";"Filet maillant";"46.07011";"-73.09977";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2010-09";"F337";"Filet maillant";"45.48673";"-73.95789";"Lac des Deux-Montagnes";"Perchaude";"";"Présence"
"2004-09";"F227";"Filet maillant";"45.19928";"-74.29294";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F116";"Filet maillant";"46.39938";"-72.41495";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2002-09";"F071";"Filet maillant";"46.1807";"-72.89705";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2009-09";"F221";"Filet maillant";"45.20731";"-74.26112";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F2";"Filet maillant";"46.63444";"-71.73944";"Grondines-Saint-Nicolas";"Perchaude";"";"Présence"
"2009-09";"F58";"Filet maillant";"45.392";"-73.83491";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-09";"F129";"Filet maillant";"46.42445";"-72.35474";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1996-09";"F129";"Filet maillant";"45.17833";"-74.33444";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F053";"Filet maillant";"46.26982";"-72.6894";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F25";"Filet maillant";"46.2625";"-72.77667";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2005-09";"F55";"Filet maillant";"45.42335";"-73.84737";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F15";"Filet maillant";"45.64101";"-73.46912";"Montréal-Sorel";"Perchaude";"";"Présence"
"2011-09";"F79";"Filet maillant";"45.42018";"-73.74669";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2009-09";"F41";"Filet maillant";"45.41256";"-73.88955";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2005-09";"F47";"Filet maillant";"45.39296";"-73.86029";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2010-09";"F82";"Filet maillant";"45.86177";"-73.23738";"Montréal-Sorel";"Perchaude";"";"Absence"
"2010-09";"F11";"Filet maillant";"45.62408";"-73.48854";"Montréal-Sorel";"Perchaude";"";"Absence"
"2007-09";"F107";"Filet maillant";"46.22605";"-72.75275";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-09";"F125";"Filet maillant";"46.40199";"-72.34693";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2012-09";"F117";"Filet maillant";"46.40609";"-72.41929";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F39";"Filet maillant";"46.4325";"-72.31611";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2001-09";"F80";"Filet maillant";"45.87613";"-73.27712";"Montréal-Sorel";"Perchaude";"";"Absence"
"2010-09";"F342";"Filet maillant";"45.5456";"-74.35536";"Lac des Deux-Montagnes";"Perchaude";"";"Absence"
"2004-09";"F220";"Filet maillant";"45.21704";"-74.25469";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-09";"F130";"Filet maillant";"46.4083";"-72.34525";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2009-09";"F095";"Filet maillant";"46.20422";"-72.81663";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F109";"Filet maillant";"46.226";"-72.73682";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F105";"Filet maillant";"46.21728";"-72.75498";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F83";"Filet maillant";"46.182144";"-72.86383";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-08";"F154";"Filet maillant";"46.47382";"-72.24964";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2012-09";"F12";"Filet maillant";"45.01774";"-73.11404";"Baie Missisquoi";"Perchaude";"";"Présence"
"2013-10";"F31";"Filet maillant";"46.23667";"-72.831795";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2014-09";"F226";"Filet maillant";"45.1813";"-74.2703";"Lac Saint-François";"Perchaude";"";"Présence"
"2006-09";"F19";"Filet maillant";"46.65606";"-71.73716";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1997-09";"F109";"Filet maillant";"46.67111";"-71.58111";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1997-09";"F3";"Filet maillant";"46.17556";"-72.94806";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F18";"Filet maillant";"46.44611";"-72.28361";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2009-09";"F203";"Filet maillant";"45.214";"-74.17676";"Lac Saint-François";"Perchaude";"";"Présence"
"2004-09";"F253";"Filet maillant";"45.23365";"-74.22116";"Lac Saint-François";"Perchaude";"";"Absence"
"2003-09";"F205";"Filet maillant";"46.11262";"-73.1213";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F108";"Filet maillant";"46.14444";"-73.08694";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2001-09";"F107";"Filet maillant";"46.39018";"-72.46389";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2009-09";"F43";"Filet maillant";"45.39057";"-73.87495";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F25";"Filet maillant";"46.22889";"-72.74806";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F13";"Filet maillant";"46.24528";"-72.8025";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F117";"Filet maillant";"46.10139";"-73.10722";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-10";"F66";"Filet maillant";"45.18256";"-73.25244";"Haut-Richelieu";"Perchaude";"";"Présence"
"2002-09";"F099";"Filet maillant";"46.20335";"-72.78558";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F5";"Filet maillant";"45.23806";"-74.20444";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F114";"Filet maillant";"46.24532";"-72.71703";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F042";"Filet maillant";"46.24743";"-72.76895";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1996-09";"F115";"Filet maillant";"45.12167";"-74.41417";"Lac Saint-François";"Perchaude";"";"Présence"
"1995-09";"F54";"Filet maillant";"46.28417";"-72.69417";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2005-09";"F78";"Filet maillant";"45.43247";"-73.7644";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2014-09";"F247";"Filet maillant";"45.259";"-74.1852";"Lac Saint-François";"Perchaude";"";"Présence"
