"Année-Mois";"Station";"Engin";"Latitude";"Longitude";"Secteur";"Espèce";"Commentaires";"Présence / Absence"
"2013-08";"F67";"Filet maillant";"46.170784";"-72.91171";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F008";"Filet maillant";"46.1711";"-72.95867";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F078";"Filet maillant";"46.15732";"-72.85236";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F022";"Filet maillant";"46.22616";"-72.87973";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F18";"Filet maillant";"46.24028";"-72.86417";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-08";"F161";"Filet maillant";"46.49569";"-72.22508";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1996-09";"F32";"Filet maillant";"46.46056";"-72.23806";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1995-09";"F133";"Filet maillant";"46.11556";"-73.01806";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F89";"Filet maillant";"45.9062";"-73.23632";"Montréal-Sorel";"Perchaude";"";"Présence"
"2010-09";"F6";"Filet maillant";"45.59885";"-73.46135";"Montréal-Sorel";"Perchaude";"";"Absence"
"2001-09";"F78";"Filet maillant";"45.85347";"-73.26497";"Montréal-Sorel";"Perchaude";"";"Présence"
"1996-09";"F37";"Filet maillant";"46.44472";"-72.285";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2012-09";"F116";"Filet maillant";"46.39921";"-72.4158";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-10";"F108";"Filet maillant";"46.21596";"-72.74235";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F29";"Filet maillant";"45.347565";"-73.943954";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2009-09";"F225";"Filet maillant";"45.1951";"-74.27449";"Lac Saint-François";"Perchaude";"";"Présence"
"2010-09";"F238";"Filet maillant";"46.11169";"-73.00768";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F013";"Filet maillant";"46.19285";"-72.9285";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F49";"Filet maillant";"45.43889";"-73.80083";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2011-09";"F030";"Filet maillant";"46.24124";"-72.84554";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F240";"Filet maillant";"46.11555";"-72.98205";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F19";"Filet maillant";"45.64891";"-73.45013";"Montréal-Sorel";"Perchaude";"";"Absence"
"2009-09";"F258";"Filet maillant";"45.2181";"-74.27619";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F53";"Filet maillant";"45.40152";"-73.84596";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2008-09";"F119";"Filet maillant";"46.40135";"-72.39338";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2001-09";"F75";"Filet maillant";"45.84488";"-73.29153";"Montréal-Sorel";"Perchaude";"";"Présence"
"1997-09";"F51";"Filet maillant";"46.64111";"-71.71556";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2002-09";"F092";"Filet maillant";"46.19213";"-72.82177";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-09";"F120";"Filet maillant";"46.39897";"-72.38623";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2008-09";"F137";"Filet maillant";"46.43631";"-72.29818";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"1997-09";"F132";"Filet maillant";"45.42833";"-73.75111";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2006-09";"F17";"Filet maillant";"46.65947";"-71.7623";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1996-09";"F33";"Filet maillant";"46.49111";"-72.2275";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2009-09";"F243";"Filet maillant";"45.11702";"-74.43408";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F117";"Filet maillant";"46.24718";"-72.68927";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F105";"Filet maillant";"46.21475";"-72.754295";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F051";"Filet maillant";"46.26845";"-72.70548";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F114";"Filet maillant";"45.13722";"-74.38417";"Lac Saint-François";"Perchaude";"";"Présence"
"2001-09";"F126";"Filet maillant";"46.41353";"-72.36719";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2003-09";"F232";"Filet maillant";"46.11607";"-73.03452";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F33";"Filet maillant";"45.34966";"-73.8939";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2007-09";"F047";"Filet maillant";"46.25806";"-72.73555";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F137";"Filet maillant";"46.43648";"-72.29916";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2013-09";"F109";"Filet maillant";"46.22514";"-72.73739";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F34";"Filet maillant";"45.35144";"-73.87439";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2002-09";"F078";"Filet maillant";"46.1526";"-72.8496";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F7";"Filet maillant";"46.20861";"-72.89556";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2014-09";"F241";"Filet maillant";"45.1069";"-74.4174";"Lac Saint-François";"Perchaude";"";"Présence"
"1996-09";"F113";"Filet maillant";"45.14722";"-74.35972";"Lac Saint-François";"Perchaude";"";"Présence"
"2011-09";"F66";"Filet maillant";"45.41096";"-73.80594";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F29";"Filet maillant";"46.42083";"-72.31778";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2013-08";"F6";"Filet maillant";"46.160275";"-72.95852";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F11";"Filet maillant";"46.23333";"-72.83389";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2001-09";"F58";"Filet maillant";"45.77353";"-73.39368";"Montréal-Sorel";"Perchaude";"";"Présence"
"2011-09";"F72";"Filet maillant";"45.43891";"-73.79012";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2011-09";"F36";"Filet maillant";"45.37548";"-73.87987";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2004-09";"F259";"Filet maillant";"45.21632";"-74.28771";"Lac Saint-François";"Perchaude";"";"Présence"
"2006-09";"F29";"Filet maillant";"46.67092";"-71.87815";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2012-10";"F30";"Filet maillant";"45.09248";"-73.30785";"Haut-Richelieu";"Perchaude";"";"Présence"
"2008-09";"F129";"Filet maillant";"46.42427";"-72.35509";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2011-09";"F65";"Filet maillant";"45.42038";"-73.81606";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2009-09";"F096";"Filet maillant";"46.18352";"-72.78627";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F90";"Filet maillant";"45.90531";"-73.21197";"Montréal-Sorel";"Perchaude";"";"Présence"
"2011-09";"F69";"Filet maillant";"45.40922";"-73.79146";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F28";"Filet maillant";"46.40639";"-72.32333";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2012-09";"F136";"Filet maillant";"46.42126";"-72.30568";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F14";"Filet maillant";"45.37333";"-73.795";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2002-09";"F034";"Filet maillant";"46.23945";"-72.81637";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F36";"Filet maillant";"45.70573";"-73.44882";"Montréal-Sorel";"Perchaude";"";"Absence"
"2007-09";"F060";"Filet maillant";"46.1398";"-72.92774";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2010-09";"F228";"Filet maillant";"46.08211";"-73.06118";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F7";"Filet maillant";"46.171394";"-72.97506";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2004-09";"F235";"Filet maillant";"45.15094";"-74.35554";"Lac Saint-François";"Perchaude";"";"Présence"
"2010-09";"F38";"Filet maillant";"45.71067";"-73.45255";"Montréal-Sorel";"Perchaude";"";"Absence"
"1997-09";"F112";"Filet maillant";"45.4025";"-73.76639";"Lac Saint-Louis";"Perchaude";"";"Absence"
"1997-09";"F8";"Filet maillant";"45.35083";"-73.82722";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F24";"Filet maillant";"46.4175";"-72.32556";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2002-09";"F079";"Filet maillant";"46.1602";"-72.8504";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F244";"Filet maillant";"45.10824";"-74.43726";"Lac Saint-François";"Perchaude";"";"Absence"
"2002-09";"F036";"Filet maillant";"46.22482";"-72.80343";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2004-09";"F233";"Filet maillant";"45.16874";"-74.33172";"Lac Saint-François";"Perchaude";"";"Présence"
"1996-09";"F7";"Filet maillant";"46.42806";"-72.25528";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2004-09";"F249";"Filet maillant";"45.24447";"-74.19389";"Lac Saint-François";"Perchaude";"";"Présence"
"1996-09";"F135";"Filet maillant";"45.22583";"-74.26444";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F102";"Filet maillant";"46.20433";"-72.77337";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F131";"Filet maillant";"46.10694";"-73.02917";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F017";"Filet maillant";"46.20038";"-72.91312";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F10";"Filet maillant";"46.64833";"-71.79194";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2011-09";"F022";"Filet maillant";"46.22613";"-72.88004";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F9";"Filet maillant";"46.17641";"-72.958374";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F35";"Filet maillant";"45.35977";"-73.86245";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2002-09";"F113";"Filet maillant";"46.23578";"-72.70567";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F135";"Filet maillant";"46.4182";"-72.30641";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1997-09";"F15";"Filet maillant";"46.67806";"-71.83139";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1996-09";"F42";"Filet maillant";"46.43";"-72.29444";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2013-09";"F117";"Filet maillant";"46.247726";"-72.68828";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F075";"Filet maillant";"46.17057";"-72.88202";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-10";"F33";"Filet maillant";"45.34959";"-73.89432";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F24";"Filet maillant";"45.1825";"-74.29333";"Lac Saint-François";"Perchaude";"";"Présence"
"2013-09";"F40";"Filet maillant";"46.247856";"-72.78429";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2010-09";"F221";"Filet maillant";"46.10926";"-73.07373";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2010-09";"F219";"Filet maillant";"46.12553";"-73.08178";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2005-09";"F34";"Filet maillant";"45.35236";"-73.8743";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2005-09";"F36";"Filet maillant";"45.37623";"-73.87708";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2013-08";"F110";"Filet maillant";"46.23368";"-72.744286";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-10";"F06";"Filet maillant";"45.02842";"-73.34016";"Haut-Richelieu";"Perchaude";"";"Présence"
"2013-09";"F21";"Filet maillant";"46.21489";"-72.879486";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1996-09";"F2";"Filet maillant";"45.2525";"-74.20194";"Lac Saint-François";"Perchaude";"";"Présence"
"2013-09";"F11";"Filet maillant";"46.180473";"-72.94512";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F71";"Filet maillant";"45.43965";"-73.78913";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2013-10";"F46";"Filet maillant";"46.26744";"-72.751884";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F068";"Filet maillant";"46.15117";"-72.901";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2014-09";"F216";"Filet maillant";"45.2152";"-74.2341";"Lac Saint-François";"Perchaude";"";"Présence"
"2014-09";"F242";"Filet maillant";"45.0973";"-74.4283";"Lac Saint-François";"Perchaude";"";"Présence"
"1995-09";"F26";"Filet maillant";"46.26528";"-72.76611";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F240";"Filet maillant";"45.12471";"-74.41981";"Lac Saint-François";"Perchaude";"";"Absence"
"2004-09";"F263";"Filet maillant";"45.19751";"-74.33617";"Lac Saint-François";"Perchaude";"";"Présence"
"2005-09";"F53";"Filet maillant";"45.40117";"-73.84496";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2009-09";"F112";"Filet maillant";"46.23654";"-72.72348";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F52";"Filet maillant";"46.23";"-72.70806";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2012-09";"F01";"Filet maillant";"45.07072";"-73.14479";"Baie Missisquoi";"Perchaude";"";"Présence"
"2013-10";"F46";"Filet maillant";"45.380215";"-73.86111";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1996-09";"F8";"Filet maillant";"45.21972";"-74.17778";"Lac Saint-François";"Perchaude";"";"Présence"
"2004-09";"F219";"Filet maillant";"45.18365";"-74.24094";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F201";"Filet maillant";"45.22411";"-74.16338";"Lac Saint-François";"Perchaude";"";"Présence"
"2012-09";"F135";"Filet maillant";"46.41881";"-72.30577";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1995-09";"F111";"Filet maillant";"46.15944";"-73.02306";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F22";"Filet maillant";"45.65758";"-73.47331";"Montréal-Sorel";"Perchaude";"";"Présence"
"2004-09";"F211";"Filet maillant";"45.1972";"-74.20343";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F064";"Filet maillant";"46.14916";"-72.91239";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F069";"Filet maillant";"46.16002";"-72.89632";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F217";"Filet maillant";"46.1017";"-73.10652";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F4";"Filet maillant";"46.63611";"-71.75556";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2001-09";"F46";"Filet maillant";"45.7349";"-73.43513";"Montréal-Sorel";"Perchaude";"";"Absence"
"2007-09";"F058";"Filet maillant";"46.12881";"-72.94236";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F080";"Filet maillant";"46.17065";"-72.86535";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F036";"Filet maillant";"46.22482";"-72.80113";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F039";"Filet maillant";"46.23633";"-72.78507";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F22";"Filet maillant";"46.675";"-71.85139";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2008-09";"F131";"Filet maillant";"46.41047";"-72.33366";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2001-09";"F119";"Filet maillant";"46.40089";"-72.39417";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2011-09";"F61";"Filet maillant";"45.41913";"-73.83319";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F50";"Filet maillant";"46.58083";"-72.02278";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2011-09";"F114";"Filet maillant";"46.24509";"-72.71706";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2007-09";"F057";"Filet maillant";"46.11985";"-72.95204";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F2";"Filet maillant";"46.14077";"-72.96654";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F75";"Filet maillant";"45.43599";"-73.7763";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2008-09";"F112";"Filet maillant";"46.39029";"-72.42838";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2014-09";"F213";"Filet maillant";"45.1904";"-74.2194";"Lac Saint-François";"Perchaude";"";"Présence"
"2013-08";"F32";"Filet maillant";"46.244797";"-72.83298";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-08";"F95";"Filet maillant";"46.203926";"-72.81677";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F024";"Filet maillant";"46.22545";"-72.86462";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F48";"Filet maillant";"45.40439";"-73.85848";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2008-09";"F113";"Filet maillant";"46.39842";"-72.42846";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2005-09";"F52";"Filet maillant";"45.39206";"-73.84686";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2001-09";"F118";"Filet maillant";"46.40494";"-72.40565";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2005-09";"F39";"Filet maillant";"45.39566";"-73.92798";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-09";"F109";"Filet maillant";"46.39022";"-72.45608";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2004-09";"F209";"Filet maillant";"45.21514";"-74.21647";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F46";"Filet maillant";"46.59917";"-71.98611";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2006-09";"F02";"Filet maillant";"46.58579";"-72.02666";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2014-09";"F203";"Filet maillant";"45.2141";"-74.1777";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F079";"Filet maillant";"46.16111";"-72.84889";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F6";"Filet maillant";"46.20056";"-72.90972";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F40";"Filet maillant";"45.71936";"-73.46133";"Montréal-Sorel";"Perchaude";"";"Présence"
"2003-09";"F203";"Filet maillant";"46.08882";"-73.14842";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2004-09";"F254";"Filet maillant";"45.24518";"-74.23012";"Lac Saint-François";"Perchaude";"";"Présence"
"2002-09";"F061";"Filet maillant";"46.14812";"-72.93172";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2002-09";"F049";"Filet maillant";"46.26862";"-72.7214";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F23";"Filet maillant";"45.18556";"-74.23083";"Lac Saint-François";"Perchaude";"";"Présence"
"2004-09";"F216";"Filet maillant";"45.21566";"-74.23293";"Lac Saint-François";"Perchaude";"";"Présence"
"2007-09";"F028";"Filet maillant";"46.21466";"-72.83505";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F45";"Filet maillant";"46.258533";"-72.75095";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2005-09";"F41";"Filet maillant";"45.41215";"-73.88948";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2005-09";"F10";"Filet maillant";"45.35246";"-73.84198";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2008-09";"F111";"Filet maillant";"46.39682";"-72.44277";"Bécancour-Batiscan";"Perchaude";"";"Absence"
"2007-09";"F070";"Filet maillant";"46.17068";"-72.89824";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1996-09";"F125";"Filet maillant";"45.16083";"-74.37472";"Lac Saint-François";"Perchaude";"";"Présence"
"2013-08";"F12";"Filet maillant";"46.182083";"-72.92762";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F033";"Filet maillant";"46.22894";"-72.81662";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-08";"F111";"Filet maillant";"46.24018";"-72.73089";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2005-09";"F65";"Filet maillant";"45.42061";"-73.817";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1995-09";"F46";"Filet maillant";"46.17528";"-72.77861";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F083";"Filet maillant";"46.18187";"-72.86455";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F61";"Filet maillant";"45.7867";"-73.39254";"Montréal-Sorel";"Perchaude";"";"Présence"
"2002-09";"F017";"Filet maillant";"46.20402";"-72.9125";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2004-09";"F203";"Filet maillant";"45.21409";"-74.17701";"Lac Saint-François";"Perchaude";"";"Présence"
"1997-09";"F54";"Filet maillant";"46.63917";"-71.67778";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"1995-09";"F132";"Filet maillant";"46.11611";"-73.035";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2007-09";"F020";"Filet maillant";"46.20524";"-72.8814";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2008-09";"F141";"Filet maillant";"46.42722";"-72.27065";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2002-09";"F077";"Filet maillant";"46.15683";"-72.86957";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2013-09";"F102";"Filet maillant";"46.203526";"-72.77122";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2009-09";"F119";"Filet maillant";"46.24619";"-72.67428";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2002-09";"F060";"Filet maillant";"46.13875";"-72.92805";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F6";"Filet maillant";"45.33272";"-73.86535";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1995-09";"F103";"Filet maillant";"46.08806";"-73.14611";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2003-09";"F216";"Filet maillant";"46.0908";"-73.12313";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2001-09";"F112";"Filet maillant";"46.39089";"-72.42908";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2003-09";"F239";"Filet maillant";"46.10428";"-72.99907";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2005-09";"F6";"Filet maillant";"45.33265";"-73.86503";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F104";"Filet maillant";"45.34306";"-73.87";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2012-09";"F124";"Filet maillant";"46.40229";"-72.36463";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2011-09";"F15";"Filet maillant";"45.3593";"-73.80893";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2004-09";"F252";"Filet maillant";"45.2364";"-74.20728";"Lac Saint-François";"Perchaude";"";"Présence"
"2005-09";"F45";"Filet maillant";"45.41104";"-73.87376";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2008-09";"F121";"Filet maillant";"46.41268";"-72.39129";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2013-09";"F119";"Filet maillant";"46.248573";"-72.67066";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"2007-09";"F120";"Filet maillant";"46.25755";"-72.67123";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F119";"Filet maillant";"45.38944";"-73.80639";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2008-09";"F153";"Filet maillant";"46.47938";"-72.25273";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"1995-09";"F124";"Filet maillant";"46.14028";"-73.04361";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Absence"
"2012-08";"F151";"Filet maillant";"46.44806";"-72.24857";"Bécancour-Batiscan";"Perchaude";"";"Présence"
"2012-10";"F84";"Filet maillant";"45.23608";"-73.24502";"Haut-Richelieu";"Perchaude";"";"Présence"
"2003-09";"F242";"Filet maillant";"46.05887";"-73.18053";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F34";"Filet maillant";"45.69879";"-73.45389";"Montréal-Sorel";"Perchaude";"";"Absence"
"1996-09";"F119";"Filet maillant";"45.13278";"-74.42194";"Lac Saint-François";"Perchaude";"";"Présence"
"2003-09";"F244";"Filet maillant";"46.08687";"-73.16647";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F17";"Filet maillant";"46.23417";"-72.87389";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F137";"Filet maillant";"46.12722";"-72.98778";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2010-09";"F222";"Filet maillant";"46.12338";"-73.07729";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2011-09";"F46";"Filet maillant";"45.38108";"-73.85978";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2003-09";"F214";"Filet maillant";"46.0677";"-73.1397";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"1995-09";"F121";"Filet maillant";"46.11";"-73.07361";"Archipel du Lac Saint-Pierre";"Perchaude";"";"Présence"
"2009-09";"F241";"Filet maillant";"45.10727";"-74.41851";"Lac Saint-François";"Perchaude";"";"Présence"
"2009-09";"F254";"Filet maillant";"45.24524";"-74.22961";"Lac Saint-François";"Perchaude";"";"Présence"
"1995-09";"F41";"Filet maillant";"46.16056";"-72.82722";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F11";"Filet maillant";"45.36861";"-73.80056";"Lac Saint-Louis";"Perchaude";"";"Présence"
"2013-10";"F15";"Filet maillant";"45.359215";"-73.81043";"Lac Saint-Louis";"Perchaude";"";"Absence"
"2011-09";"F028";"Filet maillant";"46.21454";"-72.83263";"Lac Saint-Pierre";"Perchaude";"";"Présence"
"1997-09";"F12";"Filet maillant";"46.65611";"-71.8025";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2002-09";"F100";"Filet maillant";"46.21427";"-72.78855";"Lac Saint-Pierre";"Perchaude";"";"Absence"
"1997-09";"F4";"Filet maillant";"45.33028";"-73.86";"Lac Saint-Louis";"Perchaude";"";"Présence"
"1997-09";"F104";"Filet maillant";"46.66722";"-71.65444";"Grondines-Saint-Nicolas";"Perchaude";"";"Absence"
"2014-09";"F227";"Filet maillant";"45.1992";"-74.2941";"Lac Saint-François";"Perchaude";"";"Présence"
"1996-09";"F34";"Filet maillant";"45.13889";"-74.40917";"Lac Saint-François";"Perchaude";"";"Présence"
"2014-09";"F230";"Filet maillant";"45.1835";"-74.3055";"Lac Saint-François";"Perchaude";"";"Présence"
